"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"94702099999","2019-01-01","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  88.1","16","  49.3","16","1007.6","16","997.0","16","999.9"," 0","  8.2","16"," 13.0","999.9"," 102.7","*","  65.8"," "," 0.00","G","999.9","000000"
"94702099999","2019-01-02","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  86.2","16","  43.5","16","1007.9","16","997.3","16","999.9"," 0","  8.4","16"," 14.0","999.9"," 101.3","*","  69.3","*"," 0.00","G","999.9","000000"
"94702099999","2019-01-03","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  93.9","16","  46.4","16","1007.0","16","996.4","16","999.9"," 0","  7.2","16"," 18.1","999.9"," 105.6","*","  69.1"," "," 0.00","G","999.9","000000"
"94702099999","2019-01-04","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  91.9","16","  44.9","16","1005.8","16","995.3","16","999.9"," 0"," 14.5","16"," 21.0","999.9"," 112.3","*","  67.6","*"," 0.00","G","999.9","000000"
"94702099999","2019-01-05","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  69.2","16","  42.8","16","1014.1","16","003.5","16","999.9"," 0"," 12.3","16"," 21.0","999.9","  81.0","*","  58.5","*"," 0.01","G","999.9","010000"
"94702099999","2019-01-06","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  74.6","16","  37.0","16","1015.1","16","004.5","16","999.9"," 0","  9.7","16"," 15.0","999.9","  87.3","*","  57.2"," "," 0.00","G","999.9","000000"
"94702099999","2019-01-07","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  83.0","16","  40.5","16","1010.2","16","999.6","16","999.9"," 0","  5.3","16","  8.9","999.9","  95.7","*","  59.7"," "," 0.00","G","999.9","000000"
"94702099999","2019-01-08","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  78.9","16","  45.2","16","1009.6","16","999.0","16","999.9"," 0"," 11.5","16"," 17.1","999.9","  95.0","*","  63.1","*"," 0.12","G","999.9","000000"
"94702099999","2019-01-09","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  73.3","16","  37.3","16","1014.2","16","003.6","16","999.9"," 0"," 10.0","16"," 15.0","999.9","  87.1","*","  59.2","*"," 0.00","G","999.9","000000"
"94702099999","2019-01-10","-34.5333333","144.8333333","92.0","HAY AIRPORT AWS, AS","  76.5","16","  29.7","16","1014.0","16","003.4","16","999.9"," 0","  7.7","16"," 12.0","999.9","  87.3","*","  57.7"," "," 0.00","G","999.9","000000"
