"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00094029","2018-06-14","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  133",",,a","   44",",,a",,,,,,,,
"ASN00094029","2018-06-15","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   26",",,a","  127",",,a","   71",",,a",,,,,,,,
"ASN00094029","2018-06-16","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    2",",,a","  109",",,a","   70",",,a",,,,,,,,
"ASN00094029","2018-06-17","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","  170",",,a","  105",",,a","   77",",,a",,,,,,,,
"ASN00094029","2018-06-18","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   94",",,a","  101",",,a","   63",",,a",,,,,,,,
"ASN00094029","2018-06-19","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    6",",,a","  120",",,a","   50",",,a",,,,,,,,
"ASN00094029","2018-06-20","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  103",",,a","   28",",,a",,,,,,,,
"ASN00094029","2018-06-21","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  135",",,a","   44",",,a",,,,,,,,
"ASN00094029","2018-06-22","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  136",",,a","   45",",,a",,,,,,,,
"ASN00094029","2018-06-23","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   16",",,a","  120",",,a","   83",",,a",,,,,,,,
"ASN00094029","2018-06-24","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    2",",,a","  124",",,a","   74",",,a",,,,,,,,
"ASN00094029","2018-06-25","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  142",",,a","   63",",,a",,,,,,,,
"ASN00094029","2018-06-26","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  147",",,a","   46",",,a",,,,,,,,
"ASN00094029","2018-06-27","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  108",",,a","   37",",,a",,,,,,,,
"ASN00094029","2018-06-28","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","   99",",,a","   30",",,a",,,,,,,,
"ASN00094029","2018-06-29","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","   99",",,a","   30",",,a",,,,,,,,
"ASN00094029","2018-06-30","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    4",",,a","  126",",,a","   47",",,a",,,,,,,,
"ASN00094029","2018-07-01","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  150",",,a","   48",",,a",,,,,,,,
"ASN00094029","2018-07-02","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  158",",,a","   55",",,a",,,,,,,,
"ASN00094029","2018-07-03","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  160",",,a","   72",",,a",,,,,,,,
"ASN00094029","2018-07-04","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  171",",,a","  108",",,a",,,,,,,,
"ASN00094029","2018-07-05","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   44",",,a","  166",",,a","   89",",,a",,,,,,,,
"ASN00094029","2018-07-06","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   50",",,a","  106",",,a","   96",",,a",,,,,,,,
"ASN00094029","2018-07-07","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   58",",,a","  110",",,a","   72",",,a",,,,,,,,
"ASN00094029","2018-07-08","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","  148",",,a","   92",",,a","   41",",,a",,,,,,,,
"ASN00094029","2018-07-09","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   22",",,a","  131",",,a","   55",",,a",,,,,,,,
"ASN00094029","2018-07-10","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  123",",,a","   28",",,a",,,,,,,,
"ASN00094029","2018-07-11","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    2",",,a","  136",",,a","   44",",,a",,,,,,,,
"ASN00094029","2018-07-12","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  123",",,a","   36",",,a",,,,,,,,
"ASN00094029","2018-07-13","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  133",",,a","   26",",,a",,,,,,,,
"ASN00094029","2018-07-14","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   18",",,a","  113",",,a","   39",",,a",,,,,,,,
"ASN00094029","2018-07-15","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  121",",,a","   29",",,a",,,,,,,,
"ASN00094029","2018-07-16","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  144",",,a","   37",",,a",,,,,,,,
"ASN00094029","2018-07-17","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","    0",",,a","  179",",,a","   61",",,a",,,,,,,,
"ASN00094029","2018-07-18","-42.8897","147.3278","50.5","HOBART ELLERSLIE ROAD, AS","   32",",,a","  150",",,a","   59",",,a",,,,,,,,
