"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00388879","2018-07-06","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  206",",,7",,,,,"  300",",,7,0900"
"USC00388879","2018-07-07","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   41",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  211",",,7",,,,,"  272",",,7,0900"
"USC00388879","2018-07-08","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  358",",,7,0900","    0",",,7,0900","    0",",,7,0900","  294",",,7","  200",",,7",,,,,"  222",",,7,0900"
"USC00388879","2018-07-09","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  189",",,7",,,,,"  272",",,7,0900"
"USC00388879","2018-07-10","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  167",",,7",,,,,"  283",",,7,0900"
"USC00388879","2018-07-11","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  200",",,7",,,,,"  278",",,7,0900"
"USC00388879","2018-07-12","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  339",",,7","  211",",,7",,,,,"  300",",,7,0900"
"USC00388879","2018-07-13","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  356",",,7","  222",",,7",,,,,"  256",",,7,0900"
"USC00388879","2018-07-14","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  222",",,7",,,,,"  294",",,7,0900"
"USC00388879","2018-07-15","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  217",",,7",,,,,"  239",",,7,0900"
"USC00388879","2018-07-16","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  211",",,7",,,,,"  294",",,7,0900"
"USC00388879","2018-07-17","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  251",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  228",",,7",,,,,"  261",",,7,0900"
"USC00388879","2018-07-18","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  222",",,7",,,,,"  261",",,7,0900"
"USC00388879","2018-07-19","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  233",",,7",,,,,"  250",",,7,0900"
"USC00388879","2018-07-20","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  323",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  217",",,7",,,,,"  233",",,7,0900"
"USC00388879","2018-07-21","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  283",",,7","  194",",,7",,,,,,
"USC00388879","2018-07-22","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  191",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  183",",,7",,,,,,
"USC00388879","2018-07-23","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  317",",,7","  200",",,7",,,,,"  239",",,7,0900"
"USC00388879","2018-07-24","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   97",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  206",",,7",,,,,"  256",",,7,0900"
"USC00388879","2018-07-25","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   41",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  211",",,7",,,,,"  244",",,7,0900"
"USC00388879","2018-07-26","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  311",",,7","  206",",,7",,,,,"  256",",,7,0900"
"USC00388879","2018-07-27","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  328",",,7","  211",",,7",,,,,"  283",",,7,0900"
"USC00388879","2018-07-28","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  217",",,7",,,,,,
"USC00388879","2018-07-29","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  333",",,7","  211",",,7",,,,,"  267",",,7,0900"
"USC00388879","2018-07-30","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   79",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  217",",,7",,,,,"  228",",,7,0900"
"USC00388879","2018-07-31","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  300",",,7","  228",",,7",,,,,"  261",",,7,0900"
"USC00388879","2018-08-01","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   23",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  222",",,7",,,,,"  289",",,7,0900"
"USC00388879","2018-08-02","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","   10",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  228",",,7",,,,,"  233",",,7,0900"
"USC00388879","2018-08-03","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  533",",,7,0900","    0",",,7,0900","    0",",,7,0900","  306",",,7","  211",",,7",,,,,"  272",",,7,0900"
"USC00388879","2018-08-04","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","  160",",,7,0900","    0",",,7,0900","    0",",,7,0900","  289",",,7","  217",",,7",,,,,,
"USC00388879","2018-08-05","33.6398","-81.3722","115.8","WAGENER 1 SW, SC US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  322",",,7","  211",",,7",,,,,"  239",",,7,0900"
