"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX51","SX51_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00155097","2019-01-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   56",",,7,1300",,,,,"  128",",,7","   11",",,7",,,,,"  128",",,7,1300","  103",",,7","   56",",,7","   67",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  161",",,7","   22",",,7",,,,,"  150",",,7,1300","   45",",,7","   50",",,7","   61",",,7","   83",",,7","   83",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  178",",,7","  100",",,7",,,,,"  161",",,7,1300","  130",",,7","   67",",,7","   72",",,7","   78",",,7","   83",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  200",",,7","  133",",,7",,,,,"  200",",,7,1300","  125",",,7","   83",",,7","   83",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  200",",,7","    6",",,7",,,,,"   50",",,7,1300","  179",",,7","   56",",,7","   67",",,7","  106",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   50",",,7","  -72",",,7",,,,,"    6",",,7,1300","  116",",,7","   33",",,7","   44",",,7","   72",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   25",",,7,1300",,,,,"   39",",,7","  -78",",,7",,,,,"   39",",,7,1300","   58",",,7","   17",",,7","   33",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  135",",,7,1300",,,,,"   78",",,7","    0",",,7",,,,,"   78",",,7,1300","   63",",,7","   28",",,7","   39",",,7","   39",",,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   89",",,7","   33",",,7",,,,,"   33",",,7,1300","   49",",,7","   44",",,7","   44",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   33",",,7","    0",",,7",,,,,"    6",",,7,1300","   58",",,7","   44",",,7","   50",",,7","   56",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   11",",,7","  -11",",,7",,,,,"   11",",,7,1300","   54",",,7","   33",",,7","   44",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   64",",,7,1300",,,,,"   44",",,7","    6",",,7",,,,,"   44",",,7,1300","   63",",,7","   33",",,7","   44",",,7","   44",",,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   18",",,7,1300",,,,,"   61",",,7","   39",",,7",,,,,"   61",",,7,1300","   58",",,7","   44",",,7","   50",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  244",",,7,1300",,,,,"   72",",,7","   39",",,7",,,,,"   56",",,7,1300","   72",",,7","   50",",,7","   56",",,7","   56",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   38",",,7,1300",,,,,"  122",",,7","   50",",,7",,,,,"  122",",,7,1300","  112",",,7","   56",",,7","   61",",,7","   72",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  133",",,7","  -72",",,7",,,,,"  -28",",,7,1300","  156",",,7","   50",",,7","   61",",,7","   78",",,7","   83",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  -22",",,7"," -128",",,7",,,,,"  -22",",,7,1300","   89",",,7","   33",",,7","   44",",,7","   50",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   97",",,7,1300",,,,,"  100",",,7","  -61",",,7",,,,,"  100",",,7,1300","   89",",,7","   28",",,7","   39",",,7","   39",",,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  163",",,7,1300",,,,,"  128",",,7","   78",",S,7",,,,,"  106",",,7,1300","  143",",,7","   33",",,7","   39",",,7","   61",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  106",",,7","  -44",",,7",,,,,"   22",",,7,1300","   98",",,7","   39",",,7","   50",",,7","   67",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"   33",",,7","  -78",",,7",,,,,"  -11",",,7,1300","  103",",,7","   22",",,7","   33",",,7","   56",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   61",",,7","  -56",",,7",,,,,"   56",",,7,1300","   80",",,7","   17",",,7","   28",",,7","   39",",,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   89",",,7","   17",",,7",,,,,"   89",",,7,1300","   76",",,7","   28",",,7","   33",",,7","   39",",,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   13",",,7,1300",,,,,"  128",",,7","  -22",",,7",,,,,"  117",",,7,1300","   98",",,7","   22",",,7","   33",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-29","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  117",",,7","  -89",",,7",,,,,"  -33",",,7,1300","  139",",,7","   22",",I,7","   33",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-30","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  -17",",,7"," -117",",,7",,,,," -100",",,7,1300","  130",",,7","  -44",",,7","   22",",,7","   11",",I,7","   44",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-01-31","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0","T,,7,1300",,,,,"  -39",",,7"," -128",",,7",,,,,"  -39",",,7,1300","  121",",,7","    0",",,7","   17",",,7","   17",",,7","   28",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0","T,,7,1300",,,,,"   67",",,7","  -39",",,7",,,,,"   67",",,7,1300","   94",",,7","    6",",,7","   17",",,7","   17",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  150",",,7","   -6",",,7",,,,,"  150",",,7,1300","   49",",,7","   17",",,7","   22",",,7","   33",",,7","   33",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  211",",,7","   72",",,7",,,,,"  206",",,7,1300","   72",",,7","   39",",,7","   39",",,7","   56",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  211",",,7","   83",",,7",,,,,"  139",",,7,1300","  107",",,7","   56",",,7","   61",",,7","   78",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   18",",,7,1300",,,,,"  189",",,7","  139",",,7",,,,,"  189",",,7,1300","   63",",,7","   72",",,7","   72",",,7","   94",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  330",",,7,1300",,,,,"  217",",,7","  150",",,7",,,,,"  156",",,7,1300","  116",",,7","   94",",,7","   94",",,7","  117",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  404",",,7,1300",,,,,"  211",",,7","  139",",,7",,,,,"  206",",,7,1300","  224",",,7","  111",",,7","  117",",,7","  122",",,7","  122",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  170",",,7,1300",,,,,"  211",",,7","  -56",",,7",,,,,"   -6",",,7,1300","  170",",,7","   78",",,7","   89",",,7","  128",",,7","  133",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   33",",,7","  -83",",,7",,,,,"   33",",,7,1300","   76",",,7","   39",",,7","   50",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   36",",,7,1300",,,,,"   56",",,7","  -22",",,7",,,,,"   44",",,7,1300","   58",",,7","   39",",,7","   50",",,7","   61",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  513",",,7,1300",,,,,"  100",",,7","   44",",,7",,,,,"  100",",,7,1300","   49",",,7","   56",",,7","   56",",,7","   67",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  318",",,7,1300",,,,,"  150",",,7","   78",",,7",,,,,"   78",",,7,1300","  152",",,7","   67",",,7","   72",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   78",",,7","  -11",",,7",,,,,"   72",",,7,1300","  152",",,7","   44",",,7","   56",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  133",",,7","   33",",,7",,,,,"  128",",,7,1300","  125",",,7","   44",",,7","   56",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  133",",,7","   44",",,7",,,,,"   56",",,7,1300","  112",",,7","   67",",,7","   67",",,7","   72",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  109",",,7,1300",,,,,"   56",",,7","  -28",",,7",,,,,"   56",",,7,1300","   67",",,7","   50",",,7","   56",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   61",",,7,1300",,,,,"   83",",,7","    0",",,7",,,,,"   83",",,7,1300","   72",",,7","   44",",,7","   56",",,7","   67",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   83",",,7","   -6",",,7",,,,,"   22",",,7,1300","   80",",,7","   44",",,7","   56",",,7","   61",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   39",",,7","  -33",",,7",,,,,"   33",",,7,1300","   80",",,7","   28",",,7","   39",",,7","   56",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  439",",,7,1300",,,,,"  100",",,7","   11",",,7",,,,,"  100",",,7,1300","   98",",,7","   33",",,7","   39",",,7","   44",",,7","   50",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   36",",,7,1300",,,,,"  133",",,7","   17",",,7",,,,,"  106",",,7,1300","   94",",,7","   39",",,7","   44",",,7","   67",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   20",",,7,1300",,,,,"  106",",,7","   44",",,7",,,,,"   78",",,7,1300","   63",",,7","   56",",,7","   67",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  183",",,7,1300",,,,,"  144",",,7","   50",",,7",,,,,"  144",",,7,1300","  134",",,7","   56",",,7","   67",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  589",",,7,1300",,,,,"  178",",,7","   56",",,7",,,,,"  100",",,7,1300","  161",",,7","   78",",,7","   78",",,7","  100",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  111",",,7","  -22",",,7",,,,,"   94",",,7,1300","  148",",,7","   44",",,7","   56",",,7","  106",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  161",",,7","  -22",",,7",,,,,"  156",",,7,1300","   40",",,7","   33",",,7","   50",",,7","   83",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  200",",,7","   17",",,7",,,,,"  200",",,7,1300","   67",",,7","   44",",,7","   56",",,7","   89",",,7","   83",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-02-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  206",",,7","   33",",,7",,,,,"   50",",,7,1300","   85",",,7","   67",",,7","   78",",,7","  100",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   15",",,7,1300",,,,,"   56",",,7","   17",",,7",,,,,"   33",",,7,1300","   49",",,7","   56",",,7","   67",",,7","   78",",,7","   83",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   56",",,7","   22",",,7",,,,,"   50",",,7,1300","   40",",,7","   56",",,7","   61",",,7","   61",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   53",",,7,1300",,,,,"   56",",,7","    6",",,7",,,,,"    6",",,7,1300","   63",",,7","   56",",,7","   61",",,7","   67",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"   11",",,7","  -89",",,7",,,,,"  -22",",,7,1300","  103",",,7","   28",",,7","   44",",,7","   50",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"    6",",,7"," -117",",,7",,,,,"    6",",,7,1300","   89",",,7","   17",",,7","   28",",,7","   67",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   22",",,7"," -106",",,7",,,,,"   17",",,7,1300","   98",",,7","   11",",,7","   28",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"   67",",,7","  -33",",,7",,,,,"   50",",,7,1300","   76",",,7","   22",",,7","   33",",,7","   50",",,7","   50",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   36",",,7,1300",,,,,"   67",",,7","   11",",,7",,,,,"   61",",,7,1300","   45",",,7","   33",",,7","   44",",,7","   50",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   58",",,7,1300",,,,,"  156",",,7","   50",",,7",,,,,"  156",",,7,1300","   80",",,7","   44",",,7","   50",",,7","   61",",,7","   61",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  282",",,7,1300",,,,,"  172",",,7","   78",",,7",,,,,"  161",",,7,1300","  134",",,7","   67",",,7","   67",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  172",",,7","   56",",,7",,,,,"  128",",,7,1300","   89",",,7","   78",",,7","   83",",,7","  117",",,7","  111",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  150",",,7","   11",",,7",,,,,"  133",",,7,1300","   67",",,7","   50",",,7","   67",",,7","  106",",,7","  100",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-13","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  206",",,7","   72",",,7",,,,,"  194",",,7,1300","   98",",,7","   67",",,7","   78",",,7","   94",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-14","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0","T,,7,1300",,,,,"  244",",,7","  167",",,7",,,,,"  228",",,7,1300","  206",",,7","   94",",,7","   94",",,7","  117",",,7","  111",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-15","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  244",",,7","   61",",,7",,,,,"   83",",,7,1300","  201",",,7","   83",",,7","   94",",,7","  133",",,7","  128",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-16","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  117",",,7","  -22",",,7",,,,,"  117",",,7,1300","  112",",,7","   50",",,7","   67",",,7","   94",",,7","  100",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-17","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  150",",,7","  -22",",,7",,,,,"  150",",,7,1300","   98",",,7","   50",",,7","   67",",,7","  117",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-18","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  156",",,7","  -22",",,7",,,,,"  106",",,7,1300","  112",",,7","   50",",,7","   67",",,7","  106",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-19","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  133",",,7","  -17",",,7",,,,,"  128",",,7,1300","   80",",,7","   44",",,7","   61",",,7","  106",",,7","  100",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-20","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  178",",,7","    6",",,7",,,,,"  172",",,7,1300","   63",",,7","   56",",,7","   67",",,7","  111",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-21","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    8",",,7,1300",,,,,"  189",",,7","   61",",,7",,,,,"   94",",,7,1300","  121",",,7","   83",",,7","   89",",,7","  111",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-22","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  167",",,7","   11",",,7",,,,,"  161",",,7,1300","  121",",,7","   67",",,7","   78",",,7","  106",",,7","  106",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-23","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  172",",,7","  -17",",,7",,,,,"  161",",,7,1300","  116",",,7","   61",",,7","   72",",,7","  128",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-24","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  183",",,7","   33",",,7",,,,,"  144",",,7,1300","   63",",,7","   72",",,7","   83",",,7","  122",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-25","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   86",",,7,1300",,,,,"  189",",,7","  106",",,7",,,,,"  161",",,7,1300","   72",",,7","   94",",,7","  100",",,7","  111",",,7","  111",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-26","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  161",",,7","    0",",,7",,,,,"  111",",,7,1300","  103",",,7","   67",",,7","   83",",,7","  117",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-27","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  172",",,7","  -17",",,7",,,,,"  172",",,7,1300","   89",",,7","   56",",,7","   72",",,7","  122",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-28","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  217",",,7","   72",",,7",,,,,"  217",",,7,1300","   94",",,7","   78",",,7","   89",",,7","  128",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-29","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    5",",,7,1300",,,,,"  228",",,7","  111",",,7",,,,,"  183",",,7,1300","   80",",,7","  106",",,7","  111",",,7","  139",",,7","  133",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-30","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   10",",,7,1300",,,,,,,,,,,,,,,"   89",",,7","  106",",,7","  111",",,7","  128",",,7","  128",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-03-31","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","  117",",,7,1300",,,,,"  211",",,7","    6",",,7",,,,,"   78",",,7,1300","  206",",,7","   78",",,7","   94",",,7","  128",",,7","  128",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  111",",,7","  -17",",,7",,,,,"  106",",,7,1300","   98",",,7","   61",",,7","   78",",,7","  133",",,7","  128",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  161",",,7","   17",",,7",,,,,"  161",",,7,1300","   85",",,7","   72",",,7","   83",",,7","  117",",,7","  117",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  206",",,7","   50",",,7",,,,,"  206",",,7,1300","   76",",,7","   78",",,7","   94",",,7","  133",",,7","  128",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  228",",,7","  106",",,7",,,,,"  211",",,7,1300","   76",",,7","   94",",,7","  106",",,7","  144",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   74",",,7,1300",,,,,"  211",",,7","  106",",,7",,,,,"  161",",,7,1300","   80",",,7","  111",",,7","  117",",,7","  133",",,7","  133",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  233",",,7","  100",",,7",,,,,"  233",",,7,1300","   45",",,7","  111",",,7","  122",",,7","  144",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   86",",,7,1300",,,,,"  233",",,7","  144",",,7",,,,,"  194",",,7,1300","   94",",,7","  128",",,7","  133",",,7","  161",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","   84",",,7,1300",,,,,"  222",",,7","  150",",,7",,,,,"  217",",,7,1300","  125",",,7","  128",",,7","  133",",,7","  156",",,7","  150",",,7",,,,,,,,,,,,,,,,,,
"USC00155097","2019-04-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","    0",",,7,1300",,,,,"  261",",,7","  122",",,7",,,,,"  261",",,7,1300","   80",",,7","  128",",,7","  139",",,7","  178",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
