"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00101363","2018-02-26","48.0863","-116.0573","662.3","CABINET GORGE, ID US","  132",",,7,1700",,,,,"   22",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-02-27","48.0863","-116.0573","662.3","CABINET GORGE, ID US","    5",",,7,1700",,,,,"    0",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-02-28","48.0863","-116.0573","662.3","CABINET GORGE, ID US","    0",",,7,1700",,,,,"   22",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-01","48.0863","-116.0573","662.3","CABINET GORGE, ID US","   64",",,7,1700",,,,,"   22",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-02","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"   39",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-03","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-04","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"   72",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-05","48.0863","-116.0573","662.3","CABINET GORGE, ID US","  107",",,7,1700",,,,,"   72",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-06","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"   56",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-08","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"   83",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-09","48.0863","-116.0573","662.3","CABINET GORGE, ID US","  152",",,7,1700",,,,,"   50",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-10","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"  100",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00101363","2018-03-11","48.0863","-116.0573","662.3","CABINET GORGE, ID US",,,,,,,"  106",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,
