"ASN00060141","2018-07-05","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","   14",",,a","  235",",,a","  105",",,a",,,,,,,"  166","H,,S"
"ASN00060141","2018-07-06","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    1",",,a","  258",",,a","  110",",,a",,,,,,,"  164","H,,S"
"ASN00060141","2018-07-07","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  200",",,a","   76",",,a",,,,,,,"  133","H,,S"
"ASN00060141","2018-07-08","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  198",",,a","   51",",,a",,,,,,,"  141","H,,S"
"ASN00060141","2018-07-09","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  176",",,a","   59",",,a",,,,,,,"  116","H,,S"
"ASN00060141","2018-07-10","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    6",",,a","  176",",,a","   74",",,a",,,,,,,"  101","H,,S"
"ASN00060141","2018-07-11","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  182",",,a","   47",",,a",,,,,,,"  106","H,,S"
"ASN00060141","2018-07-12","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  192",",,a","   42",",,a",,,,,,,"  109","H,,S"
"ASN00060141","2018-07-13","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  165",",,a","   44",",,a",,,,,,,"   98","H,,S"
"ASN00060141","2018-07-14","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  165",",,a","   55",",,a",,,,,,,"   80","H,,S"
"ASN00060141","2018-07-15","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  179",",,a","    1",",,a",,,,,,,"   79","H,,S"
"ASN00060141","2018-07-16","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  179",",,a","    1",",,a",,,,,,,"   92","H,,S"
"ASN00060141","2018-07-17","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  219",",,a","    6",",,a",,,,,,,"  112","H,,S"
"ASN00060141","2018-07-18","-31.8896","152.512","8.0","TAREE AIRPORT AWS, AS","    0",",,a","  234",",,a","   21",",,a",,,,,,,"  123","H,,S"
