"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003936","2018-09-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  228",",,W","   83",",,W","   18",",,W",,,,,,,,,,,"   70",",,W","  120",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  267",",,W","   83",",,W","   17",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  278",",,W","  128",",,W","   26",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   89",",,W","  125",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  239",",,W","   72",",,W","   25",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   67",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  222",",,W","   50",",,W","    9",",,W",,,,,,,,,,,"  320",",,W","   30",",,W","   36",",,W","   72",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  250",",,W","   56",",,W","   25",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   15",",,W,2400",,,,,"  178",",,W","   83",",,W","   52",",,W",,,,,,,,,,,"   50",",,W","   20",",,W","  112",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    8",",,W,2400",,,,,"  194",",,W","   78",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","  100",",,W","   58",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-09-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  178",",,W","  150",",,W","   30",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  244",",,W","  144",",,W","   26",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   89",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  317",",,W","  133",",,W","   46",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","  103",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  135",",,W,2400",,,,,"  333",",,W","  167",",,W","   71",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  134",",,W","  192",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  167",",,W","   78",",,W","   44",",,W",,,,,,,,,,,"   50",",,W","   10",",,W","  103",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   51",",,W,2400",,,,,"  228",",,W","  122",",,W","   22",",,W",,,,,,,,,,,"   50",",,W","  300",",,W","   81",",,W","  148",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  330",",,W,2400",,,,,"  144",",,W","   83",",,W","   40",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","  103",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  122",",,W,2400",,,,,"  150",",,W","   94",",,W","   26",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  152",",,W,2400",,,,,"  233",",,W","  150",",,W","   19",",,W",,,,,,,,,,,"  280",",,W","  270",",,W","   94",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   84",",,W,2400",,,,,"  228",",,W","   89",",,W","   39",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  107",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  111",",,W","   67",",,W","   32",",,W",,,,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  128",",,W","    6",",,W","   14",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  106",",,W","   28",",,W","   10",",,W",,,,,,,,,,,"  150",",,W","  320",",,W","   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  161",",,W","   11",",,W","   20",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","   72",",,W","   94",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"   94",",,W","    6",",,W","   39",",,W",,,,,,,,,,,"   20",",,W","   10",",,W","   98",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   89",",,W","  -16",",,W","   16",",,W",,,,,,,,,,,"  230",",,W","  340",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  194",",,W","  -43",",,W","   19",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  211",",,W","    6",",,W","    2",",,W",,,,,,,,,,,"   30",",,W","   40",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  211",",,W","   17",",,W","   24",",,W",,,,,,,,,,,"  170",",,W","  180",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  228",",,W","   83",",,W","   37",",,W",,,,,,,,,,,"  240",",,W","  260",",,W","   76",",,W","  116",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  194",",,W","   11",",,W","   17",",,W",,,,,,,,,,,"  350",",,W","  320",",,W","   67",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  217",",,W","   -5",",,W","   38",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  103",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  228",",,W","   39",",,W","   12",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   45",",,W","   72",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  200",",,W","   78",",,W","   27",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   10",",,W,2400","    0",",,H",,,"  189",",,W","   50",",,W","   22",",,W",,,,,,,,,,,"  140",",,W","  110",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   99",",,W,2400",,,,,"  111",",,W","   83",",,W","   13",",,W",,,,,,,,,,,"   50",",,W","   80",",,W","   40",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  161",",,W","   28",",,W","   10",",,W",,,,,,,,,,,"  220",",,W","  240",",,W","   45",",,W","   72",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  233",",,W","   17",",,W","   19",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   72",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  200",",,W","   39",",,W","   15",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   54",",,W","   94",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  244",",,W","   17",",,W","   24",",,W",,,,,,,,,,,"  180",",,W","  180",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  161",",,W","  100",",,W","   31",",,W",,,,,,,,,,,"   20",",,W","   10",",,W","   72",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-10-31","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","   56",",,W","   15",",,W",,,,,,,,,,,"   20",",,W","   10",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  189",",,W","   28",",,W","    8",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  139",",,W","   44",",,W","   22",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   67",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"  144",",,W","   56",",,W","   22",",,W",,,,,,,,,,,"  150",",,W","  170",",,W","   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  117",",,W","    0",",,W","   26",",,W",,,,,,,,,,,"  260",",,W","  290",",,W","   63",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US",,,,,,,"  161",",,W","   61",",,W","   34",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   72",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   30",",,W,2400",,,,,"  111",",,W","   -5",",,W","   12",",,W",,,,,,,,,,,"   30",",,W","  250",",,W","   40",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   78",",,W","    6",",,W","   22",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   63",",,W","   85",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   64",",,W,2400",,,,,"    6",",,W","  -16",",,W","   25",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"    0",",,W"," -105",",,W","   24",",,W",,,,,,,,,,,"  340",",,W","  330",",,W","   76",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   33",",,W"," -110",",,W","   30",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   72",",,W","  -38",",,W","   22",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"    0",",,W","  -71",",,W","   44",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   89",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   28",",,W"," -116",",,W","   10",",,W",,,,,,,,,,,"  210",",,W","  170",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-14","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   78",",,W","  -77",",,W","   17",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-15","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","  -49",",,W","   17",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-16","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  167",",,W","  -49",",,W","   15",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-17","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   72",",,W","  -27",",,W","   66",",,W",,,,,,,,,,,"   40",",,W","   20",",,W","  116",",,W","  170",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-18","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   39",",,W","  -60",",,W","   17",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-19","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  100",",,W","  -55",",,W","   22",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-20","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  133",",,W","  -55",",,W","   29",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-21","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  167",",,W","  -10",",,W","   26",",,W",,,,,,,,,,,"  210",",,W","  190",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-22","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  194",",,W","   -5",",,W","   45",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   94",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-23","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  189",",,W","   33",",,W","   47",",,W",,,,,,,,,,,"  180",",,W","  170",",,W","   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-24","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  178",",,W","  -32",",,W","   28",",,W",,,,,,,,,,,"   40",",,W","   60",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-25","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   43",",,W,2400",,,,,"   94",",,W"," -105",",,W","   68",",,W",,,,,,,,,,,"   30",",,W","  330",",,W","  143",",,W","  224",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-26","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   22",",,W","  -77",",,W","   16",",,W",,,,,,,,,,,"  340",",,W","   10",",,W","   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-27","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"    0",",,W","  -43",",,W","   19",",,W",,,,,,,,,,,"   40",",,W","  360",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-28","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   61",",,W","  -38",",,W","   17",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-29","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  122",",,W","  -27",",,W","   16",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-11-30","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","   58",",,W,2400",,,,,"   56",",,W","  -21",",,W","   38",",,W",,,,,,,,,,,"   70",",,W","   60",",,W","   89",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-01","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","  267",",,W,2400",,,,,"  172",",,W","   17",",,W","   41",",,W",,,,,,,,,,,"   40",",,W","  270",",,W","   94",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-02","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   28",",,W","   -5",",,W","   40",",,W",,,,,,,,,,,"  310",",,W","  340",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-03","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0","T,,W,2400",,,,,"   -5",",,W","  -27",",,W","   24",",,W",,,,,,,,,,,"  340",",,W","  350",",,W","   54",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-04","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"    6",",,W","  -43",",,W","   22",",,W",,,,,,,,,,,"  240",",,W","  310",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-05","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  100",",,W","  -71",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-06","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   56",",,W","  -55",",,W","   38",",,W",,,,,,,,,,,"   30",",,W","   20",",,W","   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-07","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   17",",,W","  -71",",,W","   13",",,W",,,,,,,,,,,"   80",",,W","   90",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-08","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   33",",,W","  -88",",,W","   14",",,W",,,,,,,,,,,"   70",",,W","   70",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-09","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   72",",,W","  -93",",,W","    9",",,W",,,,,,,,,,,"  290",",,W","  250",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-10","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   50",",,W"," -105",",,W","   17",",,W",,,,,,,,,,,"  210",",,W","  260",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-11","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  111",",,W","  -60",",,W","   29",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-12","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"  139",",,W","  -60",",,W","   20",",,W",,,,,,,,,,,"  160",",,W","  150",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003936","2018-12-13","39.1346","-96.6788","321.9","MANHATTAN ASOS, KS US","    0",",,W,2400",,,,,"   72",",,W","   28",",,W","   38",",,W",,,,,,,,,,,"  360",",,W","   10",",,W","  103",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
