"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00009965","2018-06-06","-33.3567","115.6447","5.2","BUNBURY, AS","  308",",,a","  160",",,a","  115",",,a",,,,,,,,
"ASN00009965","2018-06-07","-33.3567","115.6447","5.2","BUNBURY, AS","   72",",,a","  157",",,a","   60",",,a",,,,,,,,
"ASN00009965","2018-06-08","-33.3567","115.6447","5.2","BUNBURY, AS","    4",",,a","  179",",,a","   45",",,a",,,,,,,,
"ASN00009965","2018-06-09","-33.3567","115.6447","5.2","BUNBURY, AS","   56",",,a","  195",",,a","  101",",,a",,,,,,,,
"ASN00009965","2018-06-10","-33.3567","115.6447","5.2","BUNBURY, AS","  230",",,a","  174",",,a","  139",",,a",,,,,,,,
"ASN00009965","2018-06-11","-33.3567","115.6447","5.2","BUNBURY, AS","   22",",,a","  155",",,a","   38",",,a",,,,,,,,
"ASN00009965","2018-06-12","-33.3567","115.6447","5.2","BUNBURY, AS","   32",",,a","  183",",,a","   96",",,a",,,,,,,,
"ASN00009965","2018-06-13","-33.3567","115.6447","5.2","BUNBURY, AS","    4",",,a","  176",",,a","   49",",,a",,,,,,,,
"ASN00009965","2018-06-14","-33.3567","115.6447","5.2","BUNBURY, AS","    2",",,a","  190",",,a","   48",",,a",,,,,,,,
"ASN00009965","2018-06-15","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  201",",,a","   75",",,a",,,,,,,,
"ASN00009965","2018-06-16","-33.3567","115.6447","5.2","BUNBURY, AS","    2",",,a","  212",",,a","  108",",,a",,,,,,,,
"ASN00009965","2018-06-17","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  209",",,a","   59",",,a",,,,,,,,
"ASN00009965","2018-06-18","-33.3567","115.6447","5.2","BUNBURY, AS","  124",",,a","  161",",,a","  133",",,a",,,,,,,,
"ASN00009965","2018-06-19","-33.3567","115.6447","5.2","BUNBURY, AS","   52",",,a","  188",",,a","   66",",,a",,,,,,,,
"ASN00009965","2018-06-20","-33.3567","115.6447","5.2","BUNBURY, AS","   58",",,a","  191",",,a","   95",",,a",,,,,,,,
"ASN00009965","2018-06-21","-33.3567","115.6447","5.2","BUNBURY, AS","   22",",,a","  197",",,a","   91",",,a",,,,,,,,
"ASN00009965","2018-06-22","-33.3567","115.6447","5.2","BUNBURY, AS","   26",",,a","  192",",,a","   72",",,a",,,,,,,,
"ASN00009965","2018-06-23","-33.3567","115.6447","5.2","BUNBURY, AS","    2",",,a","  192",",,a","   61",",,a",,,,,,,,
"ASN00009965","2018-06-24","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  204",",,a","   54",",,a",,,,,,,,
"ASN00009965","2018-06-25","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  186",",,a","   45",",,a",,,,,,,,
"ASN00009965","2018-06-26","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  180",",,a","  114",",,a",,,,,,,,
"ASN00009965","2018-06-27","-33.3567","115.6447","5.2","BUNBURY, AS","  628",",,a","  181",",,a","  131",",,a",,,,,,,,
"ASN00009965","2018-06-28","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  162",",,a","   61",",,a",,,,,,,,
"ASN00009965","2018-06-29","-33.3567","115.6447","5.2","BUNBURY, AS","    2",",,a","  158",",,a","   30",",,a",,,,,,,,
"ASN00009965","2018-06-30","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  177",",,a","   71",",,a",,,,,,,,
"ASN00009965","2018-07-01","-33.3567","115.6447","5.2","BUNBURY, AS","    0",",,a","  198",",,a","  116",",,a",,,,,,,,
"ASN00009965","2018-07-02","-33.3567","115.6447","5.2","BUNBURY, AS","  436",",,a","  196",",,a","  150",",,a",,,,,,,,
