"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA006074211","2018-06-29","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   50",",,C",,,"  305",",,C","  143",",,C",,,"  224",",,C"
"CA006074211","2018-06-30","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    7",",,C",,,"  249",",,C","  187",",,C",,,"  218",",,C"
"CA006074211","2018-07-01","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   21",",,C",,,"  319",",,C","  197",",,C",,,"  258",",,C"
"CA006074211","2018-07-02","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  264",",,C","  185",",,C",,,"  225",",,C"
"CA006074211","2018-07-03","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   39",",,C",,,"  315",",,C","  164",",,C",,,"  240",",,C"
"CA006074211","2018-07-04","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  323",",,C","  196",",,C",,,"  260",",,C"
"CA006074211","2018-07-05","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  323",",,C","  132",",,C",,,"  228",",,C"
"CA006074211","2018-07-06","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    2",",,C",,,"  216",",,C","  105",",,C",,,"  161",",,C"
"CA006074211","2018-07-07","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  271",",,C","  115",",,C",,,"  193",",,C"
"CA006074211","2018-07-08","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  314",",,C","  171",",,C",,,"  243",",,C"
"CA006074211","2018-07-09","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","  133",",,C",,,"  255",",,C","  155",",,C",,,"  205",",,C"
"CA006074211","2018-07-10","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  229",",,C","  115",",,C",,,"  172",",,C"
"CA006074211","2018-07-11","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  267",",,C","  101",",,C",,,"  184",",,C"
"CA006074211","2018-07-12","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  267",",,C","  115",",,C",,,"  191",",,C"
"CA006074211","2018-07-13","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  216",",,C","  186",",,C",,,"  201",",,C"
"CA006074211","2018-07-14","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  308",",,C","  169",",,C",,,"  239",",,C"
"CA006074211","2018-07-15","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  317",",,C","  158",",,C",,,"  238",",,C"
"CA006074211","2018-07-16","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   57",",,C",,,"  256",",,C","  168",",,C",,,"  212",",,C"
"CA006074211","2018-07-17","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  195",",,C","   87",",,C",,,"  141",",,C"
"CA006074211","2018-07-18","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    2",",,C",,,"  228",",,C","   68",",,C",,,"  148",",,C"
"CA006074211","2018-07-19","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  293",",,C","  125",",,C",,,"  209",",,C"
"CA006074211","2018-07-20","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  268",",,C","  154",",,C",,,"  211",",,C"
"CA006074211","2018-07-21","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  285",",,C","  185",",,C",,,"  235",",,C"
"CA006074211","2018-07-22","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  282",",,C","  184",",,C",,,"  233",",,C"
"CA006074211","2018-07-23","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","  240",",,C",,,"  233",",,C","  192",",,C",,,"  212",",,C"
"CA006074211","2018-07-24","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","  239",",,C",,,"  240",",,C","  182",",,C",,,"  211",",,C"
"CA006074211","2018-07-25","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  273",",,C","  161",",,C",,,"  217",",,C"
"CA006074211","2018-07-26","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   19",",,C",,,"  225",",,C","  133",",,C",,,"  179",",,C"
"CA006074211","2018-07-27","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   30",",,C",,,"  207",",,C","  120",",,C",,,"  164",",,C"
"CA006074211","2018-07-28","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   20",",,C",,,"  202",",,C","  117",",,C",,,"  160",",,C"
"CA006074211","2018-07-29","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   12",",,C",,,"  240",",,C","  127",",,C",,,"  183",",,C"
"CA006074211","2018-07-30","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  267",",,C","  127",",,C",,,"  197",",,C"
"CA006074211","2018-07-31","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  284",",,C","  140",",,C",,,"  212",",,C"
"CA006074211","2018-08-01","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","    0",",,C",,,"  251",",,C","  143",",,C",,,"  197",",,C"
"CA006074211","2018-08-02","48.15","-80.0","324.0","KIRKLAND LAKE CS, ON CA","   66",",,C",,,"  201",",,C","  129",",,C",,,"  165",",,C"
