"USC00267953","2018-06-23","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-06-24","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-06-25","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  189",",,7","    0",",,7",,,,,"  217",",,7,0800",,,,,,,,
"USC00267953","2018-06-26","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  167",",,7","    4",",,7",,,,,"  200",",,7,0800",,,,,,,,
"USC00267953","2018-06-27","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  183",",,7"," 1426",",X,7",,,,,"  211",",,7,0800",,,,,,,,
"USC00267953","2018-06-28","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-06-29","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-06-30","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-01","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-02","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  183",",,7",,,,,,,"  217",",,7,0800",,,,,,,,
"USC00267953","2018-07-03","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  172",",,7",,,,,,,"  172",",,7,0800",,,,,,,,
"USC00267953","2018-07-04","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-05","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  167",",,7",,,,,,,"  189",",,7,0800",,,,,,,,
"USC00267953","2018-07-06","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-07","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-08","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00267953","2018-07-09","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  183",",,7",,,,,,,"  211",",,7,0800",,,,,,,,
"USC00267953","2018-07-10","39.9508","-119.5986","1188.7","SUTCLIFFE, NV US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  172",",,7","   22",",,7",,,,,"  206",",,7,0800",,,,,,,,
