"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX51","SX51_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00405956","2018-08-09","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","   13",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  228",",,7",,,,,,,"  239",",,7,0600",,,,,"  239",",,7","  267",",,7",,,"  306",",,7","  317",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-10","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  206",",,7",,,,,,,"  211",",,7,0600",,,,,"  228",",,7","  267",",,7",,,"  306",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-11","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  206",",,7",,,,,,,"  211",",,7,0600",,,,,"  228",",,7","  256",",,7",,,"  350",",,7","  333",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-12","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  211",",,7",,,,,,,"  228",",,7,0600",,,,,"  233",",,7","  250",",,7",,,"  361",",,7","  344",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-13","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  217",",,7",,,,,,,"  222",",,7,0600",,,,,"  250",",,7","  278",",,7",,,"  356",",,7","  344",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-14","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  217",",,7",,,,,,,"  222",",,7,0600",,,,,"  250",",,7","  267",",,7",,,"  361",",,7","  350",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-15","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  222",",,7",,,,,,,"  250",",,7,0600",,,,,"  250",",,7","  267",",,7",,,"  333",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-16","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  250",",,7",,,,,,,"  250",",,7,0600",,,,,"  244",",,7","  289",",,7",,,"  344",",,7","  333",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-17","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  211",",,7",,,,,,,"  211",",,7,0600",,,,,"  244",",,7","  289",",,7",,,"  311",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-18","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  211",",,7",,,,,,,"  217",",,7,0600",,,,,"  239",",,7","  289",",,7",,,"  328",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-19","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  217",",,7",,,,,,,"  239",",,7,0600",,,,,"  233",",,7","  289",",,7",,,"  339",",,7","  333",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-20","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","   36",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  217",",,7",,,,,,,"  217",",,7,0600",,,,,"  233",",,7","  267",",,7",,,"  350",",,7","  339",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-21","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  277",",,7,0600","    0",",,7","    0",",,7,0600","  300",",,7","  211",",,7",,,,,,,"  211",",,7,0600",,,,,"  222",",,7","  261",",,7",,,"  289",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-22","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  289",",,7","  178",",,7",,,,,,,"  183",",,7,0600",,,,,"  211",",,7","  256",",,7",,,"  272",",,7","  283",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-23","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  294",",,7","  172",",,7",,,,,,,"  172",",,7,0600",,,,,"  189",",,7","  233",",,7",,,"  289",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-24","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  283",",,7","  172",",,7",,,,,,,"  178",",,7,0600",,,,,"  183",",,7","  222",",,7",,,"  306",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-25","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  289",",,7","  178",",,7",,,,,,,"  222",",,7,0600",,,,,"  200",",,7","  244",",,7",,,"  311",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-26","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  217",",,7",,,,,,,"  233",",,7,0600",,,,,"  217",",,7","  244",",,7",,,"  344",",,7","  328",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-27","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  233",",,7",,,,,,,"  239",",,7,0600",,,,,"  239",",,7","  267",",,7",,,"  344",",,7","  328",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-28","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  239",",,7",,,,,,,"  244",",,7,0600",,,,,"  250",",,7","  283",",,7",,,"  344",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-29","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  239",",,7",,,,,,,"  239",",,7,0600",,,,,"  244",",,7","  272",",,7",,,"  344",",,7","  328",",,7",,,,,,,,,,,,,,
"USC00405956","2018-08-30","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  439",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  211",",,7",,,,,,,"  217",",,7,0600",,,,,"  233",",,7","  267",",,7",,,"  333",",,7","  322",",,7",,,,,"    1",",,7",,,,,,,,
"USC00405956","2018-08-31","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  371",",,7,0600","    0","T,,7","    0",",,7,0600","  328",",,7","  206",",,7",,,,,,,"  206",",,7,0600",,,,,"  222",",,7","  256",",,7",,,"  317",",,7","  311",",,7",,,,,,,,,"    1",",,7",,,,
"USC00405956","2018-09-01","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  206",",,7",,,,,,,"  211",",,7,0600",,,,,"  217",",,7","  256",",,7",,,"  306",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-02","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  211",",,7",,,,,,,"  217",",,7,0600",,,,,"  211",",,7","  256",",,7",,,"  306",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-03","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  344",",,7","  217",",,7",,,,,,,"  222",",,7,0600",,,,,"  217",",,7","  250",",,7",,,"  339",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-04","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  211",",,7",,,,,,,"  217",",,7,0600",,,,,"  228",",,7","  261",",,7",,,"  322",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-05","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  350",",,7","  211",",,7",,,,,,,"  228",",,7,0600",,,,,"  233",",,7","  256",",,7",,,"  350",",,7","  333",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-06","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  228",",,7",,,,,,,"  239",",,7,0600",,,,,"  233",",,7","  261",",,7",,,"  317",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-07","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  124",",,7,0600","    0",",,7","    0",",,7,0600","  311",",,7","  222",",,7",,,,,,,"  228",",,7,0600",,,,,"  233",",,7","  256",",,7",,,"  317",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-08","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","   20",",,7,0600","    0",",,7","    0",",,7,0600","  322",",,7","  228",",,7",,,,,,,"  233",",,7,0600",,,,,"  239",",,7","  267",",,7",,,"  311",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-09","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  914",",,7,0600","    0",",,7","    0",",,7,0600","  317",",,7","  194",",,7",,,,,,,"  194",",,7,0600",,,,,"  222",",,7","  261",",,7",,,"  294",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-10","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","  175",",,7,0600","    0",",,7","    0",",,7,0600","  206",",,7","  167",",,7",,,,,,,"  167",",,7,0600",,,,,"  194",",,7","  239",",,7",,,"  228",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-11","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  217",",,7","  150",",,7",,,,,,,"  161",",,7,0600",,,,,"  172",",,7","  222",",,7",,,"  211",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-12","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0","T,,7,0600","    0",",,7","    0",",,7,0600","  233",",,7","  161",",,7",,,,,,,"  183",",,7,0600",,,,,"  167",",,7","  217",",,7",,,"  239",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-13","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    3",",,7,0600","    0",",,7","    0",",,7,0600","  261",",,7","  183",",,7",,,,,,,"  194",",,7,0600",,,,,"  189",",,7","  222",",,7",,,"  244",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-14","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  194",",,7",,,,,,,"  217",",,7,0600",,,,,"  194",",,7","  233",",,7",,,"  267",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-15","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  333",",,7","  217",",,7",,,,,,,"  222",",,7,0600",,,,,"  211",",,7","  233",",,7",,,"  322",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-16","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  211",",,7",,,,,,,"  217",",,7,0600",,,,,"  211",",,7","  233",",,7",,,"  322",",,7","  300",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-17","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  328",",,7","  206",",,7",,,,,,,"  206",",,7,0600",,,,,"  217",",,7","  244",",,7",,,"  333",",,7","  328",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-18","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  339",",,7","  200",",,7",,,,,,,"  200",",,7,0600",,,,,"  222",",,7","  261",",,7",,,"  333",",,7","  317",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-19","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  200",",,7",,,,,,,"  228",",,7,0600",,,,,"  217",",,7","  244",",,7",,,"  344",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-20","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  367",",,7","  211",",,7",,,,,,,"  222",",,7,0600",,,"    0",",,7","  239",",,7","  250",",,7",,,"  344",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-21","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","    0",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  211",",,7",,,,,,,"  244",",,7,0600",,,,,"  233",",,7","  272",",,7",,,"  328",",,7","  317",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-22","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","   89",",,7,0600","    0",",,7","    0",",,7,0600","  356",",,7","  217",",,7",,,,,,,"  217",",,7,0600",,,,,"  222",",,7","  250",",,7",,,"  339",",,7","  322",",,7",,,,,,,,,,,,,,
"USC00405956","2018-09-23","35.1298","-89.8037","94.5","MEMPHIS WEATHER FORECAST OFFICE, TN US","   43",",,7,0600","    0",",,7","    0",",,7,0600","  217",",,7","  189",",,7",,,,,,,"  189",",,7,0600",,,"    0",",,7","  233",",,7","  239",",,7",,,"  233",",,7","  261",",,7",,,,,,,,,,,,,,
