"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013741","2018-07-17","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  328",",,W","  222",",,W",,,,,"   31",",,W",,,,,,,,,"  266","H,,S",,,,,"  240",",,W","  270",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-18","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  306",",,W","  194",",,W",,,,,"   26",",,W",,,,,,,,,"  259","H,,S",,,,,"  360",",,W","   50",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-19","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  300",",,W","  156",",,W",,,,,"   14",",,W",,,,,,,,,"  234","H,,S",,,,,"  140",",,W","  160",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-20","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  194",",,W",,,,,"   20",",,W",,,,,,,,,"  239","H,,S",,,,,"  130",",,W","  150",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-21","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   51",",,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  194",",,W",,,,,"   23",",,W",,,,,,,,,"  237","H,,S",,,,,"  260",",,W","  230",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-22","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  127",",,W,2400","    0",",,W","    0",",,W,2400","  261",",,W","  183",",,W",,,,,"   19",",,W",,,,,,,,,"  218","H,,S",,,,,"  140",",,W","  150",",,W",,,,,,,,,"  116",",,W","  157",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-23","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  226",",,W,2400","    0",",,W","    0",",,W,2400","  272",",,W","  183",",,W",,,,,"   17",",,W",,,,,,,,,"  218","H,,S",,,,,"  150",",,W","  160",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-24","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  119",",,W,2400","    0",",,W","    0",",,W,2400","  256",",,W","  217",",,W",,,,,"   15",",,W",,,,,,,,,"  229","H,,S",,,,,"  100",",,W","  110",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-25","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  231",",,W,2400","    0",",,W","    0",",,W,2400","  272",",,W","  206",",,W",,,,,"   13",",,W",,,,,,,,,"  227","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-26","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  194",",,W",,,,,"   17",",,W",,,,,,,,,"  244","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-27","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  322",",,W","  200",",,W",,,,,"   19",",,W",,,,,,,,,"  257","H,,S",,,,,"  290",",,W","  240",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-28","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  300",",,W","  189",",,W",,,,,"   26",",,W",,,,,,,,,"  250","H,,S",,,,,"  310",",,W","  340",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-29","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  183",",,W",,,,,"   26",",,W",,,,,,,,,"  232","H,,S",,,,,"  130",",,W","  140",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-30","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   79",",,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  206",",,W",,,,,"   28",",,W",,,,,,,,,"  242","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-07-31","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   28",",,W,2400","    0",",,W","    0",",,W,2400","  261",",,W","  200",",,W",,,,,"   18",",,W",,,,,,,,,"  220","H,,S",,,,,"  140",",,W","  120",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-01","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   53",",,W,2400","    0",",,W","    0",",,W,2400","  294",",,W","  211",",,W",,,,,"   25",",,W",,,,,,,,,"  239","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   89",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-02","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  142",",,W,2400","    0",",,W","    0",",,W,2400","  278",",,W","  211",",,W",,,,,"   27",",,W",,,,,,,,,"  232","H,,S",,,,,"  200",",,W","  160",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-03","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   84",",,W,2400","    0",",,W","    0",",,W,2400","  261",",,W","  206",",,W",,,,,"   22",",,W",,,,,,,,,"  218","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-04","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  189",",,W",,,,,"   10",",,W",,,,,,,,,"  241","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-05","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  322",",,W","  200",",,W",,,,,"   13",",,W",,,,,,,,,"  261","H,,S",,,,,"  260",",,W","  230",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-06","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   56",",,W,2400","    0",",,W","    0",",,W,2400","  322",",,W","  200",",,W",,,,,"   15",",,W",,,,,,,,,"  256","H,,S",,,,,"   80",",,W","  100",",,W",,,,,,,,,"   98",",,W","  139",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-07","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   23",",,W,2400","    0",",,W","    0",",,W,2400","  328",",,W","  211",",,W",,,,,"   26",",,W",,,,,,,,,"  254","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"  112",",,W","  148",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-08","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   18",",,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  217",",,W",,,,,"   34",",,W",,,,,,,,,"  253","H,,S",,,,,"  250",",,W","  300",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-09","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  217",",,W",,,,,"   39",",,W",,,,,,,,,"  261","H,,S",,,,,"  310",",,W","  290",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-10","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  183",",,W",,,,,"   14",",,W",,,,,,,,,"  252","H,,S",,,,,"  120",",,W","  130",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-11","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   18",",,W,2400","    0",",,W","    0",",,W,2400","  311",",,W","  211",",,W",,,,,"   19",",,W",,,,,,,,,"  257","H,,S",,,,,"   30",",,W","   20",",,W",,,,,,,,,"  130",",,W","  165",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-12","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  206",",,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  194",",,W",,,,,"   17",",,W",,,,,,,,,"  233","H,,S",,,,,"  320",",,W","  280",",,W",,,,,,,,,"   81",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-13","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  294",",,W","  183",",,W",,,,,"   18",",,W",,,,,,,,,"  228","H,,S",,,,,"   80",",,W","   70",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-14","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  294",",,W","  167",",,W",,,,,"   21",",,W",,,,,,,,,"  222","H,,S",,,,,"  270",",,W","  290",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-15","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  306",",,W","  172",",,W",,,,,"   13",",,W",,,,,,,,,"  237","H,,S",,,,,"  270",",,W","  260",",,W",,,,,,,,,"   36",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-16","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  328",",,W","  194",",,W",,,,,"   12",",,W",,,,,,,,,"  254","H,,S",,,,,"  140",",,W","  110",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-17","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  339",",,W","  217",",,W",,,,,"   24",",,W",,,,,,,,,"  271","H,,S",,,,,"  190",",,W","  180",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-18","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  221",",,W,2400","    0",",,W","    0",",,W,2400","  261",",,W","  206",",,W",,,,,"   17",",,W",,,,,,,,,"  246","H,,S",,,,,"  260",",,W","  270",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-19","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  300",",,W","  206",",,W",,,,,"   24",",,W",,,,,,,,,"  243","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,,,"   67",",,W","   76",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-20","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   10",",,W,2400","    0",",,W","    0",",,W,2400","  244",",,W","  211",",,W",,,,,"   18",",,W",,,,,,,,,"  231","H,,S",,,,,"  120",",,W","  120",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-21","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","  429",",,W,2400","    0",",,W","    0",",,W,2400","  283",",,W","  217",",,W",,,,,"   21",",,W",,,,,,,,,"  239","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,,,"   81",",,W","  134",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-22","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W,2400","  278",",,W","  189",",,W",,,,,"   37",",,W",,,,,,,,,"  235","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-23","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  267",",,W","  139",",,W",,,,,"   19",",,W",,,,,,,,,"  208","H,,S",,,,,"   30",",,W","   60",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-24","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  256",",,W","  122",",,W",,,,,"   13",",,W",,,,,,,,,"  193","H,,S",,,,,"  120",",,W","  110",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-25","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  278",",,W","  133",",,W",,,,,"   14",",,W",,,,,,,,,"  202","H,,S",,,,,"  130",",,W","   20",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-26","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   10",",,W,2400","    0",",,W","    0",",,W,2400","  306",",,W","  167",",,W",,,,,"   13",",,W",,,,,,,,,"  229","H,,S",,,,,"  260",",,W","  270",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-27","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  317",",,W","  206",",,W",,,,,"   22",",,W",,,,,,,,,"  259","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-28","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  339",",,W","  206",",,W",,,,,"   14",",,W",,,,,,,,,"  264","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-29","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W,2400","  344",",,W","  211",",,W",,,,,"   20",",,W",,,,,,,,,"  269","H,,S",,,,,"  170",",,W","  180",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013741","2018-08-30","37.3169","-79.9741","358.1","ROANOKE INTERNATIONAL AIRPORT, VA US","   43",",,W,2400","    0",",,W","    0",",,W,2400","  333",",,W","  211",",,W",,,,,"   27",",,W",,,,,,,,,"  268","H,,S",,,,,"  270",",,W","  260",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
