"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"ASN00003032","2018-05-24","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  336",",,a","  143",",,a",,,,,,
"ASN00003032","2018-05-25","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  319",",,a","  122",",,a",,,,,,
"ASN00003032","2018-05-26","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  325",",,a","  153",",,a",,,,,,
"ASN00003032","2018-05-27","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  344",",,a","  169",",,a",,,,,,
"ASN00003032","2018-05-28","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  345",",,a","  169",",,a",,,,,,
"ASN00003032","2018-05-29","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  350",",,a","  144",",,a",,,,,,
"ASN00003032","2018-05-30","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  353",",,a","  198",",,a",,,,,,
"ASN00003032","2018-05-31","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  335",",,a","  177",",,a",,,,,,
"ASN00003032","2018-06-01","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a",,,"  152",",,a",,,,,,
"ASN00003032","2018-06-02","-17.3706","123.6611","6.2","DERBY AERO, AS",,,"  321",",,a","  155",",,a",,,,,,
"ASN00003032","2018-06-03","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  320",",,a","  135",",,a",,,,,,
"ASN00003032","2018-06-04","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  312",",,a","  150",",,a",,,,,,
"ASN00003032","2018-06-05","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  309",",,a","  130",",,a",,,,,,
"ASN00003032","2018-06-06","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  304",",,a","  119",",,a",,,,,,
"ASN00003032","2018-06-07","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  311",",,a","  137",",,a",,,,,,
"ASN00003032","2018-06-08","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  310",",,a","  134",",,a",,,,,,
"ASN00003032","2018-06-09","-17.3706","123.6611","6.2","DERBY AERO, AS",,,"  322",",,a","  155",",,a",,,,,,
"ASN00003032","2018-06-10","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  352",",,a","  162",",,a",,,,,,
"ASN00003032","2018-06-11","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  351",",,a","  172",",,a",,,,,,
"ASN00003032","2018-06-12","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  346",",,a","  170",",,a",,,,,,
"ASN00003032","2018-06-13","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  304",",,a","  157",",,a",,,,,,
"ASN00003032","2018-06-14","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  304",",,a","  108",",,a",,,,,,
"ASN00003032","2018-06-15","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  331",",,a","  133",",,a",,,,,,
"ASN00003032","2018-06-16","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  335",",,a","  197",",,a",,,,,,
"ASN00003032","2018-06-17","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  324",",,a","  186",",,a",,,,,,
"ASN00003032","2018-06-18","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a",,,"  142",",,a",,,,,,
"ASN00003032","2018-06-30","-17.3706","123.6611","6.2","DERBY AERO, AS",,,"  312",",,a","  121",",,a",,,,,,
"ASN00003032","2018-07-01","-17.3706","123.6611","6.2","DERBY AERO, AS","    0",",,a","  336",",,a","  121",",,a",,,,,,
