"USC00106152","2018-05-18","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","  175",",,7,1700","    0",",,7,1700","    0",",,7,1700","  172",",,7","   94",",,7",,,,,,,,,"   25",",,7,1700",,,,,,,,,"  133",",,7","  222",",,7","  156",",,7,1700","   37",",,7","    0",",,7",,,,,,,"  161",",,7",,,,,,,"  183",",,7",,,,,,,,
"USC00106152","2018-05-19","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  217",",,7","   72",",,7",,,,,,,,,"   38",",,7,1700",,,,,,,,,"  111",",,7","  278",",,7","  194",",,7,1700","   69",",,7","    0",",,7",,,,,,,"  156",",,7",,,,,,,"  200",",,7",,,,,,,,
"USC00106152","2018-05-20","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  222",",,7","   72",",,7",,,,,,,,,"   64",",,7,1700",,,,,,,,,"  150",",,7","  278",",,7","  178",",,7,1700","   53",",,7","    0",",,7",,,,,,,"  167",",,7",,,,,,,"  211",",,7",,,,,,,,
"USC00106152","2018-05-21","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","   94",",,7,1700","    0",",,7,1700","    0",",,7,1700","  222",",,7","  117",",,7",,,,,,,,,"   56",",,7,1700",,,,,,,,,"  156",",,7","  272",",,7","  200",",,7,1700","   55",",,7","    0",",,7",,,,,,,"  178",",,7",,,,,,,"  217",",,7",,,,,,,,
"USC00106152","2018-05-22","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  267",",,7","   78",",,7",,,,,,,,,"   46",",,7,1700",,,,,,,,,"  139",",,7","  317",",,7","  228",",,7,1700","   39",",,7","    0",",,7",,,,,,,"  178",",,7",,,,,,,"  222",",,7",,,,,,,,
"USC00106152","2018-05-23","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    3",",,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","  100",",,7",,,,,,,,,"   38",",,7,1700",,,,,,,,,"  144",",,7","  306",",,7","  217",",,7,1700","   48",",,7","    0",",,7",,,,,,,"  183",",,7",,,,,,,"  222",",,7",,,,,,,,
"USC00106152","2018-05-24","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","   15",",,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","  100",",,7",,,,,,,,,"   43",",,7,1700",,,,,,,,,"  150",",,7","  283",",,7","  222",",,7,1700","   48",",,7","    0",",,7",,,,,,,"  178",",,7",,,,,,,"  211",",,7",,,,,,,,
"USC00106152","2018-05-25","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  250",",,7","  106",",,7",,,,,,,,,"   51",",,7,1700",,,,,,,,,"  156",",,7","  306",",,7","  228",",,7,1700","   53",",,7","    0",",,7",,,,,,,"  178",",,7",,,,,,,"  217",",,7",,,,,,,,
"USC00106152","2018-05-26","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","   53",",,7,1700","    0",",,7,1700","    0",",,7,1700","  228",",,7","   83",",,7",,,,,,,,,"   53",",,7,1700",,,,,,,,,"  139",",,7","  294",",,7","  167",",,7,1700","   71",",,7","    0",",,7",,,,,,,"  183",",,7",,,,,,,"  217",",,7",,,,,,,,
"USC00106152","2018-05-27","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  217",",,7","   39",",,7",,,,,,,,,"   48",",,7,1700",,,,,,,,,"  111",",,7","  278",",,7","  194",",,7,1700","   53",",,7","    0",",,7",,,,,,,"  161",",,7",,,,,,,"  206",",,7",,,,,,,,
"USC00106152","2018-05-28","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  244",",,7","   50",",,7",,,,,,,,,"   66",",,7,1700",,,,,,,,,"  128",",,7","  294",",,7","  222",",,7,1700","   55",",,7","    0",",,7",,,,,,,"  167",",,7",,,,,,,"  211",",,7",,,,,,,,
"USC00106152","2018-05-29","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  222",",,7","   61",",,7",,,,,,,,,"   56",",,7,1700",,,,,,,,,"  128",",,7","  272",",,7","  172",",,7,1700","   58",",,7","    0",",,7",,,,,,,"  172",",,7",,,,,,,"  206",",,7",,,,,,,,
"USC00106152","2018-05-30","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  189",",,7","   33",",,7",,,,,,,,,"   51",",,7,1700",,,,,,,,,"  111",",,7","  261",",,7","  156",",,7,1700","   66",",,7","    0",",,7",,,,,,,"  167",",,7",,,,,,,"  206",",,7",,,,,,,,
"USC00106152","2018-05-31","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  156",",,7","   39",",,7",,,,,,,,,"   38",",,7,1700",,,,,,,,,"  117",",,7","  256",",,7","  117",",,7,1700","   56",",,7","    0",",,7",,,,,,,"  161",",,7",,,,,,,"  200",",,7",,,,,,,,
"USC00106152","2018-06-01","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    5",",,7,1700","    0",",,7,1700","    0",",,7,1700","  178",",,7","   56",",,7",,,,,,,,,"   43",",,7,1700",,,,,,,,,"  100",",,7","  244",",,7","  144",",,7,1700","   90",",,7","    0",",,7",,,,,,,"  156",",,7",,,,,,,"  183",",,7",,,,,,,,
"USC00106152","2018-06-02","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  222",",,7","   39",",,7",,,,,,,,,"   51",",,7,1700",,,,,,,,,"  106",",,7","  272",",,7","  206",",,7,1700","   34",",,7","    0",",,7",,,,,,,"  144",",,7",,,,,,,"  189",",,7",,,,,,,,
"USC00106152","2018-06-03","46.728","-116.9557","810.8","MOSCOW U OF I, ID US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  289",",,7","   89",",,7",,,,,,,,,"   66",",,7,1700",,,,,,,,,"  128",",,7","  322",",,7","  256",",,7,1700","   34",",,7","    0",",,7",,,,,,,"  156",",,7",,,,,,,"  200",",,7",,,,,,,,
