"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00024217","2018-07-16","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  283",",,W","  128",",,W","   16",",,W",,,,,,,,,"  290",",,W","  280",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-17","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  261",",,W","  122",",,W","   37",",,W",,,,,,,,,"  170",",,W","  180",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-18","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  217",",,W","  150",",,W","   56",",,W",,,,,,,,,"  150",",,W","  170",",,W","   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-19","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  194",",,W","  144",",,W","   47",",,W",,,,,,,,,"  150",",,W","  150",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-20","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  222",",,W","  117",",,W","   29",",,W",,,,,,,,,"  170",",,W","  180",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-21","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  233",",,W","  100",",,W","   14",",,W",,,,,,,,,"  140",",,W","  300",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-22","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  278",",,W","   89",",,W","   17",",,W",,,,,,,,,"  280",",,W","  290",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-23","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  289",",,W","  122",",,W","   15",",,W",,,,,,,,,"  180",",,W","  270",",,W","   40",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-24","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  283",",,W","  139",",,W","   25",",,W",,,,,,,,,"  160",",,W","  180",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-25","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  294",",,W","  150",",,W","   21",",,W",,,,,,,,,"  170",",,W","  230",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-26","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  278",",,W","  139",",,W","   21",",,W",,,,,,,,,"  180",",,W","  210",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-27","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  256",",,W","  150",",,W","   36",",,W",,,,,,,,,"  170",",,W","  170",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-28","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  261",",,W","  150",",,W","   34",",,W",,,,,,,,,"  170",",,W","  170",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-29","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  322",",,W","  139",",,W","   15",",,W",,,,,,,,,"  280",",,W","  280",",,W","   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-30","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  283",",,W","  167",",,W","   30",",,W",,,,,,,,,"  160",",,W","  160",",,W","   72",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-07-31","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  211",",,W","  150",",,W","   52",",,W",,,,,,,,,"  170",",,W","  170",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-01","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  206",",,W","  150",",,W","   42",",,W",,,,,,,,,"  160",",,W","  170",",,W","   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-02","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  200",",,W","  150",",,W","   40",",,W",,,,,,,,,"  170",",,W","  170",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-03","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0","T,,W,","    0",",,W","    0",",,W","  211",",,W","  144",",,W","   38",",,W",,,,,,,,,"  150",",,W","  180",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-04","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  250",",,W","  117",",,W","   23",",,W",,,,,,,,,"  180",",,W","  170",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-05","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  272",",,W","  139",",,W","   22",",,W",,,,,,,,,"  280",",,W","  170",",,W","   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-06","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  256",",,W","  150",",,W","   27",",,W",,,,,,,,,"  170",",,W","  160",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-07","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  306",",,W","  144",",,W","   20",",,W",,,,,,,,,"  170",",,W","  160",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-08","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  317",",,W","  139",",,W","   18",",,W",,,,,,,,,"  170",",,W","  170",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-09","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  311",",,W","  178",",,W","   28",",,W",,,,,,,,,"  170",",,W","  190",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-10","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  278",",,W","  139",",,W","   31",",,W",,,,,,,,,"  160",",,W","  160",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-11","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   18",",,W,","    0",",,W","    0",",,W","  206",",,W","  172",",,W","   43",",,W",,,,,,,,,"  140",",,W","  140",",,W","   89",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-12","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  228",",,W","  122",",,W","   30",",,W",,,,,,,,,"  160",",,W","  160",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-13","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  244",",,W","  106",",,W","   13",",,W",,,,,,,,,"  270",",,W","  290",",,W","   54",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-14","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  261",",,W","  117",",,W","   11",",,W",,,,,,,,,"  270",",,W","  280",",,W","   45",",,W","   58",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-15","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  278",",,W","  139",",,W","   21",",,W",,,,,,,,,"  180",",,W","  170",",,W","   45",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-16","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  206",",,W","  128",",,W","   44",",,W",,,,,,,,,"  170",",,W","  160",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-17","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  211",",,W","  128",",,W","   36",",,W",,,,,,,,,"  160",",,W","  190",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-18","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  228",",,W","  100",",,W","   10",",,W",,,,,,,,,"  280",",,W","  210",",,W","   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-19","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  228",",,W","  117",",,W","    8",",,W",,,,,,,,,"  270",",,W","  310",",,W","   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-20","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  306",",,W","  106",",,W","   21",",,W",,,,,,,,,"  270",",,W","  300",",,W","   63",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-21","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  294",",,W","  122",",,W","    8",",,W",,,,,,,,,"  220",",,W","  220",",,W","   31",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-22","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  261",",,W","  117",",,W","   19",",,W",,,,,,,,,"  170",",,W","  180",",,W","   89",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-23","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  194",",,W","  139",",,W","   42",",,W",,,,,,,,,"  160",",,W","  160",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-24","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  206",",,W","  111",",,W","   26",",,W",,,,,,,,,"  150",",,W","  160",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-25","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    8",",,W,","    0",",,W","    0",",,W","  161",",,W","  133",",,W","   34",",,W",,,,,,,,,"  160",",,W","  170",",,W","   63",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-26","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   36",",,W,","    0",",,W","    0",",,W","  172",",,W","  106",",,W","   28",",,W",,,,,,,,,"  170",",,W","  170",",,W","   58",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-27","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  244",",,W","  111",",,W","   21",",,W",,,,,,,,,"  280",",,W","  290",",,W","   45",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-28","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  250",",,W","   89",",,W","    7",",,W",,,,,,,,,"  210",",,W","  200",",,W","   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-29","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    8",",,W,","    0",",,W","    0",",,W","  206",",,W","  122",",,W","   35",",,W",,,,,,,,,"  160",",,W","  150",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-30","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  211",",,W","  133",",,W","   38",",,W",,,,,,,,,"  170",",,W","  160",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-08-31","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  189",",,W","  133",",,W","   47",",,W",,,,,,,,,"  160",",,W","  160",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-01","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  200",",,W","  117",",,W","   30",",,W",,,,,,,,,"  160",",,W","  170",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-02","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  222",",,W","  106",",,W","   30",",,W",,,,,,,,,"  170",",,W","  160",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-03","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  211",",,W","  100",",,W","   14",",,W",,,,,,,,,"  270",",,W","  200",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-04","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  233",",,W","   67",",,W","   13",",,W",,,,,,,,,"  280",",,W","  280",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-05","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  261",",,W","   78",",,W","   15",",,W",,,,,,,,,"  260",",,W","  280",",,W","   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-06","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0",",,W,","    0",",,W","    0",",,W","  256",",,W","   89",",,W","   22",",,W",,,,,,,,,"  180",",,W","  170",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-07","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   81",",,W,","    0",",,W","    0",",,W","  194",",,W","  139",",,W","   26",",,W",,,,,,,,,"  170",",,W","  170",",,W","   76",",,W","  107",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-08","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   10",",,W,","    0",",,W","    0",",,W","  189",",,W","  122",",,W","   20",",,W",,,,,,,,,"  160",",,W","  170",",,W","   58",",,W","   81",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-09","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","  135",",,W,","    0",",,W","    0",",,W","  183",",,W","  128",",,W","   17",",,W",,,,,,,,,"  120",",,W","  150",",,W","   54",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-10","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0","T,,W,","    0",",,W","    0",",,W","  194",",,W","  117",",,W","   26",",,W",,,,,,,,,"  170",",,W","  150",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-11","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   30",",,W,","    0",",,W","    0",",,W","  200",",,W","  122",",,W","   21",",,W",,,,,,,,,"  190",",,W","  160",",,W","   63",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-12","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","   13",",,W,","    0",",,W","    0",",,W","  178",",,W","  117",",,W","   14",",,W",,,,,,,,,"  160",",,W","  160",",,W","   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024217","2018-09-13","48.79389","-122.53722","45.4","BELLINGHAM INTERNATIONAL AIRPORT, WA US","    0","T,,W,","    0",",,W","    0",",,W","  189",",,W","  111",",,W","   34",",,W",,,,,,,,,"  170",",,W","  170",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
