"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00085973","2018-06-04","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   51",",,7,1600",,,,,"  339",",,7","  233",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-05","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  333",",,7","  239",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-06","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   28",",,7,1600",,,,,"  322",",,7","  228",",,7",,,,,"  233",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-07","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    5",",,7,1600",,,,,"  333",",,7","  217",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-08","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","  249",",,7,1600",,,,,"  339",",,7","  206",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-09","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   51",",,7,1600",,,,,"  333",",,7","  211",",,7",,,,,"  306",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-10","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   84",",,7,1600",,,,,"  333",",,7","  217",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-11","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   28",",,7,1600",,,,,"  317",",,7","  211",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-12","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  344",",,7","  211",",,7",,,,,"  333",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-13","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  350",",,7","  217",",,7",,,,,"  339",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-14","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   58",",,7,1600",,,,,"  350",",,7","  222",",,7",,,,,"  328",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-15","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   64",",,7,1600",,,,,"  350",",,7","  211",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-16","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   76",",,7,1600",,,,,"  339",",,7","  217",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-17","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","  150",",,7,1600",,,,,"  344",",,7","  222",",,7",,,,,"  333",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-18","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  350",",,7","  211",",,7",,,,,"  333",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-19","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  350",",,7","  228",",,7",,,,,"  339",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-20","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  350",",,7","  222",",,7",,,,,"  306",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-21","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  356",",,7","  217",",,7",,,,,"  339",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-22","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  350",",,7","  211",",,7",,,,,"  333",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-23","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  344",",,7","  222",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-24","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   56",",,7,1600",,,,,"  339",",,7","  211",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-25","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","    0",",,7,1600",,,,,"  339",",,7","  217",",,7",,,,,"  317",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00085973","2018-06-26","27.93779","-81.59928","38.1","MOUNTAIN LAKE, FL US","   53",",,7,1600",,,,,"  344",",,7","  222",",,7",,,,,"  339",",,7,1600",,,,,,,,,,,,,,,,,,
