"USC00455224","2017-07-17","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US",,,,,,,"  261",",,7","   83",",,7","    3",",,7",,,"    0",",,7",,,"  139",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-18","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  239",",,7","  100",",,7",,,,,,,,,"  156",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-19","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  267",",,7","  100",",,7",,,,,,,,,"  156",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-20","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    8",",,7,0900",,,,,"  250",",,7","  133",",,7",,,,,,,,,"  144",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-21","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","   15",",,7,0900",,,,,"  217",",,7","  106",",,7",,,,,,,,,"  161",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-24","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US",,,,,,,"  289",",,7","  106",",,7","    3",",,7",,,"    0",",,7",,,"  161",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-25","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  261",",,7","  111",",,7",,,,,,,,,"  167",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-26","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  283",",,7","  122",",,7",,,,,,,,,"  156",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-27","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  278",",,7","  128",",,7",,,,,,,,,"  139",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-28","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  211",",,7","  117",",,7",,,,,,,,,"  150",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-07-31","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US",,,,,,,"  267",",,7","  100",",,7","    3",",,7",,,"    0",",,7",,,"  161",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-08-01","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  272",",,7","  117",",,7",,,,,,,,,"  189",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-08-02","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  289",",,7","  139",",,7",,,,,,,,,"  228",",,7,0900",,,,,,,,,,,,,,,,,,
"USC00455224","2017-08-03","47.1358","-122.2558","176.5","MCMILLIN RESERVOIR, WA US","    0",",,7,0900",,,,,"  306",",,7","  161",",,7",,,,,,,,,"  228",",,7,0900",,,,,,,,,,,,,,,,,,
