"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00424508","2018-07-04","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  139",",,7",,,,,,,,,"  333",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-05","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  372",",,7","  150",",,7",,,,,,,,,"  367",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-06","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  367",",,7","  206",",,7",,,,,,,,,"  339",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-07","37.02872","-112.53606","1493.5","KANAB, UT US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  383",",,7","  194",",,7",,,,,,,,,"  361",",,7,1700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-08","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  378",",,7","  194",",,7",,,,,,,,,"  378",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-09","37.02872","-112.53606","1493.5","KANAB, UT US","    0","T,,7,1700","    0",",,7,1700","    0",",,7,1700","  378",",,7","  217",",,7",,,,,,,,,"  356",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-10","37.02872","-112.53606","1493.5","KANAB, UT US","   20",",,7,1700","    0",",,7,1700","    0",",,7,1700","  356",",,7","  156",",,7",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-11","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  350",",,7","  178",",,7",,,,,,,,,"  328",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-12","37.02872","-112.53606","1493.5","KANAB, UT US","   81",",,7,1700","    0",",,7,1700","    0",",,7,1700","  328",",,7","  183",",,7",,,,,,,,,"  189",",,7,1700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00424508","2018-07-13","37.02872","-112.53606","1493.5","KANAB, UT US","    0",",,7,1700","    0",",,7,1700","    0",",,7,1700","  339",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
