"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00474482","2018-06-27","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","  135",",,7,0730","    0",",,7,","    0",",,7,0730","  211",",,7","  172",",,7",,,,,,,,,"  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-06-28","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0","T,,7,0730","    0",",,7,","    0",",,7,0730","  267",",,7","  167",",,7",,,,,,,,,"  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-06-29","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  306",",,7","  200",",,7",,,,,,,,,"  206",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-06-30","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  350",",,7","  206",",,7",,,,,,,,,"  278",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-01","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","  183",",,7,0730","    0",",,7,","    0",",,7,0730","  344",",,7","  211",",,7",,,,,,,,,"  256",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-02","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","   76",",,7,0730","    0",",,7,","    0",",,7,0730","  322",",,7","  167",",,7",,,,,,,,,"  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-03","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  300",",,7","  161",",,7",,,,,,,,,"  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-04","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  322",",,7","  211",",,7",,,,,,,,,"  278",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-05","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0","T,,7,0730","    0",",,7,","    0",",,7,0730","  344",",,7","  222",",,7",,,,,,,,,"  250",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-06","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  306",",,7","  156",",,7",,,,,,,,,"  200",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-07","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  256",",,7","  111",",,7",,,,,,,,,"  222",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-08","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  283",",,7","  128",",,7",,,,,,,,,"  228",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-09","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  300",",,7","  128",",,7",,,,,,,,,"  239",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-10","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  317",",,7","  211",",,7",,,,,,,,,"  244",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-11","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  300",",,7","  161",",,7",,,,,,,,,"  222",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
"USC00474482","2018-07-12","43.08029","-88.89661","247.2","LAKE MILLS WWTP, WI US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  311",",,7","  172",",,7",,,,,,,,,"  211",",,7,0730",,,,,,,,,,,,,,,,,,,,,,
