"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00003195","2018-09-26","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  256",",,W","   28",",,W","   16",",,W",,,,,,,,,,,"  290",",,W","  290",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-27","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  278",",,W","  -16",",,W","   16",",,W",,,,,,,,,,,"  270",",,W","  270",",,W","   72",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-28","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  278",",,W","  -10",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-29","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  261",",,W","   22",",,W","   37",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  130",",,W","  165",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-09-30","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,"    0",",,W","  256",",,W","   22",",,W","   39",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-01","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  206",",,W","  106",",,W","   15",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-02","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","  203",",,W",,,,,"  161",",,W","  122",",,W","   23",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   94",",,W","  121",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-03","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  206",",,W","  106",",,W","   34",",,W",,,,,,,,,,,"  180",",,W","  230",",,W","   89",",,W","  121",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-04","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   18",",,W",,,,,"  183",",,W","   67",",,W","   46",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  112",",,W","  134",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-05","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  178",",,W","   33",",,W","   14",",,W",,,,,,,,,,,"  340",",,W","  350",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003195","2018-10-06","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","  142",",,W",,,,,"  144",",,W","   17",",,W","   36",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  139",",,W","  179",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-07","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    8",",,W",,,,,"   78",",,W","   22",",,W","   24",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-08","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    3",",,W",,,,,"   89",",,W","   28",",,W","   23",",,W",,,,,,,,,,,"  270",",,W","  260",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-09","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  139",",,W","  -16",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-10","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"  144",",,W","   39",",,W","   50",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-11","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","  107",",,W",,,,,"  128",",,W","   28",",,W","   24",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-12","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    3",",,W",,,,,"  144",",,W","   33",",,W","   38",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-13","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    3",",,W",,,,,"  156",",,W","   22",",,W","   19",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   89",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-14","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    3",",,W",,,,,"  133",",,W","    0",",,W","   30",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","  103",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-15","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   72",",,W","    6",",,W","   79",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","  143",",,W","  170",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    5",",,W",,,,,"   33",",,W","   -5",",,W","   65",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","  161",",,W","  219",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-10-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   83",",,W","   -5",",,W","   45",",,W",,,,,,,,,,,"   60",",,W","   90",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  128",",,W","  -32",",,W","   20",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  128",",,W","  -16",",,W","   65",",,W",,,,,,,,,,,"   60",",,W","   40",",,W","  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  167",",,W","   61",",,W","   48",",,W",,,,,,,,,,,"   50",",,W","   80",",,W","  103",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  189",",,W","   39",",,W","   34",",,W",,,,,,,,,,,"   70",",,W","   70",",,W","  107",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-22","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   43",",,W",,,,,"  144",",,W","   33",",,W","   22",",,W",,,,,,,,,,,"   40",",,W","   50",",,W","   76",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-23","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  150",",,W","   11",",,W","   26",",,W",,,,,,,,,,,"   40",",,W","   90",",,W","   67",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-24","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  167",",,W","    0",",,W","   10",",,W",,,,,,,,,,,"  330",",,W","  320",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-10-25","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  172",",,W","  -16",",,W","   17",",,W",,,,,,,,,,,"  340",",,W","  340",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-26","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  194",",,W","  -38",",,W","   12",",,W",,,,,,,,,,,"  280",",,W","  310",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-27","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  217",",,W","  -27",",,W","    9",",,W",,,,,,,,,,,"  240",",,W","  220",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-28","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  228",",,W","  -32",",,W","   15",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-29","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  194",",,W","  -10",",,W","   34",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-10-30","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   15",",,W",,,,,"  144",",,W","  -32",",,W","   15",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   63",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-10-31","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  111",",,W","  -49",",,W","   22",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-01","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  133",",,W","  -38",",,W","   13",",,W",,,,,,,,,,,"  340",",,W","   10",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-02","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  172",",,W","  -43",",,W","   14",",,W",,,,,,,,,,,"  270",",,W","  260",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-03","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  156",",,W","  -43",",,W","    8",",,W",,,,,,,,,,,"  350",",,W","  290",",,W","   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-04","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  144",",,W","  -49",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-05","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  167",",,W","  -21",",,W","   26",",,W",,,,,,,,,,,"  260",",,W","  270",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-06","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  167",",,W","  -49",",,W","   20",",,W",,,,,,,,,,,"  250",",,W","  240",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-07","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  172",",,W","  -77",",,W","   24",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-08","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   94",",,W","  -66",",,W","   37",",,W",,,,,,,,,,,"   40",",,W","   60",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-09","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   83",",,W","  -99",",,W","   51",",,W",,,,,,,,,,,"   60",",,W","   40",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-10","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  133",",,W","  -93",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-11","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   44",",,W"," -116",",,W","   22",",,W",,,,,,,,,,,"  330",",,W","  330",",,W","   76",",,W","  125",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-12","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   28",",,W"," -160",",,W","   38",",,W",,,,,,,,,,,"   60",",,W","   40",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-13","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   67",",,W"," -116",",,W","   39",",,W",,,,,,,,,,,"   50",",,W","   90",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-14","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  100",",,W","  -99",",,W","   27",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-15","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  128",",,W"," -105",",,W","   26",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  144",",,W","  -93",",,W","    9",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  133",",,W","  -93",",,W","   13",",,W",,,,,,,,,,,"  250",",,W","  230",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  111",",,W","  -99",",,W","   11",",,W",,,,,,,,,,,"  270",",,W","  260",",,W","   58",",,W","   81",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  139",",,W"," -138",",,W","   14",",,W",,,,,,,,,,,"   50",",,W","  230",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   89",",,W","  -99",",,W","   27",",,W",,,,,,,,,,,"   70",",,W","   80",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  144",",,W"," -105",",,W","   11",",,W",,,,,,,,,,,"   40",",,W","  220",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-22","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    5",",,W",,,,,"   78",",,W","  -60",",,W","   34",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","  103",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003195","2018-11-23","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  111",",,W","  -99",",,W","   20",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   94",",,W","  112",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-24","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  117",",,W","  -93",",,W","   27",",,W",,,,,,,,,,,"  240",",,W","  270",",,W","   89",",,W","  130",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-25","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   50",",,W","  -60",",,W","   46",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-26","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   94",",,W"," -105",",,W","   32",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-11-27","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  144",",,W"," -121",",,W","   12",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-28","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  128",",,W","  -66",",,W","   41",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","  107",",,W","  139",",,W",,,,,,,,,,,,,"    1",",,W",,,,
"USW00003195","2018-11-29","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   76",",,W",,,,,"  100",",,W","  -49",",,W","   56",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","  134",",,W","  179",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-11-30","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   30",",,W",,,,,"   28",",,W","   -5",",,W","   39",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   81",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003195","2018-12-01","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0","T,,W",,,,,"   44",",,W","  -55",",,W","   43",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-12-02","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   10",",,W",,,,,"   11",",,W"," -105",",,W","   29",",,W",,,,,,,,,,,"  250",",,W","  250",",,W","   81",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-12-03","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   22",",,W"," -132",",,W","   16",",,W",,,,,,,,,,,"  250",",,W","  270",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-04","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","   11",",,W"," -105",",,W","   44",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-05","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  100",",,W","  -43",",,W","   29",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-06","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    5",",,W",,,,,"   33",",,W","   -5",",,W","   16",",,W",,,,,,,,,,,"  210",",,W","  170",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-12-07","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","   13",",,W",,,,,"   61",",,W","  -43",",,W","   28",",,W",,,,,,,,,,,"   40",",,W","   80",",,W","   76",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003195","2018-12-08","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   94",",,W","  -66",",,W","    9",",,W",,,,,,,,,,,"  270",",,W","  310",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-09","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   94",",,W","  -99",",,W","   22",",,W",,,,,,,,,,,"   40",",,W","   60",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-10","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  100",",,W","  -16",",,W","   24",",,W",,,,,,,,,,,"   80",",,W","  100",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-11","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  122",",,W","  -55",",,W","   14",",,W",,,,,,,,,,,"  230",",,W","   40",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-12","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  106",",,W","  -77",",,W","   24",",,W",,,,,,,,,,,"  270",",,W","  250",",,W","   94",",,W","  152",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-13","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   83",",,W"," -110",",,W","   10",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-14","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   89",",,W","  -99",",,W","   16",",,W",,,,,,,,,,,"   70",",,W","   80",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-15","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  133",",,W","  -49",",,W","   13",",,W",,,,,,,,,,,"  170",",,W","  170",",,W","   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-16","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  139",",,W","  -66",",,W","   24",",,W",,,,,,,,,,,"   70",",,W","   80",",,W","   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-17","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   78",",,W","  -49",",,W","   16",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-18","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"   89",",,W","  -88",",,W","   10",",,W",,,,,,,,,,,"  270",",,W","  340",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-19","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W","    0",",,W","    0",",,W","  133",",,W","  -93",",,W","   20",",,W",,,,,,,,,,,"  360",",,W","  320",",,W","   58",",,W","   94",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-20","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  156",",,W","  -88",",,W","   15",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,
"USW00003195","2018-12-21","35.94611","-112.15472","2013.5","GRAND CANYON NATIONAL PARK AIRPORT, AZ US","    0",",,W",,,,,"  117",",,W","  -66",",,W","   23",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   98",",,W","  121",",,W",,,,,,,,,,,,,,,,,,
