"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SIE00114956","2018-03-04","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","  590",",,E","   11",",,E","  -31",",,E"
"SIE00114956","2018-03-05","45.6","14.9","467.0","KOCEVJE, SI","  124",",,E","  530",",,E","   11",",,E","  -26",",,E"
"SIE00114956","2018-03-06","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","  640",",,E","   61",",,E","  -30",",,E"
"SIE00114956","2018-03-07","45.6","14.9","467.0","KOCEVJE, SI","   69",",,E","  550",",,E","   88",",,E","   -4",",,E"
"SIE00114956","2018-03-08","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","  480",",,E","  110",",,E","    0",",,E"
"SIE00114956","2018-03-09","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","  400",",,E","  117",",,E","  -31",",,E"
"SIE00114956","2018-03-10","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","  330",",,E","  101",",,E","   -1",",,E"
"SIE00114956","2018-03-11","45.6","14.9","467.0","KOCEVJE, SI","   51",",,E","  220",",,E","  108",",,E","   23",",,E"
"SIE00114956","2018-03-12","45.6","14.9","467.0","KOCEVJE, SI","   53",",,E","  150",",,E","  105",",,E","   18",",,E"
"SIE00114956","2018-03-13","45.6","14.9","467.0","KOCEVJE, SI","   71",",,E","   90",",,E","  112",",,E","  -13",",,E"
"SIE00114956","2018-03-14","45.6","14.9","467.0","KOCEVJE, SI","    2",",,E","   60",",,E","  115",",,E","    9",",,E"
"SIE00114956","2018-03-15","45.6","14.9","467.0","KOCEVJE, SI","   64",",,E","   40",",,E","  116",",,E","  -15",",,E"
"SIE00114956","2018-03-16","45.6","14.9","467.0","KOCEVJE, SI","   88",",,E",,,"   92",",,E","   20",",,E"
"SIE00114956","2018-03-17","45.6","14.9","467.0","KOCEVJE, SI","  319",",,E",,,"   43",",,E","    8",",,E"
"SIE00114956","2018-03-18","45.6","14.9","467.0","KOCEVJE, SI","   37",",,E",,,"   25",",,E","  -20",",,E"
"SIE00114956","2018-03-19","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","   50",",,E","   -9",",,E","  -40",",,E"
"SIE00114956","2018-03-20","45.6","14.9","467.0","KOCEVJE, SI","    1",",,E","   20",",,E","    0",",,E","  -42",",,E"
"SIE00114956","2018-03-21","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E","    0",",,E","   21",",,E","  -25",",,E"
"SIE00114956","2018-03-22","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"   40",",,E","  -70",",,E"
"SIE00114956","2018-03-23","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"   45",",,E","  -55",",,E"
"SIE00114956","2018-03-24","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"   86",",,E","  -10",",,E"
"SIE00114956","2018-03-25","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"   85",",,E","  -29",",,E"
"SIE00114956","2018-03-26","45.6","14.9","467.0","KOCEVJE, SI","    2",",,E",,,"  110",",,E","  -44",",,E"
"SIE00114956","2018-03-27","45.6","14.9","467.0","KOCEVJE, SI","   18",",,E",,,"  103",",,E","    0",",,E"
"SIE00114956","2018-03-28","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"  146",",,E","   -5",",,E"
"SIE00114956","2018-03-29","45.6","14.9","467.0","KOCEVJE, SI","   17",",,E",,,"  120",",,E","   59",",,E"
"SIE00114956","2018-03-30","45.6","14.9","467.0","KOCEVJE, SI","   45",",,E",,,"  134",",,E","   80",",,E"
"SIE00114956","2018-03-31","45.6","14.9","467.0","KOCEVJE, SI","  114",",,E",,,"  121",",,E","   45",",,E"
"SIE00114956","2018-04-01","45.6","14.9","467.0","KOCEVJE, SI","   20",",,E",,,"  140",",,E","   26",",,E"
"SIE00114956","2018-04-02","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"  160",",,E","  -10",",,E"
"SIE00114956","2018-04-03","45.6","14.9","467.0","KOCEVJE, SI","    0",",,E",,,"  151",",,E","   65",",,E"
