"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0006J20S","2018-07-06","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  250",",,T","  100",",,T","  165",",,T","  133",",,T","    0",",,T"
"USS0006J20S","2018-07-07","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  261",",,T","  117",",,T","  179",",,T","  147",",,T","    0",",,T"
"USS0006J20S","2018-07-08","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  245",",,T","  124",",,T","  177",",,T","  129",",,T","    0",",,T"
"USS0006J20S","2018-07-09","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  260",",,T","  113",",,T","  185",",,T","  136",",,T","    0",",,T"
"USS0006J20S","2018-07-10","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  262",",,T","  123",",,T","  169",",,T","  125",",,T","    0",",,T"
"USS0006J20S","2018-07-11","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  259",",,T","  106",",,T","  164",",,T","  128",",,T","    0",",,T"
"USS0006J20S","2018-07-12","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  196",",,T","   88",",,T","  138",",,T","  113",",,T","    0",",,T"
"USS0006J20S","2018-07-13","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  240",",,T","   92",",,T","  159",",,T","  126",",,T","    0",",,T"
"USS0006J20S","2018-07-14","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  256",",,T","  109",",,T","  176",",,T","  136",",,T","    0",",,T"
"USS0006J20S","2018-07-15","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  175",",,T","  101",",,T","  135",",,T","  101",",,T","    0",",,T"
"USS0006J20S","2018-07-16","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","  241",",,T","   94",",,T","  154",",,T","  115",",,T","    0",",,T"
"USS0006J20S","2018-07-17","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  240",",,T",,,"  148",",,T","  128",",,T","    0",",,T"
"USS0006J20S","2018-07-18","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  239",",,T","  103",",,T","  169",",,T","  130",",,T","    0",",,T"
"USS0006J20S","2018-07-19","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  259",",,T","  110",",,T","  182",",,T","  137",",,T","    0",",,T"
"USS0006J20S","2018-07-20","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  265",",,T","  127",",,T","  187",",,T","  154",",,T","    0",",,T"
"USS0006J20S","2018-07-21","40.71","-106.01","2749.3","RAWAH, CO US","   51",",,T","    0",",,T","  255",",,T","  125",",,T","  163",",,T","  127",",,T","    0",",,T"
"USS0006J20S","2018-07-22","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","  237",",,T","  105",",,T","  155",",,T","  106",",,T","    0",",,T"
"USS0006J20S","2018-07-23","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","  210",",,T","   98",",,T","  152",",,T","  119",",,T","    0",",,T"
"USS0006J20S","2018-07-24","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  244",",,T","  104",",,T","  171",",,T","  133",",,T","    0",",,T"
"USS0006J20S","2018-07-25","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  230",",,T","   79",",,T","  160",",,T","  104",",,T","    0",",,T"
"USS0006J20S","2018-07-26","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  211",",,T","   76",",,T","  142",",,T","  118",",,T","    0",",,T"
"USS0006J20S","2018-07-27","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  232",",,T","   91",",,T","  143",",,T","  110",",,T","    0",",,T"
"USS0006J20S","2018-07-28","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  208",",,T","   98",",,T","  137",",,T","  100",",,T","    0",",,T"
"USS0006J20S","2018-07-29","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  234",",,T","   98",",,T","  146",",,T","  100",",,T","    0",",,T"
"USS0006J20S","2018-07-30","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  201",",,T","   56",",,T","  123",",,T","   89",",,T","    0",",,T"
"USS0006J20S","2018-07-31","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  234",",,T","   63",",,T","  148",",,T","  117",",,T","    0",",,T"
"USS0006J20S","2018-08-01","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  205",",,T","   95",",,T","  143",",,T","   96",",,T","    0",",,T"
"USS0006J20S","2018-08-02","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  240",",,T","   91",",,T","  162",",,T","  144",",,T","    0",",,T"
"USS0006J20S","2018-08-03","40.71","-106.01","2749.3","RAWAH, CO US","   51",",,T","    0",",,T","  169",",,T","   92",",,T","  117",",,T","   97",",,T","    0",",,T"
"USS0006J20S","2018-08-04","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","  225",",,T","   89",",,T","  148",",,T","  123",",,T","    0",",,T"
"USS0006J20S","2018-08-05","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  218",",,T","   87",",,T","  144",",,T","   91",",,T","    0",",,T"
"USS0006J20S","2018-08-06","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  217",",,T","   87",",,T","  147",",,T","   95",",,T","    0",",,T"
"USS0006J20S","2018-08-07","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  230",",,T","   81",",,T","  150",",,T","  119",",,T","    0",",,T"
"USS0006J20S","2018-08-08","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  230",",,T","   89",",,T","  151",",,T","  113",",,T","    0",",,T"
"USS0006J20S","2018-08-09","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  232",",,T","   91",",,T","  160",",,T","  117",",,T","    0",",,T"
"USS0006J20S","2018-08-10","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  245",",,T","   98",",,T","  162",",,T","  106",",,T","    0",",,T"
"USS0006J20S","2018-08-11","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  263",",,T","   86",",,T","  171",",,T","  124",",,T","    0",",,T"
"USS0006J20S","2018-08-12","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  263",",,T","  109",",,T","  177",",,T","  132",",,T","    0",",,T"
"USS0006J20S","2018-08-13","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  246",",,T","  112",",,T","  167",",,T","  112",",,T","    0",",,T"
"USS0006J20S","2018-08-14","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  232",",,T","   98",",,T","  154",",,T","  123",",,T","    0",",,T"
"USS0006J20S","2018-08-15","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  244",",,T","   94",",,T","  162",",,T","  123",",,T","    0",",,T"
"USS0006J20S","2018-08-16","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  251",",,T","  104",",,T","  164",",,T","  120",",,T","    0",",,T"
"USS0006J20S","2018-08-17","40.71","-106.01","2749.3","RAWAH, CO US","    0",",,T","    0",",,T","  230",",,T","  106",",,T","  156",",,T","  119",",,T","    0",",,T"
"USS0006J20S","2018-08-18","40.71","-106.01","2749.3","RAWAH, CO US","   51",",,T","    0",",,T","  159",",,T","   50",",,T","  106",",,T","   50",",,T","    0",",,T"
"USS0006J20S","2018-08-19","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","   98",",,T","   43",",,T","   66",",,T","   43",",,T","    0",",,T"
"USS0006J20S","2018-08-20","40.71","-106.01","2749.3","RAWAH, CO US","   25",",,T","    0",",,T","  215",",,T","   30",",,T","  120",",,T","   95",",,T","    0",",,T"
"USS0006J20S","2018-08-21","40.71","-106.01","2749.3","RAWAH, CO US","  102",",,T","    0",",,T","  149",",,T","   73",",,T","   97",",,T","   73",",,T","    0",",,T"
"USS0006J20S","2018-08-22","40.71","-106.01","2749.3","RAWAH, CO US","   51",",,T","    0",",,T","  185",",,T","   63",",,T","  108",",,T","   78",",,T","    0",",,T"
