"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00094889","2018-07-06","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  261",",,W","  139",",,W","   51",",,W",,," 1502",",,W",,,,,"   10",",,W","  340",",,W","   81",",,W","  116",",,W",,,,,,,,,,
"USW00094889","2018-07-07","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  267",",,W","   44",",,W","   19",",,W",,," 1204",",,W",,,,,"   90",",,W","  130",",,W","   63",",,W","   76",",,W",,,,,,,,,,
"USW00094889","2018-07-08","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  294",",,W","   67",",,W","   11",",,W",,," 1527",",,W",,,,,"  130",",,W","  130",",,W","   40",",,W","   58",",,W",,,,,,,,,,
"USW00094889","2018-07-09","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  322",",,W","   89",",,W","   30",",,W",,," 1803",",,W",,,,,"  220",",,W","  210",",,W","   72",",,W","   98",",,W",,,,,,,,,,
"USW00094889","2018-07-10","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  311",",,W","  122",",,W","   25",",,W",,," 1659",",,W",,,,,"  320",",,W","  320",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00094889","2018-07-11","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  289",",,W","   89",",,W","   19",",,W",,," 1441",",,W",,,,,"  350",",,W","  330",",,W","   63",",,W","  103",",,W",,,,,,,,,,
"USW00094889","2018-07-12","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  294",",,W","   89",",,W","   16",",,W",,," 1744",",,W",,,,,"  110",",,W","  110",",,W","   63",",,W","   85",",,W",,,,,,,,,,
"USW00094889","2018-07-13","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  328",",,W","  128",",,W","   17",",,W",,," 1324",",,W",,,,,"  160",",,W","  140",",,W","   54",",,W","   72",",,W",,,,,,,,,,
"USW00094889","2018-07-14","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  306",",,W","  167",",,W","   15",",,W",,," 1418",",,W",,,,,"  320",",,W","  280",",,W","   45",",,W","   63",",,W",,,,,,,,,,
"USW00094889","2018-07-15","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","   23",",,W",,,"  339",",,W","  183",",,W","    9",",,W",,," 2050",",,W",,,,,"   90",",,W","  100",",,W","   58",",,W","   67",",,W",,,,,,,,,,
"USW00094889","2018-07-16","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","   41",",,W",,,"  328",",,W","  183",",,W","   22",",,W",,," 1733",",,W",,,,,"   10",",,W","  320",",,W","   76",",,W","  103",",,W",,,,,,,,,,
"USW00094889","2018-07-17","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  283",",,W","  161",",,W","   34",",,W",,," 1451",",,W",,,,,"  330",",,W","  290",",,W","   89",",,W","  116",",,W",,,,,,,,,,
"USW00094889","2018-07-18","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  278",",,W","   94",",,W","   16",",,W",,," 1748",",,W",,,,,"  130",",,W","  290",",,W","   63",",,W","  103",",,W",,,,,,,,,,
"USW00094889","2018-07-19","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    0",",,W",,,"  283",",,W","   89",",,W","   25",",,W",,," 1603",",,W",,,,,"   90",",,W","   90",",,W","   67",",,W","   89",",,W",,,,,,,,,,
"USW00094889","2018-07-20","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","   18",",,W",,,"  267",",,W","  128",",,W","   34",",,W",,," 1523",",,W",,,,,"  120",",,W","  130",",,W","   94",",,W","  116",",,W",,,,,,,,,,
"USW00094889","2018-07-21","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","   10",",,W",,,"  244",",,W","  183",",,W","   30",",,W",,," 1658",",,W",,,,,"   90",",,W","   80",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00094889","2018-07-22","42.22278","-83.74444","255.7","ANN ARBOR MUNICIPAL AIRPORT, MI US","    3",",,W",,,"  233",",,W","  172",",,W","   34",",,W",,," 1446",",,W",,,,,"  330",",,W","  350",",,W","   81",",,W","  107",",,W",,,,,,,,,,
