"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00071032","2018-06-02","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   16",",,a","   16",",,a","  -30",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-03","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   40",",,a","   31",",,a","  -13",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-04","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   12",",,a","   27",",,a","    1",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-05","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    8",",,a","   17",",,a","  -43",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-06","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   34",",,a","  -24",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-07","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    4",",,a","   34",",,a","    1",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-08","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   42",",,a","    6",",,a","    0",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-09","-36.4917","148.2859","1957.0","THREDBO AWS, AS","  164",",,a","   22",",,a","   -4",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-10","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    2",",,a","   16",",,a","  -35",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-11","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   26",",,a","  -46",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-12","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   36",",,a","    8",",,a","  -26",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-13","-36.4917","148.2859","1957.0","THREDBO AWS, AS","  186",",,a","  -12",",,a","  -14",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-14","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   52",",,a","   -9",",,a","  -40",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-15","-36.4917","148.2859","1957.0","THREDBO AWS, AS","  112",",,a","  -25",",,a","  -39",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-16","-36.4917","148.2859","1957.0","THREDBO AWS, AS","  128",",,a","  -45",",,a","  -59",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-17","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   20",",,a","  -22",",,a","  -58",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-18","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   32",",,a","  -15",",,a","  -53",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-19","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   12",",,a","  -10",",,a","  -38",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-20","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","  -25",",,a","  -69",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-21","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","    2",",,a","  -59",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-22","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","    4",",,a","  -69",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-23","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","    4",",,a","  -35",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-24","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","    3",",,a","  -39",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-25","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   37",",,a","  -53",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-26","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   26",",,a","  -57",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-27","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   16",",,a","  -59",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-28","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   10",",,a","    7",",,a","  -29",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-29","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   12",",,a","   20",",,a","  -34",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-06-30","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   12",",,a","  -18",",,a","  -45",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-01","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   30",",,a","  -14",",,a","  -66",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-02","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","    8",",,a","  -81",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-03","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   60",",,a","  -69",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-04","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   65",",,a","    0",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-05","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   44",",,a","   15",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-06","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   80",",,a","   22",",,a","    7",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-07","-36.4917","148.2859","1957.0","THREDBO AWS, AS","  210",",,a","  -31",",,a","  -50",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-08","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   56",",,a","  -15",",,a","  -49",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-09","-36.4917","148.2859","1957.0","THREDBO AWS, AS","   14",",,a","   -4",",,a","  -48",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-10","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    2",",,a","    8",",,a","  -56",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-11","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   12",",,a","  -44",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-12","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","  -21",",,a","  -90",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-13","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   -2",",,a","  -65",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-14","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   12",",,a","  -62",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-15","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   11",",,a","  -60",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-16","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    0",",,a","   -5",",,a","  -56",",,a",,,,,,,,,,,,,,
"ASN00071032","2018-07-17","-36.4917","148.2859","1957.0","THREDBO AWS, AS","    2",",,a","    4",",,a","  -45",",,a",,,,,,,,,,,,,,
