"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00355392","2018-11-28","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   10",",,7,0600",,,,,"   89",",,7","   33",",,7",,,"   67",",,7,0600"
"USC00355392","2018-11-29","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   36",",,7,0600",,,,,"  106",",,7","   44",",,7",,,"   50",",,7,0600"
"USC00355392","2018-11-30","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"   83",",,7","   39",",,7",,,"   56",",,7,0600"
"USC00355392","2018-12-01","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   48",",,7,0600",,,,,"  111",",,7","   28",",,7",,,"   33",",,7,0600"
"USC00355392","2018-12-02","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   61",",,7","   11",",,7",,,"   44",",,7,0600"
"USC00355392","2018-12-03","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   61",",,7","    6",",,7",,,"   28",",,7,0600"
"USC00355392","2018-12-04","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   44",",,7","   11",",,7",,,"   33",",,7,0600"
"USC00355392","2018-12-05","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   44",",,7","   -6",",,7",,,"    0",",,7,0600"
"USC00355392","2018-12-06","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   11",",,7","  -39",",,7",,,"  -33",",,7,0600"
"USC00355392","2018-12-07","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"    6",",,7","  -33",",,7",,,"   -6",",,7,0600"
"USC00355392","2018-12-08","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   11",",,7","  -11",",,7",,,"   -6",",,7,0600"
"USC00355392","2018-12-09","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   11",",,7","  -22",",,7",,,"  -11",",,7,0600"
"USC00355392","2018-12-10","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   11",",,7","  -28",",,7",,,"   -6",",,7,0600"
"USC00355392","2018-12-11","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"   44",",,7","  -17",",,7",,,"   -6",",,7,0600"
"USC00355392","2018-12-12","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   36",",,7,0600",,,,,"   89",",,7","   -6",",,7",,,"   56",",,7,0600"
"USC00355392","2018-12-13","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  100",",,7","   39",",,7",,,"   50",",,7,0600"
"USC00355392","2018-12-14","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  106",",,7","   44",",,7",,,"   78",",,7,0600"
"USC00355392","2018-12-15","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  122",",,7","   22",",,7",,,"   50",",,7,0600"
"USC00355392","2018-12-16","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  100",",,7","   39",",,7",,,"   56",",,7,0600"
"USC00355392","2018-12-17","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   41",",,7,0600",,,,,"  100",",,7","   44",",,7",,,"   50",",,7,0600"
"USC00355392","2018-12-18","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"   89",",,7","   22",",,7",,,"   78",",,7,0600"
"USC00355392","2018-12-19","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   23",",,7,0600",,,,,"  139",",,7","   50",",,7",,,"   50",",,7,0600"
"USC00355392","2018-12-20","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   89",",,7","   39",",,7",,,"   39",",,7,0600"
"USC00355392","2018-12-21","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  100",",,7","   28",",,7",,,"   39",",,7,0600"
"USC00355392","2018-12-22","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   72",",,7","    6",",,7",,,"   11",",,7,0600"
"USC00355392","2018-12-23","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"   67",",,7","    0",",,7",,,"    6",",,7,0600"
"USC00355392","2018-12-24","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   64",",,7,0600",,,,,"   67",",,7","    6",",,7",,,"   39",",,7,0600"
"USC00355392","2018-12-25","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0","T,,7,0600",,,,,"   44",",,7","   28",",,7",,,"   28",",,7,0600"
"USC00355392","2018-12-26","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   44",",,7","   28",",,7",,,"   33",",,7,0600"
"USC00355392","2018-12-27","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   15",",,7,0600",,,,,"   44",",,7","   17",",,7",,,"   28",",,7,0600"
"USC00355392","2018-12-28","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"   39",",,7","    6",",,7",,,"   11",",,7,0600"
"USC00355392","2018-12-29","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   56",",,7,0600",,,,,"   83",",,7","   11",",,7",,,"   78",",,7,0600"
"USC00355392","2018-12-30","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"  133",",,7","   56",",,7",,,"   67",",,7,0600"
"USC00355392","2018-12-31","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  100",",,7","   17",",,7",,,"   22",",,7,0600"
"USC00355392","2019-01-01","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   33",",,7","  -33",",,7",,,"  -22",",,7,0600"
"USC00355392","2019-01-02","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   39",",,7","  -28",",,7",,,"  -17",",,7,0600"
"USC00355392","2019-01-03","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","  -39",",,7",,,"   11",",,7,0600"
"USC00355392","2019-01-04","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   10",",,7,0600",,,,,"   50",",,7","   11",",,7",,,"   17",",,7,0600"
"USC00355392","2019-01-05","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   94",",,7","   17",",,7",,,"   22",",,7,0600"
"USC00355392","2019-01-06","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  117",",,7","   -6",",,7",,,"   44",",,7,0600"
"USC00355392","2019-01-07","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   89",",,7","   17",",,7",,,"   44",",,7,0600"
"USC00355392","2019-01-08","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   89",",,7","   17",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-09","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   20",",,7,0600",,,,,"   89",",,7","   11",",,7",,,"   11",",,7,0600"
"USC00355392","2019-01-10","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   38",",,7,0600",,,,,"   89",",,7","    6",",,7",,,"   17",",,7,0600"
"USC00355392","2019-01-11","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   78",",,7","  -11",",,7",,,"    6",",,7,0600"
"USC00355392","2019-01-12","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   39",",,7","    6",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-13","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   33",",,7","   17",",,7",,,"   22",",,7,0600"
"USC00355392","2019-01-14","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   28",",,7","   11",",,7",,,"   11",",,7,0600"
"USC00355392","2019-01-15","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   17",",,7","    0",",,7",,,"    0",",,7,0600"
"USC00355392","2019-01-16","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"    6",",,7","   -6",",,7",,,"    0",",,7,0600"
"USC00355392","2019-01-17","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   51",",,7,0600",,,,,"   28",",,7","   -6",",,7",,,"   17",",,7,0600"
"USC00355392","2019-01-18","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   33",",,7,0600",,,,,"   50",",,7","   11",",,7",,,"   11",",,7,0600"
"USC00355392","2019-01-19","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   36",",,7,0600",,,,,"   83",",,7","   11",",,7",,,"   44",",,7,0600"
"USC00355392","2019-01-20","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"   78",",,7","   33",",,7",,,"   56",",,7,0600"
"USC00355392","2019-01-21","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","  127",",,7,0600",,,,,"   56",",,7","   28",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-22","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"   94",",,7","   -6",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-23","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   76",",,7,0600",,,,,"  100",",,7","   22",",,7",,,"   94",",,7,0600"
"USC00355392","2019-01-24","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  128",",,7","   28",",,7",,,"   39",",,7,0600"
"USC00355392","2019-01-25","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  117",",,7","   22",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-26","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   61",",,7","    0",",,7",,,"   17",",,7,0600"
"USC00355392","2019-01-27","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   39",",,7","    0",",,7",,,"   28",",,7,0600"
"USC00355392","2019-01-28","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   56",",,7","   11",",,7",,,"   17",",,7,0600"
"USC00355392","2019-01-29","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   39",",,7","    6",",,7",,,"    6",",,7,0600"
"USC00355392","2019-01-30","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   33",",,7","    6",",,7",,,"   17",",,7,0600"
"USC00355392","2019-02-01","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","    0",",,7",,,"    0",",,7,0600"
"USC00355392","2019-02-02","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   13",",,7,0600",,,,,"   44",",,7","    0",",,7",,,"    0",",,7,0600"
"USC00355392","2019-02-03","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   13",",,7,0600",,,,,"  106",",,7","    0",",,7",,,"   22",",,7,0600"
"USC00355392","2019-02-04","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   13",",,7,0600",,,,,"   72",",,7","    6",",,7",,,"    6",",,7,0600"
"USC00355392","2019-02-05","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   38",",,7,0600",,,,,"   11",",,7","  -44",",,7",,,"  -44",",,7,0600"
"USC00355392","2019-02-06","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   10",",,7,0600",,,,,"  -28",",,7","  -94",",,7",,,"  -94",",,7,0600"
"USC00355392","2019-02-07","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -39",",,7"," -139",",,7",,," -117",",,7,0600"
"USC00355392","2019-02-08","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -72",",,7"," -133",",,7",,," -106",",,7,0600"
"USC00355392","2019-02-09","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   51",",,7,0600",,,,,"  -28",",,7"," -106",",,7",,,"  -28",",,7,0600"
"USC00355392","2019-02-10","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  -11",",,7","  -67",",,7",,,"  -67",",,7,0600"
"USC00355392","2019-02-11","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"   28",",,7","  -72",",,7",,,"  -44",",,7,0600"
"USC00355392","2019-02-12","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"  -33",",,7","  -50",",,7",,,"  -50",",,7,0600"
"USC00355392","2019-02-13","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   36",",,7,0600",,,,,"   39",",,7","  -56",",,7",,,"    6",",,7,0600"
"USC00355392","2019-02-14","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   10",",,7,0600",,,,,"    6",",,7","  -22",",,7",,,"  -11",",,7,0600"
"USC00355392","2019-02-15","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"    6",",,7","  -22",",,7",,,"  -22",",,7,0600"
"USC00355392","2019-02-16","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","  -33",",,7",,,"  -11",",,7,0600"
"USC00355392","2019-02-17","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   30",",,7,0600",,,,,"   17",",,7","  -17",",,7",,,"    0",",,7,0600"
"USC00355392","2019-02-18","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","  -22",",,7",,,"  -22",",,7,0600"
"USC00355392","2019-02-19","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","  -39",",,7",,,"  -39",",,7,0600"
"USC00355392","2019-02-20","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"   22",",,7","  -44",",,7",,,"  -17",",,7,0600"
"USC00355392","2019-02-21","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"    6",",,7","  -22",",,7",,,"  -17",",,7,0600"
"USC00355392","2019-02-22","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"    0",",,7","  -56",",,7",,,"  -56",",,7,0600"
"USC00355392","2019-02-23","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   33",",,7","  -56",",,7",,,"    0",",,7,0600"
"USC00355392","2019-02-24","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   50",",,7","  -11",",,7",,,"   -6",",,7,0600"
"USC00355392","2019-02-25","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   46",",,7,0600",,,,,"    0",",,7","  -22",",,7",,,"  -17",",,7,0600"
"USC00355392","2019-02-26","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  -17",",,7","  -61",",,7",,,"  -61",",,7,0600"
"USC00355392","2019-02-27","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  -22",",,7","  -61",",,7",,,"  -61",",,7,0600"
"USC00355392","2019-02-28","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"  -11",",,7","  -61",",,7",,,"  -61",",,7,0600"
"USC00355392","2019-03-01","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -22",",,7","  -83",",,7",,,"  -72",",,7,0600"
"USC00355392","2019-03-02","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  -17",",,7","  -72",",,7",,,"  -33",",,7,0600"
"USC00355392","2019-03-03","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -11",",,7","  -72",",,7",,,"  -50",",,7,0600"
"USC00355392","2019-03-04","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -33",",,7","  -72",",,7",,,"  -61",",,7,0600"
"USC00355392","2019-03-05","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  -33",",,7"," -128",",,7",,," -128",",,7,0600"
"USC00355392","2019-03-06","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  -33",",,7"," -133",",,7",,,"  -67",",,7,0600"
"USC00355392","2019-03-07","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   20",",,7,0600","   25",",,7,0600","   76",",,7,0600","   -6",",,7","  -67",",,7",,,"  -39",",,7,0600"
"USC00355392","2019-03-08","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600","   67",",,7","  -39",",,7",,,"  -11",",,7,0600"
"USC00355392","2019-03-09","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600","    0",",,7,0600","   25",",,7,0600","   33",",,7","  -22",",,7",,,"   -6",",,7,0600"
"USC00355392","2019-03-10","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   22",",,7","  -17",",,7",,,"    0",",,7,0600"
"USC00355392","2019-03-11","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   28",",,7","  -39",",,7",,,"  -39",",,7,0600"
"USC00355392","2019-03-12","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   39",",,7","  -56",",,7",,,"   -6",",,7,0600"
"USC00355392","2019-03-13","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"   78",",,7","  -11",",,7",,,"    6",",,7,0600"
"USC00355392","2019-03-14","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  106",",,7","    0",",,7",,,"    6",",,7,0600"
"USC00355392","2019-03-15","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  106",",,7","   -6",",,7",,,"    6",",,7,0600"
"USC00355392","2019-03-16","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   72",",,7","   -6",",,7",,,"    0",",,7,0600"
"USC00355392","2019-03-17","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   72",",,7","  -11",",,7",,,"   11",",,7,0600"
"USC00355392","2019-03-18","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   89",",,7","    6",",,7",,,"    6",",,7,0600"
"USC00355392","2019-03-19","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"   94",",,7","  -11",",,7",,,"   17",",,7,0600"
"USC00355392","2019-03-20","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  117",",,7","    0",",,7",,,"   22",",,7,0600"
"USC00355392","2019-03-21","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  122",",,7","   11",",,7",,,"   33",",,7,0600"
"USC00355392","2019-03-22","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  194",",,7","   28",",,7",,,"   61",",,7,0600"
"USC00355392","2019-03-23","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  206",",,7","   50",",,7",,,"   94",",,7,0600"
"USC00355392","2019-03-24","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"  161",",,7","   67",",,7",,,"   72",",,7,0600"
"USC00355392","2019-03-25","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   46",",,7,0600",,,,,"  128",",,7","   56",",,7",,,"   67",",,7,0600"
"USC00355392","2019-03-26","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  150",",,7","   50",",,7",,,"   78",",,7,0600"
"USC00355392","2019-03-27","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  150",",,7","   56",",,7",,,"   56",",,7,0600"
"USC00355392","2019-03-28","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"  106",",,7","   44",",,7",,,"   44",",,7,0600"
"USC00355392","2019-03-29","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  139",",,7","   39",",,7",,,"   39",",,7,0600"
"USC00355392","2019-03-30","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  139",",,7","   33",",,7",,,"   50",",,7,0600"
"USC00355392","2019-03-31","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  167",",,7","   39",",,7",,,"   44",",,7,0600"
"USC00355392","2019-04-01","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  194",",,7","   33",",,7",,,"   67",",,7,0600"
"USC00355392","2019-04-02","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  183",",,7","   61",",,7",,,"   89",",,7,0600"
"USC00355392","2019-04-03","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  189",",,7","   83",",,7",,,"  117",",,7,0600"
"USC00355392","2019-04-04","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  189",",,7","   72",",,7",,,"   78",",,7,0600"
"USC00355392","2019-04-05","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  167",",,7","   72",",,7",,,"  100",",,7,0600"
"USC00355392","2019-04-06","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   84",",,7,0600",,,,,"  178",",,7","   56",",,7",,,"   56",",,7,0600"
"USC00355392","2019-04-07","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   25",",,7,0600",,,,,"  150",",,7","   56",",,7",,,"   89",",,7,0600"
"USC00355392","2019-04-08","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   51",",,7,0600",,,,,"  156",",,7","   78",",,7",,,"   83",",,7,0600"
"USC00355392","2019-04-09","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   91",",,7,0600",,,,,"  111",",,7","   78",",,7",,,"   89",",,7,0600"
"USC00355392","2019-04-10","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  144",",,7","   67",",,7",,,"   72",",,7,0600"
"USC00355392","2019-04-11","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  128",",,7","   61",",,7",,,"   94",",,7,0600"
"USC00355392","2019-04-12","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"  150",",,7","   78",",,7",,,"   83",",,7,0600"
"USC00355392","2019-04-13","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    3",",,7,0600",,,,,"  172",",,7","   78",",,7",,,"   83",",,7,0600"
"USC00355392","2019-04-14","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  133",",,7","   61",",,7",,,"   61",",,7,0600"
"USC00355392","2019-04-15","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  117",",,7","   56",",,7",,,"   56",",,7,0600"
"USC00355392","2019-04-16","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   20",",,7,0600",,,,,"  150",",,7","   44",",,7",,,"   89",",,7,0600"
"USC00355392","2019-04-17","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  167",",,7","   83",",,7",,,"  106",",,7,0600"
"USC00355392","2019-04-18","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  200",",,7","   83",",,7",,,"   83",",,7,0600"
"USC00355392","2019-04-19","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  250",",,7","   78",",,7",,,"  111",",,7,0600"
"USC00355392","2019-04-20","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","   33",",,7,0600",,,,,"  261",",,7","  100",",,7",,,"  111",",,7,0600"
"USC00355392","2019-04-21","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    8",",,7,0600",,,,,"  200",",,7","   78",",,7",,,"   78",",,7,0600"
"USC00355392","2019-04-22","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  222",",,7","   72",",,7",,,"   83",",,7,0600"
"USC00355392","2019-04-23","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    5",",,7,0600",,,,,"  222",",,7","   72",",,7",,,"  133",",,7,0600"
"USC00355392","2019-04-24","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  228",",,7","  100",",,7",,,"  100",",,7,0600"
"USC00355392","2019-04-25","45.9306","-119.2955","110.0","MCNARY DAM NUMBER 2, OR US","    0",",,7,0600",,,,,"  183",",,7","   67",",,7",,,"  106",",,7,0600"
