"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX32","SX32_ATTRIBUTES"
"USC00345590","2018-06-02","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  322",",,7","  167",",,7",,,,,,,"  233",",,7","  289",",,7"
"USC00345590","2018-06-03","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  300",",,7","  139",",,7",,,,,,,"  200",",,7","  322",",,7"
"USC00345590","2018-06-04","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  289",",,7","  144",",,7",,,,,,,"  217",",,7","  311",",,7"
"USC00345590","2018-06-05","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  322",",,7","  178",",,7",,,,,,,"  228",",,7","  339",",,7"
"USC00345590","2018-06-06","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  339",",,7","  217",",,7",,,,,,,"  250",",,7","  350",",,7"
"USC00345590","2018-06-07","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","  495",",,7,2400",,,,,"  261",",,7","  183",",,7",,,,,,,"  233",",,7","  294",",,7"
"USC00345590","2018-06-08","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  306",",,7","  189",",,7",,,,,,,"  217",",,7","  278",",,7"
"USC00345590","2018-06-09","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  339",",,7","  228",",,7",,,,,,,"  228",",,7","  289",",,7"
"USC00345590","2018-06-10","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  228",",,7",,,,,,,"  228",",,7","  300",",,7"
"USC00345590","2018-06-11","36.11667","-97.60667","310.9","MARSHALL 3 SSE MESONET, OK US","    0",",,7,2400",,,,,"  344",",,7","  239",",,7",,,,,,,"  239",",,7","  339",",,7"
