"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00075039","2018-06-14","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  173",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-15","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  166",",,a","   87",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-16","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  156",",,a","   64",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-17","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","   32",",,a","  110",",,a","   37",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-18","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","   22",",,a","  130",",,a","   52",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-19","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  145",",,a","   21",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-20","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  169",",,a","   41",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-21","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  186",",,a","   47",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-22","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  185",",,a","   35",",,a",,,,,,,,,,,,,,
"ASN00075039","2018-06-23","-33.2833","146.3707","169.0","LAKE CARGELLIGO AIRPORT, AS","    0",",,a","  176",",,a","   36",",,a",,,,,,,,,,,,,,
