"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00367931","2018-07-26","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  396",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  194",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-07-27","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-07-28","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   18",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  183",",,7",,,,,"  189",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-07-29","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  144",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-07-30","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  150",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-07-31","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   33",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  161",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-01","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   71",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  189",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-02","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   94",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-03","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    5",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  206",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-04","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   25",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  206",",,7",,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-05","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  189",",,7",,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-06","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,"  206",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-07","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-08","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   94",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  200",",,7",,,,,"  206",",,7,0700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-09","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-10","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  178",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-11","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  130",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  178",",,7",,,,,"  194",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-12","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    5",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  183",",,7",,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-13","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   71",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  178",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-14","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   94",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-15","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0","T,,7,0700","    0",",,7","    0",",,7","  256",",,7","  178",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-16","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  178",",,7",,,,,"  189",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-17","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    8",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-18","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   48",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-19","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   43",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-20","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   15",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  178",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-21","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-22","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  137",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  200",",,7",,,,,"  200",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-23","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   10",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  144",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-24","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  117",",,7",,,,,"  122",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-25","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-26","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  122",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-27","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  172",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-28","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  200",",,7",,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-29","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  200",",,7",,,,,"  211",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-30","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  211",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-08-31","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0","T,,7,0700","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-01","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   64",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-02","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  228",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-03","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-04","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  200",",,7",,,,,"  206",",,7,0700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-05","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  206",",,7",,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-06","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  217",",,7",,,,,"  217",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-07","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   58",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  206",",,7",,,,,"  206",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-08","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  178",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-09","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  112",",,7,0700","    0",",,7","    0",",,7","  194",",,7","  111",",,7",,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-10","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  490",",,7,0700","    0",",,7","    0",",,7","  139",",,7","  106",",,7",,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-11","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  249",",,7,0700","    0",",,7","    0",",,7","  172",",,7","  106",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-12","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   51",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  161",",,7",,,,,"  178",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-13","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   30",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  161",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-14","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-15","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-16","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  167",",,7",,,,,"  167",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-17","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  167",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-18","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  279",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  172",",,7",,,,,"  211",",,7,0700",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-19","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  167",",,7",,,,,"  167",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-20","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  139",",,7",,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-21","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  133",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-22","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  183",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-23","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","  117",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-24","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  178",",,7","  117",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-25","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  201",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  133",",,7",,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-26","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  147",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  139",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-27","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  163",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  122",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-28","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  150",",,7,0700","    0",",,7","    0",",,7","  172",",,7","  111",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-29","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  106",",,7",,,,,"  106",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-09-30","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   72",",,7",,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-01","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   72",",,7",,,,,"  117",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-02","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  111",",,7",,,,,"  161",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-03","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  213",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  144",",,7",,,,,"  150",",,7,0700",,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-04","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","  133",",,7",,,,,"  133",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-05","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   25",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  106",",,7",,,,,"  106",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-06","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  178",",,7","  106",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-07","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  167",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-08","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    5",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  194",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-09","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-10","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  189",",,7",,,,,"  194",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-11","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0","T,,7,0700","    0",",,7","    0",",,7","  283",",,7","  183",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-12","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","  295",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  122",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-13","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   53",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   61",",,7",,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-14","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    3",",,7,0700","    0",",,7","    0",",,7","  139",",,7","   50",",,7",,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-15","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   10",",,7,0700","    0",",,7","    0",",,7","  117",",,7","   50",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-16","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","   20",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   61",",,7",,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00367931","2018-10-17","40.7831","-76.8617","128.0","SELINSGROVE 2 S, PA US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   17",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
