"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00298596","2018-09-05","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  311",",,7","  139",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","   82",",,7",,,,,,
"USC00298596","2018-09-06","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  295",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  150",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","  167",",,7",,,,,,
"USC00298596","2018-09-07","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  167",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","   31",",,7",,,,,,
"USC00298596","2018-09-08","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  102",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  144",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","   82",",,7",,,,,,
"USC00298596","2018-09-09","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  144",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","   51",",,7",,,,,,
"USC00298596","2018-09-10","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   64",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  133",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800","  100",",,7",,,,,,
"USC00298596","2018-09-11","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  144",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","   76",",,7",,,,,,
"USC00298596","2018-09-12","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  144",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  111",",,7",,,,,,
"USC00298596","2018-09-13","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  161",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,,,,,"  183",",,7,0800","  121",",,7",,,,,,
"USC00298596","2018-09-14","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  161",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  132",",,7",,,,,,
"USC00298596","2018-09-15","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  161",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  122",",,7",,,,,,
"USC00298596","2018-09-16","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"  206",",,7,0800","  129",",,7",,,,,,
"USC00298596","2018-09-17","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  150",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800","   77",",,7",,,,,,
"USC00298596","2018-09-18","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  161",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"  183",",,7,0800","   82",",,7",,,,,,
"USC00298596","2018-09-19","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  183",",,7",,,,,,,,,"   58",",,7,0800",,,,,,,,,,,,,"  200",",,7,0800","  113",",,7",,,,,,
"USC00298596","2018-09-20","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,,,,,"  183",",,7,0800","  132",",,7",,,,,,
"USC00298596","2018-09-21","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  249",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  150",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800","   61",",,7",,,,,,
"USC00298596","2018-09-22","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800","  200",",,7",,,,,,
"USC00298596","2018-09-23","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   89",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,,,,,"  122",",,7,0800","   42",",,7",,,,,,
"USC00298596","2018-09-24","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","   94",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,,,,,"  111",",,7,0800","   64",",,7",,,,,,
"USC00298596","2018-09-25","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  111",",,7",,,,,,,,,"   79",",,7,0800",,,,,,,,,,,,,"  128",",,7,0800","   79",",,7",,,,,,
"USC00298596","2018-09-26","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    8",",,7,0800","    0",",,7","    0",",,7","  306",",,7","   94",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,,,,,"  106",",,7,0800","  224",",,7",,,,,,
"USC00298596","2018-09-27","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   94",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"  117",",,7,0800","   92",",,7",,,,,,
"USC00298596","2018-09-28","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  267",",,7","  111",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,,,,,"  111",",,7,0800","  117",",,7",,,,,,
"USC00298596","2018-09-29","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  106",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,,,,,"  117",",,7,0800","  166",",,7",,,,,,
"USC00298596","2018-09-30","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  117",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800","  114",",,7",,,,,,
"USC00298596","2018-10-01","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  144",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800","  119",",,7",,,,,,
"USC00298596","2018-10-02","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800","  109",",,7",,,,,,
"USC00298596","2018-10-03","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  300",",,7","  167",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800","   90",",,7",,,,,,
"USC00298596","2018-10-04","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  139",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,,,,,"  139",",,7,0800","  164",",,7",,,,,,
"USC00298596","2018-10-05","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800","  158",",,7",,,,,,
"USC00298596","2018-10-06","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  117",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,,,,,"  122",",,7,0800","  227",",,7",,,,,,
"USC00298596","2018-10-07","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  183",",,7","  122",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800","  187",",,7",,,,,,
"USC00298596","2018-10-08","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  231",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  106",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,,,,,"  117",",,7,0800","  142",",,7",,,,,,
"USC00298596","2018-10-09","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    5",",,7,0800","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"   53",",,7,0800",,,,,,,,,,,,,"  111",",,7,0800","  130",",,7",,,,,,
"USC00298596","2018-10-10","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   15",",,7,0800","    0",",,7","    0",",,7","  156",",,7","   33",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,,,,,"   50",",,7,0800","  121",",,7",,,,,,
"USC00298596","2018-10-11","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  194",",,7","   50",",,7",,,,,,,,,"   30",",,7,0800",,,,,,,,,,,,,"   56",",,7,0800","   98",",,7",,,,,,
"USC00298596","2018-10-12","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    3",",,7,0800","    0",",,7","    0",",,7","  144",",,7","   50",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,,,,,"  128",",,7,0800","  114",",,7",,,,,,
"USC00298596","2018-10-13","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   10",",,7,0800","    0",",,7","    0",",,7","  239",",,7","  117",",,7",,,,,,,,,"   38",",,7,0800",,,,,,,,,,,,,"  128",",,7,0800","  116",",,7",,,,,,
"USC00298596","2018-10-14","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"   94",",,7,0800","  204",",,7",,,,,,
"USC00298596","2018-10-15","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   13",",,7,0800","    0",",,7","    0",",,7","  111",",,7","  -11",",,7",,,,,,,,,"   28",",,7,0800",,,,,,,,,,,,,"  -11",",,7,0800","  266",",,7",,,,,,
"USC00298596","2018-10-16","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -11",",,7",,,,,,,,,"   20",",,7,0800",,,,,,,,,,,,,"   50",",,7,0800","  103",",,7",,,,,,
"USC00298596","2018-10-17","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  122",",,7","   50",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,"   56",",,7,0800","  137",",,7",,,,,,
"USC00298596","2018-10-18","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   64",",,7,0800","    0",",,7","    0",",,7","  100",",,7","   56",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,,,,,"   61",",,7,0800","  127",",,7",,,,,,
"USC00298596","2018-10-19","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  122",",,7,0800","    0",",,7","    0",",,7","   94",",,7","   50",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   50",",,7,0800","   21",",,7",,,,,,
"USC00298596","2018-10-20","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","   50",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,,,,,"  100",",,7,0800","   61",",,7",,,,,,
"USC00298596","2018-10-21","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   61",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,,,,,"   78",",,7,0800","   79",",,7",,,,,,
"USC00298596","2018-10-22","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  200",",,7","   50",",,7",,,,,,,,,"   36",",,7,0800",,,,,,,,,,,,,"   56",",,7,0800","   80",",,7",,,,,,
"USC00298596","2018-10-23","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  222",",,7","   56",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   89",",,7,0800","   40",",,7",,,,,,
"USC00298596","2018-10-24","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","  305",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   72",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"   72",",,7,0800","  204",",,7",,,,,,
"USC00298596","2018-10-25","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   23",",,7,0800","    0",",,7","    0",",,7","  100",",,7","   61",",,7",,,,,,,,,"   23",",,7,0800",,,,,,,,,,,,,"   72",",,7,0800","   84",",,7",,,,,,
"USC00298596","2018-10-26","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   61",",,7",,,,,,,,,"   13",",,7,0800",,,,,,,,,,,,,"   67",",,7,0800","   47",",,7",,,,,,
"USC00298596","2018-10-27","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   50",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,,,,,"   78",",,7,0800","   34",",,7",,,,,,
"USC00298596","2018-10-28","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","   61",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,"   89",",,7,0800","   61",",,7",,,,,,
"USC00298596","2018-10-29","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","   56",",,7",,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,"   56",",,7,0800","   27",",,7",,,,,,
"USC00298596","2018-10-30","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","   56",",,7",,,,,,,,,"   69",",,7,0800",,,,,,,,,,,,,"  133",",,7,0800","  134",",,7",,,,,,
"USC00298596","2018-10-31","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7",,,,,,,,,,,,,"   41",",,7,0800",,,,,,,,,,,,,,,"  166",",,7",,,,,,
"USC00298596","2018-11-01","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   10",",,7,0800","    0",",,7","    0",",,7","   61",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800","  103",",,7",,,,,,
"USC00298596","2018-11-02","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800","   61",",,7",,,,,,
"USC00298596","2018-11-03","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800","  245",",,7",,,,,,
"USC00298596","2018-11-04","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  194",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800","  140",",,7",,,,,,
"USC00298596","2018-11-05","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  178",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0800","  146",",,7",,,,,,
"USC00298596","2018-11-06","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800","  164",",,7",,,,,,
"USC00298596","2018-11-07","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800","  146",",,7",,,,,,
"USC00298596","2018-11-08","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    5",",,7,0800","    0",",,7","    0",",,7","  144",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800","  138",",,7",,,,,,
"USC00298596","2018-11-09","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   15",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800","  200",",,7",,,,,,
"USC00298596","2018-11-10","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800","  105",",,7",,,,,,
"USC00298596","2018-11-11","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800","  164",",,7",,,,,,
"USC00298596","2018-11-12","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0800","  166",",,7",,,,,,
"USC00298596","2018-11-13","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   33",",,7,0800","   30",",,7","   25",",,7","   17",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0800","  148",",,7",,,,,,
"USC00298596","2018-11-14","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0","T,,7","   78",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800","   51",",,7",,,,,,
"USC00298596","2018-11-15","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0800","   32",",,7",,,,,,
"USC00298596","2018-11-16","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  194",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","   72",",,7",,,,,,
"USC00298596","2018-11-17","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800","   87",",,7",,,,,,
"USC00298596","2018-11-18","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0800","  196",",,7",,,,,,
"USC00298596","2018-11-19","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","   51",",,7",,,,,,
"USC00298596","2018-11-20","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  128",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0800","  100",",,7",,,,,,
"USC00298596","2018-11-21","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  128",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800","   58",",,7",,,,,,
"USC00298596","2018-11-22","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  161",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","   63",",,7",,,,,,
"USC00298596","2018-11-23","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0800","  179",",,7",,,,,,
"USC00298596","2018-11-24","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  178",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0800","  352",",,7",,,,,,
"USC00298596","2018-11-25","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800","  259",",,7",,,,,,
"USC00298596","2018-11-26","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800","   60",",,7",,,,,,
"USC00298596","2018-11-27","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0800","   97",",,7",,,,,,
"USC00298596","2018-11-28","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  200",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   94",",,7,0800","  206",",,7",,,,,,
"USC00298596","2018-11-29","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  228",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0800","  229",",,7",,,,,,
"USC00298596","2018-11-30","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  217",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800","  137",",,7",,,,,,
"USC00298596","2018-12-01","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  178",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800","  431",",,7",,,,,,
"USC00298596","2018-12-02","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  144",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800","  220",",,7",,,,,,
"USC00298596","2018-12-03","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","   20",",,7,0800","    0",",,7","    0",",,7","   61",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","   95",",,7",,,,,,
"USC00298596","2018-12-04","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","   40",",,7",,,,,,
"USC00298596","2018-12-05","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0800","   74",",,7",,,,,,
"USC00298596","2018-12-06","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0800","   74",",,7",,,,,,
"USC00298596","2018-12-07","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   67",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  101",",,7",,,,,,
"USC00298596","2018-12-08","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   61",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","   98",",,7",,,,,,
"USC00298596","2018-12-09","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  111",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","   92",",,7",,,,,,
"USC00298596","2018-12-10","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  133",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,," -111",",,7,0800","   37",",,7",,,,,,
"USC00298596","2018-12-11","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","   45",",,7",,,,,,
"USC00298596","2018-12-12","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0","T,,7,0800","    0",",,7","    0",",,7","  183",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","  103",",,7",,,,,,
"USC00298596","2018-12-13","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","  194",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0800","  320",",,7",,,,,,
"USC00298596","2018-12-14","34.6033","-104.3811","1312.5","SUMNER LAKE, NM US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","  150",",,7",,,,,,
