"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00053841","2018-10-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   64",",,W",,,"  300",",,W","  217",",,W","   29",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   72",",,W","  107",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-10-05","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  311",",,W","  206",",,W","   22",",,W",,,,,,,,,,,"  190",",,W","  210",",,W","   67",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-06","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  306",",,W","  200",",,W","   21",",,W",,,,,,,,,,,"  160",",,W","  240",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-07","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  317",",,W","  189",",,W","    6",",,W",,,,,,,,,,,"  120",",,W","  190",",,W","   36",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-08","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"  306",",,W","  200",",,W","   13",",,W",,,,,,,,,,,"  190",",,W","  190",",,W","   54",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,
"USW00053841","2018-10-09","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  300",",,W","  183",",,W","   25",",,W",,,,,,,,,,,"  150",",,W","  170",",,W","   67",",,W","  103",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053841","2018-10-10","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  122",",,W",,,"  283",",,W","  194",",,W","   26",",,W",,,,,,,,,,,"  190",",,W","  200",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-10-11","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  228",",,W","   83",",,W","   35",",,W",,,,,,,,,,,"  330",",,W","  280",",,W","   72",",,W","  112",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-12","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   25",",,W",,,"  156",",,W","   39",",,W","   17",",,W",,,,,,,,,,,"  320",",,W","  270",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-13","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   94",",,W","   39",",,W","   16",",,W",,,,,,,,,,,"   70",",,W","  300",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-14","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   79",",,W",,,"  178",",,W","   83",",,W","   21",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-15","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  165",",,W",,,"  178",",,W","   72",",,W","   30",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   58",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-16","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  117",",,W","   56",",,W","   10",",,W",,,,,,,,,,,"   80",",,W","   50",",,W","   31",",,W","   45",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-17","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  172",",,W","   39",",,W","   27",",,W",,,,,,,,,,,"  270",",,W","  280",",,W","   76",",,W","  130",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-18","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  144",",,W","   11",",,W","   17",",,W",,,,,,,,,,,"   80",",,W","   80",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-19","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   64",",,W",,,"  194",",,W","   -5",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   72",",,W","  107",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-10-20","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  172",",,W","   39",",,W","   48",",,W",,,,,,,,,,,"  340",",,W","  320",",,W","  161",",,W","  250",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-21","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  122",",,W","    0",",,W","   13",",,W",,,,,,,,,,,"  320",",,W","  320",",,W","   63",",,W","   81",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-22","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  183",",,W","   -5",",,W","   30",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   81",",,W","  116",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-23","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  200",",,W","   44",",,W","   22",",,W",,,,,,,,,,,"  310",",,W","  290",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-24","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  156",",,W","   33",",,W","   23",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   58",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-25","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  139",",,W","   33",",,W","   24",",,W",,,,,,,,,,,"  120",",,W","   70",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-26","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  102",",,W",,,"  128",",,W","   83",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","  310",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-27","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"  106",",,W","   78",",,W","   26",",,W",,,,,,,,,,,"  280",",,W","  280",",,W","   54",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-28","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"  189",",,W","   44",",,W","   46",",,W",,,,,,,,,,,"  220",",,W","  270",",,W","  116",",,W","  188",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-10-29","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  167",",,W","   39",",,W","   19",",,W",,,,,,,,,,,"  280",",,W","  270",",,W","   81",",,W","  139",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  206",",,W","   28",",,W","   28",",,W",,,,,,,,,,,"  160",",,W","  170",",,W","   63",",,W","  130",",,W",,,,,,,,,,,,,,
"USW00053841","2018-10-31","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  716",",,W",,,"  217",",,W","  144",",,W","   49",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","  107",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00053841","2018-11-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  137",",,W",,,"  194",",,W","  100",",,W","   51",",,W",,,,,,,,,,,"  230",",,W","  160",",,W","  112",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    8",",,W",,,"  100",",,W","   39",",,W","   21",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   94",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  150",",,W","   11",",,W","   19",",,W",,,,,,,,,,,"  140",",,W","  150",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   66",",,W",,,"  178",",,W","   50",",,W","   32",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","   89",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-05","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  493",",,W",,,"  178",",,W","  106",",,W","   33",",,W",,,,,,,,,,,"  130",",,W","  140",",,W","   72",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-11-06","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   74",",,W",,,"  178",",,W","   78",",,W","   48",",,W",,,,,,,,,,,"  220",",,W","  220",",,W","   98",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-11-07","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  128",",,W","   17",",,W","    9",",,W",,,,,,,,,,,"  320",",,W","  300",",,W","   36",",,W","   54",",,W",,,,,,,,,,,,,,
"USW00053841","2018-11-08","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   72",",,W","   17",",,W","   31",",,W",,,,,,,,,,,"   70",",,W","   40",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,
"USW00053841","2018-11-09","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  132",",,W",,,"   72",",,W","   11",",,W","   30",",,W",,,,,,,,,,,"  280",",,W","  300",",,W","   72",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-10","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   33",",,W","  -49",",,W","   19",",,W",,,,,,,,,,,"  310",",,W","  320",",,W","   76",",,W","  121",",,W",,,,,,,,,,,,,,
"USW00053841","2018-11-11","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   94",",,W","  -71",",,W","    9",",,W",,,,,,,,,,,"   80",",,W","   90",",,W","   45",",,W","   67",",,W",,,,,,,,,,,,,,
"USW00053841","2018-11-12","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   18",",,W",,,"   61",",,W","    0",",,W","   12",",,W",,,,,,,,,,,"   60",",,W","   70",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-13","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   20",",,W",,,"   44",",,W","   -5",",,W","   32",",,W",,,,,,,,,,,"  340",",,W","  360",",,W","   58",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-14","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   56",",,W",,,"    6",",,W","  -27",",,W","   43",",,W",,,,,,,,,,,"   50",",,W","   50",",,W","   76",",,W","  125",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,,,
"USW00053841","2018-11-15","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  160",",,W",,,"   33",",,W","   -5",",,W","   32",",,W",,,,,,,,,,,"  270",",,W","  260",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,"    1",",,W",,,,
"USW00053841","2018-11-16","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   72",",,W","  -10",",,W","   40",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-17","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  106",",,W","    0",",,W","   13",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   40",",,W","   54",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-18","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  161",",,W","    0",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-19","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    8",",,W",,,"  100",",,W","   44",",,W","   22",",,W",,,,,,,,,,,"  270",",,W","  290",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-20","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   56",",,W","  -21",",,W","   24",",,W",,,,,,,,,,,"  300",",,W","  300",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-21","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   94",",,W","  -27",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-22","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  117",",,W","  -32",",,W","    9",",,W",,,,,,,,,,,"  100",",,W","  100",",,W","   31",",,W","   49",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-23","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   33",",,W",,,"  128",",,W","  -10",",,W","   32",",,W",,,,,,,,,,,"  140",",,W","  140",",,W","   81",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,
"USW00053841","2018-11-24","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   51",",,W",,,"  144",",,W","   61",",,W","   44",",,W",,,,,,,,,,,"  220",",,W","  190",",,W","   76",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-11-25","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"  144",",,W","   17",",,W","   33",",,W",,,,,,,,,,,"  170",",,W","  160",",,W","   89",",,W","  143",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-11-26","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    5",",,W",,,"  122",",,W","  -10",",,W","   66",",,W",,,,,,,,,,,"  230",",,W","  250",",,W","  116",",,W","  174",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-27","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"   -5",",,W","  -60",",,W","   34",",,W",,,,,,,,,,,"  290",",,W","  300",",,W","   63",",,W","  103",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-28","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"    6",",,W","  -60",",,W","   22",",,W",,,,,,,,,,,"  240",",,W","  230",",,W","   54",",,W","   72",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-29","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    3",",,W",,,"   83",",,W","  -21",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  200",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-11-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   25",",,W",,,"  128",",,W","   78",",,W","   15",",,W",,,,,,,,,,,"   70",",,W","   80",",,W","   45",",,W","   67",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00053841","2018-12-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  257",",,W",,,"  156",",,W","  100",",,W","   42",",,W",,,,,,,,,,,"  130",",,W","  140",",,W","  125",",,W","  170",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00053841","2018-12-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  200",",,W","   83",",,W","   57",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","  157",",,W","  201",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"   83",",,W","   33",",,W","   34",",,W",,,,,,,,,,,"  240",",,W","  310",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   33",",,W","    6",",,W","   21",",,W",,,,,,,,,,,"  280",",,W","  290",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-05","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"   11",",,W","  -43",",,W","   30",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-06","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   67",",,W","  -43",",,W","   39",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-07","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   56",",,W","  -27",",,W","   15",",,W",,,,,,,,,,,"  360",",,W","   10",",,W","   45",",,W","   67",",,W",,,,,,,,,,,"    1",",,W",,
"USW00053841","2018-12-08","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   -5",",,W","  -38",",,W","   35",",,W",,,,,,,,,,,"   50",",,W","   40",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-09","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0","T,,W",,,"   61",",,W","  -21",",,W","   36",",,W",,,,,,,,,,,"   50",",,W","   60",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-10","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   67",",,W","  -71",",,W","   16",",,W",,,,,,,,,,,"   10",",,W","  360",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-12-11","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   83",",,W","  -93",",,W","   32",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-12-12","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  111",",,W","    0",",,W","   46",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","  107",",,W","  152",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-13","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  133",",,W","   61",",,W","   29",",,W",,,,,,,,,,,"  200",",,W","  210",",,W","   58",",,W","   76",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-14","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   15",",,W",,,"  117",",,W","   67",",,W","   27",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   89",",,W","  121",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-15","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  351",",,W",,,"  117",",,W","   89",",,W","   23",",,W",,,,,,,,,,,"   40",",,W","   30",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-16","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   89",",,W","   44",",,W","   28",",,W",,,,,,,,,,,"  290",",,W","  280",",,W","   54",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-17","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  111",",,W","  -16",",,W","   19",",,W",,,,,,,,,,,"  300",",,W","  260",",,W","   54",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-18","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   83",",,W","  -43",",,W","    6",",,W",,,,,,,,,,,"   80",",,W","   70",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00053841","2018-12-19","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  144",",,W","  -38",",,W","   17",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-20","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  236",",,W",,,"   89",",,W","   67",",,W","   28",",,W",,,,,,,,,,,"  130",",,W","  130",",,W","   63",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-21","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   25",",,W",,,"   72",",,W","   22",",,W","   46",",,W",,,,,,,,,,,"  310",",,W","  290",",,W","   81",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-22","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   61",",,W","  -10",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  260",",,W","   67",",,W","  103",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-23","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   18",",,W",,,"   50",",,W","  -16",",,W","   17",",,W",,,,,,,,,,,"  300",",,W","  310",",,W","   54",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-24","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   78",",,W","  -27",",,W","   32",",,W",,,,,,,,,,,"  230",",,W","  240",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-25","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   89",",,W","  -10",",,W","   15",",,W",,,,,,,,,,,"  130",",,W","  140",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-26","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  100",",,W","  -43",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","   80",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-27","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","   74",",,W",,,"  150",",,W","   11",",,W","   40",",,W",,,,,,,,,,,"  160",",,W","  160",",,W","  148",",,W","  224",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-28","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    5",",,W",,,"  167",",,W","   22",",,W","   41",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2018-12-29","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   33",",,W","  -10",",,W","   16",",,W",,,,,,,,,,,"  310",",,W","  290",",,W","   54",",,W","   89",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-30","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  100",",,W","  -10",",,W","    5",",,W",,,,,,,,,,,"  160",",,W","  180",",,W","   31",",,W","   49",",,W",,,,,,,,,,,,,,
"USW00053841","2018-12-31","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  391",",,W",,,"  189",",,W","   39",",,W","   49",",,W",,,,,,,,,,,"  240",",,W","  220",",,W","  134",",,W","  192",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2019-01-01","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"  128",",,W","   56",",,W","   21",",,W",,,,,,,,,,,"  290",",,W","  230",",,W","   72",",,W","  112",",,W",,,,,,,,,,,,,,
"USW00053841","2019-01-02","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   72",",,W","   50",",,W","   23",",,W",,,,,,,,,,,"  220",",,W","  230",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2019-01-03","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","    0",",,W",,,"   61",",,W","    0",",,W","    9",",,W",,,,,,,,,,,"  300",",,W","  310",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,
"USW00053841","2019-01-04","38.18472","-84.90333","245.1","FRANKFORT CAPITAL CITY AIRPORT, KY US","  231",",,W",,,"   83",",,W","    6",",,W","   28",",,W",,,,,,,,,,,"   70",",,W","  310",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
