"USC00056765","2018-07-01","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  167",",,7",,,,,,,,,"  135",",,7,0700",,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-02","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  178",",,7",,,,,,,,,"  140",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-03","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  172",",,7",,,,,,,,,"  119",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-04","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  183",",,7",,,,,,,,,"  178",",,7,0700",,,,,,,,,,,,,"  239",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-05","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  383",",,7","  189",",,7",,,,,,,,,"  132",",,7,0700",,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-06","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  144",",,7",,,,,,,,,"  107",",,7,0700",,,,,,,,,,,,,"  161",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-07","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  161",",,7",,,,,,,,,"  104",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-08","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  194",",,7",,,,,,,,,"  119",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-09","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  183",",,7",,,,,,,,,"  137",",,7,0700",,,,,,,,,,,,,"  206",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-10","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  183",",,7",,,,,,,,,"  127",",,7,0700",,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-11","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  194",",,7",,,,,,,,,"  163",",,7,0700",,,,,,,,,,,,,"  206",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-12","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  172",",,7",,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,
"USC00056765","2018-07-13","38.25971","-104.71784","1481.6","PUEBLO RESERVOIR, CO US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  183",",,7",,,,,,,,,"   99",",,7,0700",,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,
