"USC00143527","2018-07-07","38.8586","-99.3358","612.6","HAYS 1 S, KS US","  790",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,"  206",",,7","  300",",,7","  244",",,7,0800","   98",",,7",,,,,,,"  250",",,7",,,,,,,"  294",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-08","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  172",",,7",,,,,,,,,"   64",",,7,0800",,,,,,,,,"  206",",,7","  344",",,7","  233",",,7,0800","  148",",,7",,,,,,,"  244",",,7",,,,,,,"  317",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-09","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  167",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"  194",",,7","  344",",,7","  233",",,7,0800","  169",",,7",,,,,,,"  239",",,7",,,,,,,"  322",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-10","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  167",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,"  211",",,7","  361",",,7","  250",",,7,0800","  111",",,7",,,,,,,"  239",",,7",,,,,,,"  328",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-11","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  200",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,"  222",",,7","  344",",,7","  261",",,7,0800","  146",",,7",,,,,,,"  239",",,7",,,,,,,"  333",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-12","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  217",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  222",",,7","  339",",,7","  278",",,7,0800","  264",",,7",,,,,,,"  261",",,7",,,,,,,"  344",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-13","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  200",",,7",,,,,,,,,"  109",",,7,0800",,,,,,,,,"  217",",,7","  328",",,7","  256",",,7,0800","  264",",,7",,,,,,,"  272",",,7",,,,,,,"  339",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-14","38.8586","-99.3358","612.6","HAYS 1 S, KS US","   58",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  194",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,"  217",",,7","  333",",,7","  211",",,7,0800","   76",",,7",,,,,,,"  256",",,7",,,,,,,"  317",",,7","    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-15","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  211",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,"  222",",,7","  339",",,7","  256",",,7,0800","   71",",,7",,,,,,,"  256",",,7",,,,,,,"  328",",,7","    1",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00143527","2018-07-16","38.8586","-99.3358","612.6","HAYS 1 S, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  211",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,"  228",",,7","  367",",,7","  228",",,7,0800","  137",",,7",,,,,,,"  267",",,7",,,,,,,"  356",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
