"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFI","WDFI_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00013880","2018-07-17","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   13",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  233",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  230",",,W","  220",",,W",,,,,,,,,,,,,"   98",",,W","  130",",,W",,,,,,,,,"  272",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-18","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","  344",",,W","  244",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,,,,,"   89",",,W","  112",",,W",,,,,,,,,"  272",",,7",,,"  306",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-19","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  231",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  239",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  100",",,W","  120",",,W",,,,,,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,"  272",",,7",,,"  317",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-20","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  318",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  228",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  110",",,W","  120",",,W",,,,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,"  261",",,7",,,"  283",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-21","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  233",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  270",",,W",,,,,,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,"  261",",,7",,,"  278",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-22","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    3",",,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  233",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  220",",,W",,,,,,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,"  256",",,7",,,"  294",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-23","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  465",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  222",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  140",",,W","  140",",,W",,,,,,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,"  267",",,7",,,"  311",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-24","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  222",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190",",,W","  200",",,W",,,,,,,,,,,,,"   72",",,W","   85",",,W",,,,,,,,,"  267",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-25","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  196",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  239",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  230",",,W","  250",",,W",,,,,,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,"  267",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-26","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   30",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  239",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   10",",,W","   10",",,W",,,,,,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,"  267",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-27","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  250",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  240",",,W","  240",",,W",,,,,,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"  272",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-28","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  344",",,W","  233",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,"  267",",,7",,,"  278",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-29","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  244",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150",",,W","  140",",,W",,,,,,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,"  267",",,7",,,"  306",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-30","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  307",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  239",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,,,"   94",",,W","  107",",,W",,,,,,,,,"  267",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-07-31","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  135",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  244",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300",",,W","  290",",,W",,,,,,,,,,,,,"   89",",,W","  125",",,W",,,,,,,,,"  267",",,7",,,"  306",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-01","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   79",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  244",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  240",",,W","  210",",,W",,,,,,,,,,,,,"  103",",,W","  125",",,W",,,,,,,,,"  272",",,7",,,"  300",",,7","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-02","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  231",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  228",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,"  272",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-03","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","  150",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  228",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,,,"  116",",,W","  148",",,W",,,,,,,,,"  267",",,7",,,"  283",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-04","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   53",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  233",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  230",",,W","  240",",,W",,,,,,,,,,,,,"   81",",,W","  152",",,W",,,,,,,,,"  267",",,7",,,"  283",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-05","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,,,"   67",",,W","   76",",,W",,,,,,,,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-06","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  239",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190",",,W","  170",",,W",,,,,,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,"  261",",,7",,,"  283",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-07","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  222",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  210",",,W","  190",",,W",,,,,,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"  267",",,7",,,"  306",",,7","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-08","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  350",",,W","  256",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"  272",",,7",,,"  317",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-09","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   94",",,W,2400","    0",",,W,2400","    0",",,W,2400","  350",",,W","  222",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  230",",,W","  280",",,W",,,,,,,,,,,,,"  125",",,W","  170",",,W",,,,,,,,,"  272",",,7",,,"  317",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-10","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  233",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  260",",,W","  300",",,W",,,,,,,,,,,,,"   54",",,W","   67",",,W",,,,,,,,,"  278",",,7",,,"  317",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-11","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   33",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  244",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,,,,,"   72",",,W","   98",",,W",,,,,,,,,"  278",",,7",,,"  317",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-12","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   56",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  244",",,W",,,,,"   25",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,,,,,"  139",",,W","  179",",,W",,,,,,,,,"  278",",,7",,,"  317",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-13","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  250",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  210",",,W",,,,,,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,"  278",",,7",,,"  300",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-14","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   38",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  228",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  320",",,W","  290",",,W",,,,,,,,,,,,,"   98",",,W","  116",",,W",,,,,,,,,"  278",",,7",,,"  300",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-15","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   58",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  233",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  210",",,W",,,,,,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,"  278",",,7",,,"  306",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-16","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  244",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190",",,W","  180",",,W",,,,,,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,"  278",",,7",,,"  306",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-17","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  244",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"  278",",,7",,,"  300",",,7",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-18","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   69",",,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  228",",,W",,,,,"   44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,"  278",",,7",,,"  311",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-19","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","   15",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  239",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  220",",,W","  220",",,W",,,,,,,,,,,,,"   94",",,W","  116",",,W",,,,,,,,,"  278",",,7",,,"  306",",,7","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-20","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  233",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  200",",,W",,,,,,,,,,,,,"   72",",,W","   81",",,W",,,,,,,,,"  272",",,7",,,"  289",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013880","2018-08-21","32.89943","-80.04075","12.2","CHARLESTON INTL. AIRPORT, SC US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  333",",,W","  244",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200",",,W","  190",",,W",,,,,,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,"  272",",,7",,,"  306",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
