"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00392565","2018-03-22","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","  -44",",,7",,,,,,,,,"  -22",",,7,0730",,
"USC00392565","2018-03-23","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  144",",,7","  -22",",,7",,,,,,,,,"   11",",,7,0730",,
"USC00392565","2018-03-24","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -50",",,7",,,,,,,,,"  -39",",,7,0730",,
"USC00392565","2018-03-25","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","  -39",",,7",,,,,,,,,"   28",",,7,0730",,
"USC00392565","2018-03-26","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   79",",,7,0730","   13",",,7","    0","T,,7","  117",",,7","  -11",",,7",,,,,,,,,"   -6",",,7,0730",,
"USC00392565","2018-03-27","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","   28",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0730",,
"USC00392565","2018-03-28","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -67",",,7",,,,,,,,,"   11",",,7,0730",,
"USC00392565","2018-03-29","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   30",",,7,0730","   25",",,7","   25",",,7","  100",",,7","  -11",",,7",,,,,,,,,"   -6",",,7,0730",,
"USC00392565","2018-03-30","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0","T,,7","   67",",,7","  -39",",,7",,,,,,,,,"  -22",",,7,0730",,
"USC00392565","2018-03-31","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","  -44",",,7",,,,,,,,,"  -44",",,7,0730",,
"USC00392565","2018-04-01","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   51",",,7,0730","   76",",,7","   76",",,7","  -44",",,7","  -94",",,7",,,,,,,,,"  -94",",,7,0730",,
"USC00392565","2018-04-02","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","   51",",,7","   50",",,7","  -94",",,7",,,,,,,,,"    0",",,7,0730",,
"USC00392565","2018-04-03","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   41",",,7,0730","   38",",,7","   76",",,7","   94",",,7"," -111",",,7",,,,,,,,," -111",",,7,0730",,
"USC00392565","2018-04-04","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","   51",",,7","  -11",",,7"," -117",",,7",,,,,,,,,"  -56",",,7,0730",,
"USC00392565","2018-04-05","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","   25",",,7","  106",",,7","  -83",",,7",,,,,,,,,"  -11",",,7,0730",,
"USC00392565","2018-04-06","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   84",",,7,0730","   76",",,7","   76",",,7","   50",",,7","  -78",",,7",,,,,,,,,"  -78",",,7,0730",,
"USC00392565","2018-04-07","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   28",",,7,0730","   51",",,7","  102",",,7","  -78",",,7"," -139",",,7",,,,,,,,,"  -83",",,7,0730",,
"USC00392565","2018-04-08","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","  102",",,7","   33",",,7","  -83",",,7",,,,,,,,,"   22",",,7,0730",,
"USC00392565","2018-04-09","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","   51",",,7","  106",",,7","  -28",",,7",,,,,,,,,"  -17",",,7,0730",,
"USC00392565","2018-04-10","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  100",",,7","  -33",",,7",,,,,,,,,"  -11",",,7,0730",,
"USC00392565","2018-04-11","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  -11",",,7",,,,,,,,,"   83",",,7,0730",,
"USC00392565","2018-04-12","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   39",",,7",,,,,,,,,"   67",",,7,0730",,
"USC00392565","2018-04-13","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   79",",,7,0730","   89",",,7","   76",",,7","  150",",,7","    0",",,7",,,,,,,,,"    0",",,7,0730",,
"USC00392565","2018-04-14","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   69",",,7,0730","   76",",,7","  127",",,7","    6",",,7","  -72",",,7",,,,,,,,,"  -56",",,7,0730",,
"USC00392565","2018-04-15","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","  102",",,7","   67",",,7","  -61",",,7",,,,,,,,,"   -6",",,7,0730",,
"USC00392565","2018-04-16","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","   51",",,7","  106",",,7","   -6",",,7",,,,,,,,,"   28",",,7,0730",,
"USC00392565","2018-04-17","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  161",",,7","   22",",,7",,,,,,,,,"   33",",,7,0730",,
"USC00392565","2018-04-18","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  122",",,7","    6",",,7",,,,,,,,,"    6",",,7,0730",,
"USC00392565","2018-04-19","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  111",",,7","  -11",",,7",,,,,,,,,"   11",",,7,0730",,
"USC00392565","2018-04-20","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  139",",,7","   11",",,7",,,,,,,,,"   44",",,7,0730",,
"USC00392565","2018-04-21","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0","T,,7,0730","    0",",,7","    0",",,7","  106",",,7","   17",",,7",,,,,,,,,"   17",",,7,0730",,
"USC00392565","2018-04-22","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  128",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0730",,
"USC00392565","2018-04-23","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","  -11",",,7",,,,,,,,,"   28",",,7,0730",,
"USC00392565","2018-04-24","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   51",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   -6",",,7",,,,,,,,,"   -6",",,7,0730",,
"USC00392565","2018-04-25","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","   83",",,7","  -50",",,7",,,,,,,,,"  -33",",,7,0730",,
"USC00392565","2018-04-26","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  194",",,7","  -33",",,7",,,,,,,,,"   33",",,7,0730",,
"USC00392565","2018-04-27","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   -6",",,7",,,,,,,,,"   17",",,7,0730",,
"USC00392565","2018-04-28","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   17",",,7",,,,,,,,,"   56",",,7,0730",,
"USC00392565","2018-04-29","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  211",",,7","   56",",,7",,,,,,,,,"   83",",,7,0730",,
"USC00392565","2018-04-30","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   23",",,7,0730","    0",",,7","    0",",,7","  194",",,7","   28",",,7",,,,,,,,,"   33",",,7,0730",,
"USC00392565","2018-05-01","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   43",",,7,0730","    0",",,7","    0",",,7","  167",",,7","   33",",,7",,,,,,,,,"   56",",,7,0730",,
"USC00392565","2018-05-02","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  117",",,7","    0",",,7",,,,,,,,,"   11",",,7,0730",,
"USC00392565","2018-05-03","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   30",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   11",",,7",,,,,,,,,"   61",",,7,0730",,
"USC00392565","2018-05-04","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   15",",,7,0730","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,,,,,"   72",",,7,0730",,
"USC00392565","2018-05-05","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   33",",,7",,,,,,,,,"   94",",,7,0730",,
"USC00392565","2018-05-06","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","   83",",,7",,,,,,,,,"  111",",,7,0730",,
"USC00392565","2018-05-07","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","  106",",,7",,,,,,,,,"  161",",,7,0730",,
"USC00392565","2018-05-08","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    3",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   72",",,7",,,,,,,,,"  128",",,7,0730",,
"USC00392565","2018-05-09","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  206",",,7","   67",",,7",,,,,,,,,"  128",",,7,0730",,
"USC00392565","2018-05-10","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   23",",,7,0730","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"  139",",,7,0730",,
"USC00392565","2018-05-11","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   20",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   50",",,7",,,,,,,,,"   56",",,7,0730",,
"USC00392565","2018-05-12","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  102",",,7,0730","    0",",,7","    0",",,7","  111",",,7","   50",",,7",,,,,,,,,"   56",",,7,0730",,
"USC00392565","2018-05-13","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   15",",,7,0730","    0",",,7","    0",",,7","   83",",,7","   56",",,7",,,,,,,,,"   72",",,7,0730",,
"USC00392565","2018-05-14","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  167",",,7","   72",",,7",,,,,,,,,"  100",",,7,0730",,
"USC00392565","2018-05-15","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   13",",,7,0730","    0",",,7","    0",",,7","  200",",,7","   50",",,7",,,,,,,,,"  106",",,7,0730",,
"USC00392565","2018-05-16","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   50",",,7",,,,,,,,,"  167",",,7,0730",,
"USC00392565","2018-05-17","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   94",",,7",,,,,,,,,"  189",",,7,0730",,
"USC00392565","2018-05-18","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  272",",,7,0730","    0",",,7","    0",",,7","  267",",,7","   89",",,7",,,,,,,,,"  111",",,7,0730",,
"USC00392565","2018-05-19","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  251",",,7,0730","    0",",,7","    0",",,7","  217",",,7","   72",",,7",,,,,,,,,"   72",",,7,0730",,
"USC00392565","2018-05-20","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","   94",",,7","   28",",,7",,,,,,,,,"   67",",,7,0730",,
"USC00392565","2018-05-21","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  144",",,7","   50",",,7",,,,,,,,,"  122",",,7,0730",,
"USC00392565","2018-05-22","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  228",",,7","   89",",,7",,,,,,,,,"  178",",,7,0730",,
"USC00392565","2018-05-23","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   79",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   72",",,7",,,,,,,,,"  122",",,7,0730",,
"USC00392565","2018-05-24","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   13",",,7,0730","    0",",,7","    0",",,7","  222",",,7","   72",",,7",,,,,,,,,"  150",",,7,0730",,
"USC00392565","2018-05-25","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","   94",",,7",,,,,,,,,"  156",",,7,0730",,
"USC00392565","2018-05-26","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","  139",",,7",,,,,,,,,"  222",",,7,0730",,
"USC00392565","2018-05-27","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  311",",,7","  122",",,7",,,,,,,,,"  206",",,7,0730",,
"USC00392565","2018-05-28","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  297",",,7,0730","    0",",,7","    0",",,7","  283",",,7","  122",",,7",,,,,,,,,"  144",",,7,0730",,
"USC00392565","2018-05-29","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  132",",,7,0730","    0",",,7","    0",",,7","  217",",,7","  117",",,7",,,,,,,,,"  117",",,7,0730",,
"USC00392565","2018-05-30","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  160",",,7,0730","    0",",,7","    0",",,7","  150",",,7","   94",",,7",,,,,,,,,"  144",",,7,0730",,
"USC00392565","2018-05-31","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","  139",",,7",,,,,,,,,"  178",",,7,0730",,
"USC00392565","2018-06-01","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  278",",,7","  178",",,7",,,,,,,,,"  194",",,7,0730",,
"USC00392565","2018-06-02","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","   89",",,7",,,,,,,,,"  100",",,7,0730",,
"USC00392565","2018-06-03","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   50",",,7",,,,,,,,,"  139",",,7,0730",,
"USC00392565","2018-06-04","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,,,"  172",",,7,0730",,
"USC00392565","2018-06-05","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  278",",,7","  128",",,7",,,,,,,,,"  217",",,7,0730",,
"USC00392565","2018-06-06","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   13",",,7,0730","    0",",,7","    0",",,7","  322",",,7","  128",",,7",,,,,,,,,"  178",",,7,0730",,
"USC00392565","2018-06-07","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  261",",,7","  128",",,7",,,,,,,,,"  172",",,7,0730",,
"USC00392565","2018-06-08","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","  128",",,7",,,,,,,,,"  200",",,7,0730",,
"USC00392565","2018-06-09","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  267",",,7","  150",",,7",,,,,,,,,"  200",",,7,0730",,
"USC00392565","2018-06-10","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  294",",,7","  122",",,7",,,,,,,,,"  211",",,7,0730",,
"USC00392565","2018-06-11","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  317",",,7","   89",",,7",,,,,,,,,"  133",",,7,0730",,
"USC00392565","2018-06-12","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  222",",,7","  100",",,7",,,,,,,,,"  128",",,7,0730",,
"USC00392565","2018-06-13","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  217",",,7","  128",",,7",,,,,,,,,"  161",",,7,0730",,
"USC00392565","2018-06-14","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  300",",,7","  144",",,7",,,,,,,,,"  228",",,7,0730",,
"USC00392565","2018-06-15","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  356",",,7","  161",",,7",,,,,,,,,"  161",",,7,0730",,
"USC00392565","2018-06-16","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  272",",,7","  139",",,7",,,,,,,,,"  172",",,7,0730",,
"USC00392565","2018-06-17","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  191",",,7,0730","    0",",,7","    0",",,7","  222",",,7","  106",",,7",,,,,,,,,"  128",",,7,0730",,
"USC00392565","2018-06-18","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  259",",,7,0730","    0",",,7","    0",",,7","  167",",,7","  100",",,7",,,,,,,,,"  111",",,7,0730",,
"USC00392565","2018-06-19","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   76",",,7,0730","    0",",,7","    0",",,7","  172",",,7","   94",",,7",,,,,,,,,"  111",",,7,0730",,
"USC00392565","2018-06-20","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  183",",,7","   72",",,7",,,,,,,,,"  117",",,7,0730",,
"USC00392565","2018-06-21","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  178",",,7","   72",",,7",,,,,,,,,"  144",",,7,0730",,
"USC00392565","2018-06-22","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  439",",,7,0730","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"  172",",,7,0730",,
"USC00392565","2018-06-23","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  233",",,7","  100",",,7",,,,,,,,,"  161",",,7,0730",,
"USC00392565","2018-06-24","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  239",",,7","   94",",,7",,,,,,,,,"  111",",,7,0730",,
"USC00392565","2018-06-25","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  140",",,7,0730","    0",",,7","    0",",,7","  172",",,7","   94",",,7",,,,,,,,,"  144",",,7,0730",,
"USC00392565","2018-06-26","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  244",",,7","  128",",,7",,,,,,,,,"  183",",,7,0730",,
"USC00392565","2018-06-27","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  300",",,7","  150",",,7",,,,,,,,,"  183",",,7,0730",,
"USC00392565","2018-06-28","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  278",",,7","  167",",,7",,,,,,,,,"  222",",,7,0730",,
"USC00392565","2018-06-29","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  322",",,7","  117",",,7",,,,,,,,,"  183",",,7,0730",,
"USC00392565","2018-06-30","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   28",",,7,0730","    0",",,7","    0",",,7","  272",",,7","   72",",,7",,,,,,,,,"  139",",,7,0730",,
"USC00392565","2018-07-01","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","   15",",,7,0730","    0",",,7","    0",",,7","  189",",,7","   72",",,7",,,,,,,,,"  117",",,7,0730",,
"USC00392565","2018-07-02","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  256",",,7","  100",",,7",,,,,,,,,"  189",",,7,0730",,
"USC00392565","2018-07-03","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","    0",",,7,0730","    0",",,7","    0",",,7","  300",",,7","  128",",,7",,,,,,,,,"  189",",,7,0730",,
"USC00392565","2018-07-04","43.6242","-103.9172","1341.7","EDGEMONT 23 NNW, SD US","  122",",,7,0730","    0",",,7","    0",",,7","  283",",,7","  128",",,7",,,,,,,,,"  161",",,7,0730",,
