"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA002400697","2018-05-30","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -49",",,C"," -123",",,C","  -86",",,C",,,,
"CA002400697","2018-05-31","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -47",",,C"," -139",",,C","  -93",",,C",,,,
"CA002400697","2018-06-01","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -78",",,C"," -101",",,C","  -90",",,C",,,,
"CA002400697","2018-06-02","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -78",",,C"," -127",",,C"," -103",",,C",,,,
"CA002400697","2018-06-03","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -62",",,C"," -144",",,C"," -103",",,C",,,,
"CA002400697","2018-06-04","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  -34",",,C"," -103",",,C","  -69",",,C",,,,
"CA002400697","2018-06-05","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   14",",,C","  -80",",,C","  -33",",,C",,,,
"CA002400697","2018-06-06","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   16",",,C","  -31",",,C","   -8",",,C",,,,
"CA002400697","2018-06-07","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   28",",,C","  -49",",,C","  -11",",,C",,,,
"CA002400697","2018-06-08","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   63",",,C","  -26",",,C","   19",",,C",,,,
"CA002400697","2018-06-09","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   91",",,C","    9",",,C","   50",",,C",,,,
"CA002400697","2018-06-10","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   60",",,C","   -3",",,C","   29",",,C",,,,
"CA002400697","2018-06-11","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   20",",,C","   -2",",,C","    9",",,C",,,,
"CA002400697","2018-06-12","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   15",",,C","   -1",",,C","    7",",,C",,,,
"CA002400697","2018-06-13","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   45",",,C","   -3",",,C","   21",",,C",,,,
"CA002400697","2018-06-14","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  100",",,C","    3",",,C","   52",",,C",,,,
"CA002400697","2018-06-15","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  107",",,C","   24",",,C","   66",",,C",,,,
"CA002400697","2018-06-16","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   91",",,C","   35",",,C","   63",",,C",,,,
"CA002400697","2018-06-17","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   52",",,C","   -1",",,C","   26",",,C",,,,
"CA002400697","2018-06-18","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   85",",,C","    1",",,C","   43",",,C",,,,
"CA002400697","2018-06-19","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  143",",,C","    9",",,C","   76",",,C",,,,
"CA002400697","2018-06-20","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   92",",,C","   19",",,C","   56",",,C",,,,
"CA002400697","2018-06-21","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   75",",,C","    4",",,C","   40",",,C",,,,
"CA002400697","2018-06-22","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  100",",,C","   25",",,C","   63",",,C",,,,
"CA002400697","2018-06-23","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  176",",,C","   40",",,C","  108",",,C",,,,
"CA002400697","2018-06-24","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  119",",,C","   10",",,C","   65",",,C",,,,
"CA002400697","2018-06-25","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   97",",,C","   -6",",,C","   46",",,C",,,,
"CA002400697","2018-06-26","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  124",",,C","   12",",,C","   68",",,C",,,,
"CA002400697","2018-06-27","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"  108",",,C","   43",",,C","   76",",,C",,,,
"CA002400697","2018-06-28","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   70",",,C","   30",",,C","   50",",,C",,,,
"CA002400697","2018-06-29","69.0333","-107.8167","165.0","CAPE PEEL WEST, NU CA",,,,,"   73",",,C","   16",",,C","   45",",,C",,,,
