"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00144531","2018-07-01","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  172",",,7",,,,,"  217",",,7,0700",,,,,,,,
"USC00144531","2018-07-02","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  178",",,7",,,,,"  189",",,7,0700",,,,,,,,
"USC00144531","2018-07-03","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  189",",,7",,,,,"  228",",,7,0700",,,,,,,,
"USC00144531","2018-07-04","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  228",",,7",,,,,"  228",",,7,0700",,,,,,,,
"USC00144531","2018-07-05","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  217",",,7",,,,,"  222",",,7,0700",,,,,,,,
"USC00144531","2018-07-06","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","  203",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,,,"  206",",,7,0700",,,,,,,,
"USC00144531","2018-07-07","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-08","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  183",",,7",,,,,"  250",",,7,0700",,,,,,,,
"USC00144531","2018-07-09","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  344",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,
"USC00144531","2018-07-10","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  206",",,7",,,,,"  217",",,7,0700",,,,,,,,
"USC00144531","2018-07-11","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,
"USC00144531","2018-07-12","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  361",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,
"USC00144531","2018-07-13","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  378",",,7","  217",",,7",,,,,"  217",",,7,0700",,,,,,,,
"USC00144531","2018-07-14","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","   97",",,7,0700","    0",",,7,0700","    0",",,7,0700","  356",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,
"USC00144531","2018-07-15","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  206",",,7",,,,,"  289",",,7,0700",,,,,,,,
"USC00144531","2018-07-16","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  350",",,7","  211",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-17","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  211",",,7",,,,,"  222",",,7,0700",,,,,,,,
"USC00144531","2018-07-18","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","  163",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  183",",,7",,,,,"  222",",,7,0700",,,,,,,,
"USC00144531","2018-07-19","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,
"USC00144531","2018-07-20","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-21","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  367",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,
"USC00144531","2018-07-22","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  194",",,7",,,,,"  267",",,7,0700",,,,,,,,
"USC00144531","2018-07-23","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  211",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-24","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  211",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-25","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  339",",,7","  206",",,7",,,,,"  211",",,7,0700",,,,,,,,
"USC00144531","2018-07-26","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","   84",",,7,0700","    0",",,7,0700","    0",",,7,0700","  372",",,7","  189",",,7",,,,,"  189",",,7,0700",,,,,,,,
"USC00144531","2018-07-27","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  189",",,7",,,,,"  194",",,7,0700",,,,,,,,
"USC00144531","2018-07-28","38.19234","-99.09686","618.7","LARNED NUMBER 2, KS US","  335",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  178",",,7",,,,,"  183",",,7,0700",,,,,,,,
