"USC00132864","2018-04-18","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0","T,,7,0700","   56",",,7","  -39",",,7",,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-19","42.88262","-91.83025","349.0","FAYETTE, IA US","  142",",,7,0700","   91",",,7,","  102",",,7,0700","   -6",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0700",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-20","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","   51",",,7,0700","   67",",,7","  -67",",,7",,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-21","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0","T,,7,0700","  128",",,7","  -44",",,7",,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-22","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  156",",,7","   44",",,7",,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-23","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   50",",,7",,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-24","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  217",",,7","   28",",,7",,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-25","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  228",",,7","   28",",,7",,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-26","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   17",",,7",,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-27","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  217",",,7","   17",",,7",,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-28","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","   11",",,7",,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-29","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  144",",,7","   -6",",,7",,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-04-30","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  189",",,7","   28",",,7",,,,,,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-05-01","42.88262","-91.83025","349.0","FAYETTE, IA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  278",",,7","   94",",,7",,,,,,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-05-02","42.88262","-91.83025","349.0","FAYETTE, IA US","  170",",,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","  139",",,7",,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00132864","2018-05-03","42.88262","-91.83025","349.0","FAYETTE, IA US","  142",",,7,0700","    0",",,7,","    0",",,7,0700","  189",",,7","  128",",,7",,,,,,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
