"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094949","2018-07-06","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  200",",,W","   33",",,W",,,,,,,,,"  140",",,W","  130",",,W","   67",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094949","2018-07-07","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  194",",,W","   46",",,W",,,,,,,,,"  140",",,W","  200",",,W","   72",",,W","  107",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-08","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  189",",,W","   41",",,W",,,,,,,,,"  160",",,W","  190",",,W","   72",",,W","  103",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-09","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  183",",,W","   29",",,W",,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-10","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  194",",,W","   33",",,W",,,,,,,,,"  170",",,W","  180",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-11","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  217",",,W","   39",",,W",,,,,,,,,"  160",",,W","  200",",,W","   76",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-12","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0","T,,W,2400","    0",",,W","    0",",,W","  356",",,W","  228",",,W","   39",",,W",,,,,,,,,"  200",",,W","  200",",,W","   76",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094949","2018-07-13","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    5",",,W,2400","    0",",,W","    0",",,W","  278",",,W","  194",",,W","   34",",,W",,,,,,,,,"  330",",,W","  340",",,W","   94",",,W","  112",",,W",,,,,,,,,,,,,,,,
"USW00094949","2018-07-14","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  167",",,W","   16",",,W",,,,,,,,,"  360",",,W","  210",",,W","   40",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094949","2018-07-15","40.6005","-98.4258","597.7","HASTINGS MUNICIPAL AIRPORT, NE US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  200",",,W","   22",",,W",,,,,,,,,"   20",",,W","   80",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,,
