"USC00157677","2012-05-14","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","  213",",,7,0600","    0",",,7","    0",",,7","  172",",,7","  150",",,7",,,,,"  156",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-15","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    8",",,7,0600","    0",",,7","    0",",,7","  200",",,7","  106",",,7",,,,,"  128",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-16","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  217",",,7","   94",",,7",,,,,"   94",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-17","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  256",",,7","   94",",,7",,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-18","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  106",",,7",,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-19","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  117",",,7",,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-20","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  133",",,7",,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-21","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  289",",,7","  144",",,7",,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-22","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","  569",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  144",",,7",,,,,"  161",",,7,0600",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00157677","2012-05-23","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    5",",,7,0600","    0",",,7","    0",",,7","  217",",,7","  144",",,7",,,,,"  150",",,7,0600",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00157677","2012-05-24","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  250",",,7","  122",",,7",,,,,"  133",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-25","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-26","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  133",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-27","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  172",",,7",,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-28","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  172",",,7",,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-29","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  178",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-05-30","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","  122",",,7,0600","    0",",,7","    0",",,7","  250",",,7","  161",",,7",,,,,"  161",",,7,0600",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00157677","2012-05-31","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","  128",",,7",,,,,"  128",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-06-01","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","   15",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  117",",,7",,,,,"  172",",,7,0600",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00157677","2012-06-02","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0","T,,7,0600","    0",",,7","    0",",,7","  200",",,7","   72",",,7",,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-06-03","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","   69",",,7,0600","    0",",,7","    0",",,7","  211",",,7","   94",",,7",,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
"USC00157677","2012-06-04","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  139",",,7",,,,,"  144",",,7,0600",,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00157677","2012-06-05","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","   76",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  144",",,7",,,,,"  150",",,7,0600",,,,,"    1",",,7","    1",",,7",,,,,,,,,,,,,,,,
"USC00157677","2012-06-06","36.6736","-84.4791","371.9","STEARNS 2 S, KY US","    0",",L,7,0600","    0",",,7","    0",",,7","  222",",,7","   83",",,7",,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,
