"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00013866","2018-07-07","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  161",",,W",,,,,"   20",",,W",,,,,,,"  220","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-08","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  161",",,W",,,,,"    8",",,W",,,,,,,"  224","H,,S",,,,,"   90",",,W","   80",",,W",,,,,,,"   36",",,W","   54",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-09","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  161",",,W",,,,,"    5",",,W",,,,,,,"  231","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"   40",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-10","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  183",",,W",,,,,"    9",",,W",,,,,,,"  249","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"   58",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-11","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  189",",,W",,,,,"   13",",,W",,,,,,,"  256","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,"   58",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-12","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  161",",,W",,,,,"   10",",,W",,,,,,,"  229","H,,S",,,,,"   10",",,W","   40",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-13","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  189",",,W",,,,,"   15",",,W",,,,,,,"  249","H,,S",,,,,"   70",",,W","  110",",,W",,,,,,,"   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-14","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  339",",,W","  200",",,W",,,,,"   10",",,W",,,,,,,"  270","H,,S",,,,,"  210",",,W","  230",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-15","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  217",",,W",,,,,"   12",",,W",,,,,,,"  268","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-16","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  330",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  217",",,W",,,,,"   14",",,W",,,,,,,"  243","H,,S",,,,,"  260",",,W","  270",",,W",,,,,,,"   76",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-17","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  206",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  189",",,W",,,,,"   23",",,W",,,,,,,"  252","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,"   67",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-18","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  161",",,W",,,,,"   12",",,W",,,,,,,"  221","H,,S",,,,,"   90",",,W","   10",",,W",,,,,,,"   54",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-19","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  133",",,W",,,,,,,,,,,"    4",",,W","  212","H,,S",,,,,"  100",",,W",,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-20","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  325",",,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  178",",,W",,,,,"   28",",,W",,,,,,,"  238","H,,S",,,,,"  240",",,W","  280",",,W",,,,,,,"  139",",,W","  206",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-21","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  178",",,W",,,,,"   21",",,W",,,,,,,"  221","H,,S",,,,,"  180",",,W","  190",",,W",,,,,,,"   72",",,W","   81",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-22","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  404",",,W,2400","    0",",,W,2400","    0",",,W,2400","  233",",,W","  183",",,W",,,,,"   14",",,W",,,,,,,"  209","H,,S",,,,,"  240",",,W","  240",",,W",,,,,,,"   63",",,W","   81",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-23","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   81",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  183",",,W",,,,,"   11",",,W",,,,,,,"  232","H,,S",,,,,"  110",",,W","  110",",,W",,,,,,,"  103",",,W","  161",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-24","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   38",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  194",",,W",,,,,"    7",",,W",,,,,,,"  232","H,,S",,,,,"  320",",,W","  330",",,W",,,,,,,"   40",",,W","   54",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-25","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  206",",,W",,,,,"    9",",,W",,,,,,,"  240","H,,S",,,,,"  340",",,W","  310",",,W",,,,,,,"   45",",,W","   63",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-26","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  194",",,W",,,,,"   12",",,W",,,,,,,"  243","H,,S",,,,,"  230",",,W","  190",",,W",,,,,,,"   54",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-27","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  130",",,W,2400","    0",",,W,2400","    0",",,W,2400","  272",",,W","  194",",,W",,,,,"   13",",,W",,,,,,,"  228","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,"  125",",,W","  201",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-28","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  267",",,W","  178",",,W",,,,,"    8",",,W",,,,,,,"  221","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-29","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  289",",,W","  156",",,W",,,,,"    6",",,W",,,,,,,"  214","H,,S",,,,,"   20",",,W","   50",",,W",,,,,,,"   36",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-30","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","  218",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  183",",,W",,,,,"   12",",,W",,,,,,,"  216","H,,S",,,,,"  220",",,W","  180",",,W",,,,,,,"   67",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-07-31","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   18",",,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  189",",,W",,,,,"   16",",,W",,,,,,,"  226","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,"   89",",,W","  157",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-01","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   61",",,W,2400","    0",",,W,2400","    0",",,W,2400","  244",",,W","  206",",,W",,,,,"   13",",,W",,,,,,,"  223","H,,S",,,,,"  230",",,W","  240",",,W",,,,,,,"  103",",,W","  134",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-02","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    5",",,W,2400","    0",",,W,2400","    0",",,W,2400","  278",",,W","  200",",,W",,,,,"   10",",,W",,,,,,,"  226","H,,S",,,,,"  130",",,W","  130",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-03","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  283",",,W","  194",",,W",,,,,"    3",",,W",,,,,,,"  235","H,,S",,,,,"   30",",,W","  290",",,W",,,,,,,"   27",",,W","   36",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-04","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  178",",,W",,,,,"    5",",,W",,,,,,,"  239","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-05","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  328",",,W","  194",",,W",,,,,"    7",",,W",,,,,,,"  249","H,,S",,,,,"  140",",,W","   80",",,W",,,,,,,"   27",",,W","   45",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-06","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  322",",,W","  200",",,W",,,,,"    9",",,W",,,,,,,"  251","H,,S",,,,,"  260",",,W","  260",",,W",,,,,,,"   58",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-07","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   58",",,W,2400","    0",",,W,2400","    0",",,W,2400","  317",",,W","  217",",,W",,,,,"   21",",,W",,,,,,,"  249","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,"   94",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-08","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","   10",",,W,2400","    0",",,W,2400","    0",",,W,2400","  311",",,W","  200",",,W",,,,,"   24",",,W",,,,,,,"  239","H,,S",,,,,"  240",",,W","  230",",,W",,,,,,,"  103",",,W","  165",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-09","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  306",",,W","  206",",,W",,,,,"   26",",,W",,,,,,,"  247","H,,S",,,,,"  320",",,W","  290",",,W",,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-10","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0",",,W,2400","    0",",,W,2400","    0",",,W,2400","  294",",,W","  183",",,W",,,,,"    5",",,W",,,,,,,"  234","H,,S",,,,,"  230",",,W","  190",",,W",,,,,,,"   31",",,W","   45",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013866","2018-08-11","38.3794","-81.59","277.4","CHARLESTON YEAGER AIRPORT, WV US","    0","T,,W,2400","    0",",,W,2400","    0",",,W,2400","  300",",,W","  200",",,W",,,,,"    6",",,W",,,,,,,"  235","H,,S",,,,,"  340",",,W","  350",",,W",,,,,,,"   40",",,W","   63",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
