"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN03","SN03_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN35","SN35_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX03","SX03_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX35","SX35_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00245761","2017-08-16","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   83",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,"  100",",,7","  278",",,7","  172",",,7,0800",,,,,"  161",",,7","  206",",,7",,,"  200",",,7",,,"  294",",,7","  228",",,7",,,"  222",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-17","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  111",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"  106",",,7","  278",",,7","  200",",,7,0800",,,,,"  178",",,7","  217",",,7",,,"  206",",,7",,,"  300",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-18","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  106",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,"  106",",,7","  256",",,7","  194",",,7,0800",,,,,"  183",",,7","  217",",,7",,,"  211",",,7",,,"  289",",,7","  233",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-19","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  161",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,"  150",",,7","  294",",,7","  239",",,7,0800",,,,,"  183",",,7","  211",",,7",,,"  211",",,7",,,"  311",",,7","  239",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-20","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   78",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,"  167",",,7,0800",,,,,"  183",",,7","  222",",,7",,,"  222",",,7",,,"  300",",,7","  239",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-21","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   83",",,7",,,,,,,,,"   91",",,7,0800",,,,,,,,,,,,,"  172",",,7,0800",,,,,"  178",",,7","  217",",,7",,,"  217",",,7",,,"  283",",,7","  228",",,7",,,"  233",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-22","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   94",",,7",,,,,,,,,"   76",",,7,0800",,,,,,,,,"  106",",,7","  244",",,7","  172",",,7,0800",,,,,"  178",",,7","  217",",,7",,,"  211",",,7",,,"  283",",,7","  228",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-23","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  117",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"  106",",,7","  283",",,7","  217",",,7,0800",,,,,"  178",",,7","  211",",,7",,,"  211",",,7",,,"  311",",,7","  239",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-24","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  150",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  122",",,7","  261",",,7","  239",",,7,0800",,,,,"  194",",,7","  222",",,7",,,"  217",",,7",,,"  300",",,7","  239",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-25","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  100",",,7",,,,,,,,,"   61",",,7,0800",,,,,,,,,"  122",",,7","  250",",,7","  206",",,7,0800",,,,,"  183",",,7","  217",",,7",,,"  222",",,7",,,"  294",",,7","  233",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-26","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   83",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  106",",,7","  272",",,7","  178",",,7,0800",,,,,"  183",",,7","  211",",,7",,,"  217",",,7",,,"  289",",,7","  228",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-27","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   89",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"   89",",,7","  267",",,7","  183",",,7,0800",,,,,"  183",",,7","  217",",,7",,,"  211",",,7",,,"  294",",,7","  233",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-28","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  139",",,7",,,,,,,,,"   89",",,7,0800",,,,,,,,,"  100",",,7","  278",",,7","  228",",,7,0800",,,,,"  178",",,7","  211",",,7",,,"  206",",,7",,,"  300",",,7","  233",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-29","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  144",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,"  111",",,7","  278",",,7","  239",",,7,0800",,,,,"  194",",,7","  217",",,7",,,"  211",",,7",,,"  306",",,7","  239",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-30","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  133",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  122",",,7","  250",",,7","  228",",,7,0800",,,,,"  200",",,7","  222",",,7",,,"  222",",,7",,,"  289",",,7","  233",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-08-31","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  144",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,"  122",",,7","  250",",,7","  244",",,7,0800",,,,,"  194",",,7","  217",",,7",,,"  217",",,7",,,"  289",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-01","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  117",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"  106",",,7","  256",",,7",,,,,,,"  194",",,7","  217",",,7",,,"  222",",,7",,,"  289",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-02","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,,,"  124",",,7,0800",,,,,,,,,"  106",",,7","  250",",,7",,,,,,,"  194",",,7","  222",",,7",,,"  222",",,7",,,"  289",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-03","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  150",",,7",,,,,,,,,"   91",",,7,0800",,,,,,,,,"  117",",,7","  289",",,7",,,,,,,"  189",",,7","  222",",,7",,,"  217",",,7",,,"  311",",,7","  239",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-04","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   56",",,7",,,,,,,,,"  102",",,7,0800",,,,,,,,,"   89",",,7","  256",",,7",,,,,,,"  178",",,7","  222",",,7",,,"  222",",,7",,,"  294",",,7","  233",",,7",,,"  239",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-05","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   28",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"   56",",,7","  211",",,7",,,,,,,"  150",",,7","  206",",,7",,,"  206",",,7",,,"  256",",,7","  217",",,7",,,"  228",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-06","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   78",",,7",,,,,,,,,"   99",",,7,0800",,,,,,,,,"   56",",,7","  233",",,7",,,,,,,"  144",",,7","  189",",,7",,,"  194",",,7",,,"  272",",,7","  217",",,7",,,"  228",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-07","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   78",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"   72",",,7","  239",",,7",,,,,,,"  161",",,7","  194",",,7",,,"  200",",,7",,,"  267",",,7","  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-08","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","   89",",,7",,,,,,,,,"  112",",,7,0800",,,,,,,,,"   72",",,7","  267",",,7",,,,,,,"  161",",,7","  200",",,7",,,"  194",",,7",,,"  294",",,7","  228",",,7",,,"  233",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-09","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  144",",,7",,,,,,,,,"  155",",,7,0800",,,,,,,,,"   94",",,7","  244",",,7",,,,,,,"  178",",,7","  172",",,7",,,"  206",",,7",,,"  278",",,7","  228",",,7",,,"  228",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-10","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  150",",,7",,,,,,,,,"   84",",,7,0800",,,,,,,,,"  122",",,7","  278",",,7",,,,,,,"  194",",,7","  233",",,7",,,"  217",",,7",,,"  300",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-11","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","   94",",,7",,,,,,,,,"  112",",,7,0800",,,,,,,,,"   94",",,7","  261",",,7",,,,,,,"  183",",,7","  222",",,7",,,"  222",",,7",,,"  289",",,7","  233",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-12","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  117",",,7",,,,,,,,,"   97",",,7,0800",,,,,,,,,"   94",",,7","  283",",,7",,,,,,,"  178",",,7","  211",",,7",,,"  217",",,7",,,"  306",",,7","  233",",,7",,,"  250",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-13","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  139",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,"   94",",,7","  250",",,7",,,,,,,"  183",",,7","  211",",,7",,,"  211",",,7",,,"  289",",,7","  228",",,7",,,"  244",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-14","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   58",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","   56",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,"   78",",,7","  200",",,7",,,,,,,"  161",",,7","  183",",,7",,,"  200",",,7",,,"  239",",,7","  211",",,7",,,"  222",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-15","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","  290",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   28",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,"   50",",,7","   89",",,7",,,,,,,"  106",",,7","  156",",,7",,,"  156",",,7",,,"  167",",,7","  200",",,7",,,"  200",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-16","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","  196",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","    6",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"   39",",,7","   67",",,7",,,,,,,"   89",",,7","  122",",,7",,,"  133",",,7",,,"  106",",,7","  150",",,7",,,"  150",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-17","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   11",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"   33",",,7","  106",",,7",,,,,,,"   72",",,7","  111",",,7",,,"  122",",,7",,,"  122",",,7","  122",",,7",,,"  133",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-18","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   44",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,"   33",",,7","  178",",,7",,,,,,,"   72",",,7","  111",",,7",,,"  122",",,7",,,"  150",",,7","  128",",,7",,,"  144",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-19","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   44",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,"   61",",,7","  133",",,7",,,,,,,"  100",",,7","  122",",,7",,,"  139",",,7",,,"  128",",,7","  122",",,7",,,"  139",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-20","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   17",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,"   39",",,7","  133",",,7",,,,,,,"   78",",,7","  117",",,7",,,"  133",",,7",,,"  133",",,7","  128",",,7",,,"  139",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-21","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   22",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,"   39",",,7","  139",",,7",,,,,,,"   72",",,7","  111",",,7",,,"  122",",,7",,,"  133",",,7","  117",",,7",,,"  128",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-22","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   79",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -11",",,7",,,,,,,,,"   33",",,7,0800",,,,,,,,,"   28",",,7","  122",",,7",,,,,,,"   78",",,7","  111",",,7",,,"  122",",,7",,,"  139",",,7","  122",",,7",,,"  128",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-23","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","  -11",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,"   28",",,7","   44",",,7",,,,,,,"   72",",,7","  100",",,7",,,"  111",",,7",,,"   83",",,7","  117",",,7",,,"  122",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-24","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","  -17",",,7",,,,,,,,,"   18",",,7,0800",,,,,,,,,"   28",",,7","  111",",,7",,,,,,,"   72",",,7","  100",",,7",,,"  111",",,7",,,"  122",",,7","  111",",,7",,,"  117",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-25","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","    0",",,7",,,,,,,,,"    5",",,7,0800",,,,,,,,,"   28",",,7","  117",",,7",,,,,,,"   61",",,7","  100",",,7",,,"  106",",,7",,,"  122",",,7","  111",",,7",,,"  122",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-26","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   28",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,"   44",",,7","  161",",,7",,,,,,,"   61",",,7","   94",",,7",,,"  100",",,7",,,"  133",",,7","  111",",,7",,,"  122",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-27","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   50",",,7",,,,,,,,,"   48",",,7,0800",,,,,,,,,"   67",",,7","  189",",,7",,,,,,,"   89",",,7","  100",",,7",,,"  117",",,7",,,"  156",",,7","  128",",,7",,,"  133",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-28","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   39",",,7",,,,,,,,,"   43",",,7,0800",,,,,,,,,"   67",",,7","  211",",,7",,,,,,,"  100",",,7","  117",",,7",,,"  128",",,7",,,"  178",",,7","  144",",,7",,,"  156",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-29","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   44",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,"   61",",,7","  200",",,7",,,,,,,"  100",",,7","  122",",,7",,,"  128",",,7",,,"  183",",,7","  144",",,7",,,"  150",",,7",,,,,,,,,,,,,,
"USC00245761","2017-09-30","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   44",",,7",,,,,,,,,"   46",",,7,0800",,,,,,,,,"   61",",,7","  189",",,7",,,,,,,"  100",",,7","  128",",,7",,,"  128",",,7",,,"  178",",,7","  150",",,7",,,"  144",",,7",,,,,,,,,,,,,,
"USC00245761","2017-10-01","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   38",",,7,0800",,,,,"  200",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-02","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    5",",,7,0800",,,,,"  100",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-03","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   33",",,7,0800","   76",",,7,0800",,,"   28",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-04","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"    6",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-05","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  100",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-06","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  200",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-07","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  167",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-08","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   13",",,7,0800",,,,,"   72",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-09","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  139",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-10","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  167",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-11","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  194",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-12","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    3",",,7,0800",,,,,"   94",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-13","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"   89",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-14","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","   25",",,7,0800",,,,,"   89",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-15","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  178",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-16","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  211",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-17","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  211",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-18","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  228",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-19","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  189",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-20","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  250",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-21","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  206",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-22","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  106",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-23","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  172",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00245761","2017-10-24","47.0573","-109.951","1310.6","MOCCASIN EXPERIMENT STATION, MT US","    0",",,7,0800",,,,,"  122",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
