"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00043109","2018-07-06","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  260",",,a","  123",",,a",,,,,,,,,,,,,"  161","H,,S"
"ASN00043109","2018-07-07","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  192",",,a","   76",",,a",,,,,,,,,,,,,"  109","H,,S"
"ASN00043109","2018-07-08","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  166",",,a","   28",",,a",,,,,,,,,,,,,"   99","H,,S"
"ASN00043109","2018-07-09","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  166",",,a","   31",",,a",,,,,,,,,,,,,"   94","H,,S"
"ASN00043109","2018-07-10","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  176",",,a","    9",",,a",,,,,,,,,,,,,"   87","H,,S"
"ASN00043109","2018-07-11","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  201",",,a","    7",",,a",,,,,,,,,,,,,"  104","H,,S"
"ASN00043109","2018-07-12","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  200",",,a","   27",",,a",,,,,,,,,,,,,"   94","H,,S"
"ASN00043109","2018-07-13","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  166",",,a","    4",",,a",,,,,,,,,,,,,"   78","H,,S"
"ASN00043109","2018-07-14","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  162",",,a","  -11",",,a",,,,,,,,,,,,,"   64","H,,S"
"ASN00043109","2018-07-15","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  178",",,a","  -21",",,a",,,,,,,,,,,,,"   81","H,,S"
"ASN00043109","2018-07-16","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  189",",,a","   11",",,a",,,,,,,,,,,,,"   88","H,,S"
"ASN00043109","2018-07-17","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  229",",,a","    3",",,a",,,,,,,,,,,,,"  118","H,,S"
"ASN00043109","2018-07-18","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  251",",,a","   36",",,a",,,,,,,,,,,,,"  132","H,,S"
"ASN00043109","2018-07-19","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  256",",,a","   33",",,a",,,,,,,,,,,,,"  178","H,,S"
"ASN00043109","2018-07-20","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  202",",,a","  113",",,a",,,,,,,,,,,,,"  106","H,,S"
"ASN00043109","2018-07-21","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  164",",,a","    2",",,a",,,,,,,,,,,,,"   76","H,,S"
"ASN00043109","2018-07-22","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  181",",,a","  -12",",,a",,,,,,,,,,,,,"   80","H,,S"
"ASN00043109","2018-07-23","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  233",",,a","   -4",",,a",,,,,,,,,,,,,"  132","H,,S"
"ASN00043109","2018-07-24","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  266",",,a","   54",",,a",,,,,,,,,,,,,"  144","H,,S"
"ASN00043109","2018-07-25","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  256",",,a","   51",",,a",,,,,,,,,,,,,"  139","H,,S"
"ASN00043109","2018-07-26","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  258",",,a","   40",",,a",,,,,,,,,,,,,"  162","H,,S"
"ASN00043109","2018-07-27","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  278",",,a","   72",",,a",,,,,,,,,,,,,"  186","H,,S"
"ASN00043109","2018-07-28","-28.0489","148.5942","198.5","ST GEORGE AIRPORT, AS","    0",",,a","  278",",,a","  120",",,a",,,,,,,,,,,,,"  202","H,,S"
