"USC00321871","2018-07-03","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  256",",,7","  106",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-04","48.9144","-103.2977","597.1","CROSBY, ND US","  102",",,7,1800",,,,,"  261",",,7","  122",",,7",,,,,"  211",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-05","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  250",",,7","   94",",,7",,,,,"  200",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-06","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  311",",,7","  156",",,7",,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-07","48.9144","-103.2977","597.1","CROSBY, ND US","    8",",,7,1800",,,,,"  333",",,7","  156",",,7",,,,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-08","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  322",",,7","  139",",,7",,,,,"  261",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-09","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  306",",,7","  128",",,7",,,,,"  250",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-10","48.9144","-103.2977","597.1","CROSBY, ND US","    3",",,7,1800",,,,,"  294",",,7","  183",",,7",,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-11","48.9144","-103.2977","597.1","CROSBY, ND US","   48",",,7,1800",,,,,"  267",",,7","  156",",,7",,,,,"  222",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00321871","2018-07-12","48.9144","-103.2977","597.1","CROSBY, ND US","    0",",,7,1800",,,,,"  278",",,7","  167",",,7",,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,,,,,
