"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMC","ACMC_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSC","ACSC_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFI","WDFI_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003813","2018-07-17","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   13",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W",,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,"  277","H,,S",,,,,,,"   30",",,W","   30",",,W",,,,,,,,,,,"   89",",,W","   94",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-18","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","  130",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  228",",,W",,,,,,,,,"   23",",,W",,,,,,,,,,,,,,,"  277","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,,,"  130",",,W","  157",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-19","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","  155",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  222",",,W",,,,,,,,,"   18",",,W",,,,,,,,,,,,,,,"  261","H,,S",,,,,,,"  140",",,W","  120",",,W",,,,,,,,,,,"   72",",,W","   98",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-20","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    3",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  228",",,W",,,,,,,,,"   29",",,W",,,,,,,,,,,,,,,"  261","H,,S",,,,,,,"   50",",,W","   50",",,W",,,,,,,,,,,"   72",",,W","   81",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-21","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   84",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  211",",,W",,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,"  247","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,,,"  107",",,W","  134",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-22","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","  218",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W",,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,"  264","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,,,"  134",",,W","  161",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-23","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  317",",,W","  194",",,W",,,,,,,,,"   11",",,W",,,,,,,,,,,,,,,"  242","H,,S",,,,,,,"   50",",,W","   40",",,W",,,,,,,,,,,"   36",",,W","   49",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-24","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  294",",,W","  217",",,W",,,,,,,,,"   19",",,W",,,,,,,,,,,,,,,"  247","H,,S",,,,,,,"   40",",,W","   40",",,W",,,,,,,,,,,"   58",",,W","   67",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-25","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W",,,,,,,,,"   10",",,W",,,,,,,,,,,,,,,"  255","H,,S",,,,,,,"   10",",,W","  260",",,W",,,,,,,,,,,"   36",",,W","   54",",,W",,,,,,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-26","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,,,,,"   14",",,W",,,,,,,,,,,,,,,"  281","H,,S",,,,,,,"  330",",,W","   10",",,W",,,,,,,,,,,"   54",",,W","   67",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-27","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W",,,,,,,,,"   17",",,W",,,,,,,,,,,,,,,"  284","H,,S",,,,,,,"  350",",,W","   80",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-28","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    8",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  217",",,W",,,,,,,,,"   16",",,W",,,,,,,,,,,,,,,"  276","H,,S",,,,,,,"  340",",,W","   30",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-29","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  200",",,W",,,,,,,,,"   17",",,W",,,,,,,,,,,,,,,"  268","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-30","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   20",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W",,,,,,,,,"   19",",,W",,,,,,,,,,,,,,,"  249","H,,S",,,,,,,"  130",",,W","  120",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-07-31","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   58",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  222",",,W",,,,,,,,,"   18",",,W",,,,,,,,,,,,,,,"  251","H,,S",,,,,,,"  210",",,W","  200",",,W",,,,,,,,,,,"   67",",,W","  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-01","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   79",",,W,2400",,,,,"  283",",,W","  233",",,W",,,,,,,,,"   27",",,W",,,,,,,,,,,,,,,"  250","H,,S",,,,,,,"  200",",,W","  210",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-02","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   36",",,W,2400",,,,,"  272",",,W","  228",",,W",,,,,,,,,"   23",",,W",,,,,,,,,,,,,,,"  242","H,,S",,,,,,,"  140",",,W","  150",",,W",,,,,,,,,,,"   67",",,W","   89",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-03","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   46",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W",,,,,,,,,"   18",",,W",,,,,,,,,,,,,,,"  255","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-04","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W",,,,,,,,,"   12",",,W",,,,,,,,,,,,,,,"  272","H,,S",,,,,,,"  140",",,W","  180",",,W",,,,,,,,,,,"   40",",,W","   54",",,W",,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-05","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  228",",,W",,,,,,,,,"    7",",,W",,,,,,,,,,,,,,,"  284","H,,S",,,,,,,"   70",",,W","  120",",,W",,,,,,,,,,,"   40",",,W","   49",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-06","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  361",",,W","  233",",,W",,,,,,,,,"   16",",,W",,,,,,,,,,,,,,,"  283","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-07","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  222",",,W",,,,,,,,,"   15",",,W",,,,,,,,,,,,,,,"  263","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"  103",",,W","  134",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-08","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W",,,,,,,,,"   13",",,W",,,,,,,,,,,,,,,"  267","H,,S",,,,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"   89",",,W","  125",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-09","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","  160",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  222",",,W",,,,,,,,,"   24",",,W",,,,,,,,,,,,,,,"  270","H,,S",,,,,,,"   80",",,W","   80",",,W",,,,,,,,,,,"  107",",,W","  134",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-10","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   46",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,"  246","H,,S",,,,,,,"  300",",,W","  310",",,W",,,,,,,,,,,"   76",",,W","   94",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-11","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   20",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  222",",,W",,,,,,,,,"   20",",,W",,,,,,,,,,,,,,,"  251","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,,,"  112",",,W","  148",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-12","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  217",",,W",,,,,,,,,"   16",",,W",,,,,,,,,,,,,,,"  272","H,,S",,,,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   67",",,W","   81",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-13","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W",,,,,,,,,"   13",",,W",,,,,,,,,,,,,,,"  268","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,,,"   58",",,W","   76",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-14","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W",,,,,,,,,"    9",",,W",,,,,,,,,,,,,,,"  273","H,,S",,,,,,,"  170",",,W","  150",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-15","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  200",",,W",,,,,,,,,"   14",",,W",,,,,,,,,,,,,,,"  265","H,,S",,,,,,,"  150",",,W","   90",",,W",,,,,,,,,,,"   36",",,W","   45",",,W",,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-16","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W",,,,,,,,,"   19",",,W",,,,,,,,,,,,,,,"  265","H,,S",,,,,,,"  240",",,W","  120",",,W",,,,,,,,,,,"   67",",,W","   98",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-17","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W",,,,,,,,,"   23",",,W",,,,,,,,,,,,,,,"  260","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,,,,,"   76",",,W","  130",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-18","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   13",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W",,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,"  256","H,,S",,,,,,,"  290",",,W","  300",",,W",,,,,,,,,,,"   98",",,W","  134",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-19","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W",,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,"  262","H,,S",,,,,,,"  180",",,W","  180",",,W",,,,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-20","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","   15",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  228",",,W",,,,,,,,,"   22",",,W",,,,,,,,,,,,,,,"  256","H,,S",,,,,,,"  210",",,W","  190",",,W",,,,,,,,,,,"   58",",,W","   67",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-21","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0","T,,W,2400","    0",",,H","    0",",,H","  333",",,W","  228",",,W",,,,,,,,,"   32",",,W",,,,,,,,,,,,,,,"  259","H,,S",,,,,,,"  190",",,W","  260",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-22","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W",,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,"  265","H,,S",,,,,,,"  270",",,W","  270",",,W",,,,,,,,,,,"   67",",,W","   94",",,W",,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-23","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  189",",,W",,,,,,,,,"   34",",,W",,,,,,,,,,,,,,,"  252","H,,S",,,,,,,"   70",",,W","   50",",,W",,,,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-24","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  189",",,W",,,,,,,,,"   37",",,W",,,,,,,,,,,,,,,"  247","H,,S",,,,,,,"   70",",,W","   80",",,W",,,,,,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003813","2018-08-25","32.6847","-83.6527","104.5","MACON MIDDLE GA REGIONAL AIRPORT, GA US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  172",",,W",,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,"  251","H,,S",,,,,,,"   80",",,W","   90",",,W",,,,,,,,,,,"   63",",,W","  130",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
