"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX51","SX51_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00384607","2017-12-25","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   11",",,7",,,,,"   17",",,7,0800","  128",",,7","  117",",,7","  144",",I,7","  133",",,7",,,,,,,,,,,,
"USC00384607","2017-12-26","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","   -6",",,7",,,,,"   11",",,7,0800","  128",",,7","  100",",,7","  161",",,7","  122",",,7",,,,,,,,,,,,
"USC00384607","2017-12-27","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","    6",",,7",,,,,"   33",",,7,0800","  122",",,7","  100",",,7","  150",",,7","  106",",,7",,,,,,,,,,,,
"USC00384607","2017-12-28","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   -6",",,7",,,,,"    0",",,7,0800","  111",",,7","   94",",,7","  128",",,7","  100",",,7",,,,,,,,,,,,
"USC00384607","2017-12-29","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -17",",,7",,,,,"   -6",",,7,0800","  111",",,7","   89",",,7","  117",",,7","   94",",,7",,,,,,,,,,,,
"USC00384607","2017-12-31","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -39",",,7",,,,,"   -6",",,7,0800","  100",",,7","   78",",,7","  139",",,7","   89",",,7",,,,,,,,,,,,
"USC00384607","2018-01-01","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -39",",,7",,,,,"  -33",",,7,0800","  100",",,7","   72",",,7","  111",",,7","   89",",,7",,,,,,,,,,,,
"USC00384607","2018-01-02","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7"," -122",",,7",,,,," -117",",,7,0800","   78",",,7","   50",",,7","  111",",,7","   78",",,7",,,,,,,,,,,,
"USC00384607","2018-01-03","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7"," -117",",,7",,,,,"  -50",",,7,0800","   72",",,7","   44",",,7","   89",",,7","   56",",,7",,,,,,,,,,,,
"USC00384607","2018-01-04","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -78",",,7",,,,,"  -56",",,7,0800","   67",",,7","   39",",,7","   78",",,7","   44",",,7",,,,,,,,,,,,
