"USC00469683","2018-03-02","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","  109",",,7,0700",,,,,"  139",",,7","   11",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-03","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"   67",",,7","  -17",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-04","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"   78",",,7","  -44",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-05","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"  100",",,7","  -33",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-06","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    3",",,7,0700",,,,,"  100",",,7","  -28",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-07","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"  161",",,7","   33",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-08","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","   23",",,7,0700",,,,,"   78",",,7","  -17",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-09","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"    6",",,7","  -17",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-10","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","    0",",,7,0700",,,,,"   78",",,7","  -11",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00469683","2018-03-11","38.5277","-81.91535","189.3","WINFIELD LOCKS, WV US","   23",",,7,0700",,,,,"  106",",,7","   -6",",,7",,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
