"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00305606","2018-09-06","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  250",",,7","  311",",,7,1800"
"USC00305606","2018-09-07","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  196",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","  222",",,7","  222",",,7,1800"
"USC00305606","2018-09-08","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   10",",,7,1800","    0",",,7,1800","    0",",,7,1800","  222",",,7","  178",",,7","  178",",,7,1800"
"USC00305606","2018-09-09","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   28",",,7,1800","    0",",,7,1800","    0",",,7,1800","  183",",,7","  161",",,7","  178",",,7,1800"
"USC00305606","2018-09-10","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  152",",,7,1800","    0",",,7,1800","    0",",,7,1800","  211",",,7","  144",",,7","  211",",,7,1800"
"USC00305606","2018-09-11","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  157",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  211",",,7","  283",",,7,1800"
"USC00305606","2018-09-12","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  254",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  278",",,7","  306",",,7,1800"
"USC00305606","2018-09-13","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   25",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  272",",,7","  272",",,7,1800"
"USC00305606","2018-09-14","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  272",",,7","  272",",,7,1800"
"USC00305606","2018-09-15","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  194",",,7","  239",",,7,1800"
"USC00305606","2018-09-16","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  178",",,7","  256",",,7,1800"
"USC00305606","2018-09-17","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  178",",,7","  250",",,7,1800"
"USC00305606","2018-09-18","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  335",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  239",",,7","  272",",,7,1800"
"USC00305606","2018-09-19","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   43",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  244",",,7","  244",",,7,1800"
"USC00305606","2018-09-20","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  178",",,7","  211",",,7,1800"
"USC00305606","2018-09-21","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  217",",,7","  178",",,7","  211",",,7,1800"
"USC00305606","2018-09-22","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  200",",,7","  200",",,7,1800"
"USC00305606","2018-09-23","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  200",",,7","  161",",,7","  183",",,7,1800"
"USC00305606","2018-09-24","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  189",",,7","  156",",,7","  167",",,7,1800"
"USC00305606","2018-09-25","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  117",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  106",",,7","  272",",,7,1800"
"USC00305606","2018-09-26","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  813",",,7,1800","    0",",,7,1800","    0",",,7,1800","  344",",,7","  267",",,7","  311",",,7,1800"
"USC00305606","2018-09-27","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  119",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","  200",",,7","  206",",,7,1800"
"USC00305606","2018-09-28","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  305",",,7,1800","    0",",,7,1800","    0",",,7,1800","  206",",,7","  167",",,7","  189",",,7,1800"
"USC00305606","2018-09-29","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  222",",,7","  156",",,7","  189",",,7,1800"
"USC00305606","2018-09-30","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  200",",,7","  122",",,7","  183",",,7,1800"
"USC00305606","2018-10-01","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","  144",",,7","  222",",,7,1800"
"USC00305606","2018-10-02","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  250",",,7","  206",",,7","  239",",,7,1800"
"USC00305606","2018-10-03","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  292",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","  200",",,7","  217",",,7,1800"
"USC00305606","2018-10-04","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","  172",",,7","  222",",,7,1800"
"USC00305606","2018-10-05","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   38",",,7,1800","    0",",,7,1800","    0",",,7,1800","  228",",,7","  167",",,7","  178",",,7,1800"
"USC00305606","2018-10-06","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  200",",,7","  150",",,7","  178",",,7,1800"
"USC00305606","2018-10-07","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  172",",,7","  261",",,7,1800"
"USC00305606","2018-10-08","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","  261",",,7","  206",",,7","  206",",,7,1800"
"USC00305606","2018-10-09","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  272",",,7","  200",",,7","  250",",,7,1800"
"USC00305606","2018-10-10","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    3",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  228",",,7","  261",",,7,1800"
"USC00305606","2018-10-11","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   94",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  239",",,7","  239",",,7,1800"
"USC00305606","2018-10-12","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  381",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  161",",,7","  161",",,7,1800"
"USC00305606","2018-10-13","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   56",",,7,1800","    0",",,7,1800","    0",",,7,1800","  161",",,7","   89",",,7","  144",",,7,1800"
"USC00305606","2018-10-14","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  150",",,7","   61",",,7","  133",",,7,1800"
"USC00305606","2018-10-15","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   18",",,7,1800","    0",",,7,1800","    0",",,7,1800","  211",",,7","   83",",,7","  211",",,7,1800"
"USC00305606","2018-10-16","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   20",",,7,1800","    0",",,7,1800","    0",",,7,1800","  239",",,7","   89",",,7","  117",",,7,1800"
"USC00305606","2018-10-17","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  161",",,7","   61",",,7","  133",",,7,1800"
"USC00305606","2018-10-18","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  133",",,7","   56",",,7","   78",",,7,1800"
"USC00305606","2018-10-19","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  150",",,7","   17",",,7","  133",",,7,1800"
"USC00305606","2018-10-20","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   18",",,7,1800","    0",",,7,1800","    0",",,7,1800","  167",",,7","  117",",,7","  161",",,7,1800"
"USC00305606","2018-10-21","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   15",",,7,1800","    0",",,7,1800","    0",",,7,1800","  161",",,7","   72",",,7","   78",",,7,1800"
"USC00305606","2018-10-22","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  100",",,7","   17",",,7","   89",",,7,1800"
"USC00305606","2018-10-23","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  167",",,7","   39",",,7","  133",",,7,1800"
"USC00305606","2018-10-24","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","  133",",,7","   83",",,7","  111",",,7,1800"
"USC00305606","2018-10-25","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  111",",,7","   50",",,7","   94",",,7,1800"
"USC00305606","2018-10-26","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   94",",,7","   44",",,7","   78",",,7,1800"
"USC00305606","2018-10-27","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  371",",,7,1800","    0",",,7,1800","    0",",,7,1800","  189",",,7","   56",",,7","  189",",,7,1800"
"USC00305606","2018-10-28","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   64",",,7,1800","    0",",,7,1800","    0",",,7,1800","  222",",,7","  167",",,7","  172",",,7,1800"
"USC00305606","2018-10-29","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   33",",,7,1800","    0",",,7,1800","    0",",,7,1800","  189",",,7","  150",",,7","  156",",,7,1800"
"USC00305606","2018-10-30","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  156",",,7","   78",",,7","  111",",,7,1800"
"USC00305606","2018-10-31","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  167",",,7","   11",",,7","  156",",,7,1800"
"USC00305606","2018-11-01","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  217",",,7","  144",",,7","  183",",,7,1800"
"USC00305606","2018-11-02","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   38",",,7,1800","    0",",,7,1800","    0",",,7,1800","  250",",,7","  167",",,7","  239",",,7,1800"
"USC00305606","2018-11-03","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  203",",,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","  128",",,7","  128",",,7,1800"
"USC00305606","2018-11-04","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  128",",,7","   61",",,7","  100",",,7,1800"
"USC00305606","2018-11-05","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   25",",,7,1800","    0",",,7,1800","    0",",,7,1800","  133",",,7","   33",",,7","  133",",,7,1800"
"USC00305606","2018-11-06","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  140",",,7,1800","    0",",,7,1800","    0",",,7,1800","  244",",,7","  106",",,7","  222",",,7,1800"
"USC00305606","2018-11-07","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   25",",,7,1800","    0",",,7,1800","    0",",,7,1800","  256",",,7","  150",",,7","  150",",,7,1800"
"USC00305606","2018-11-08","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  150",",,7","   83",",,7","  100",",,7,1800"
"USC00305606","2018-11-09","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0","T,,7,1800","    0",",,7,1800","    0",",,7,1800","  111",",,7","   61",",,7","  111",",,7,1800"
"USC00305606","2018-11-10","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  343",",,7,1800","    0",",,7,1800","    0",",,7,1800","  156",",,7","   44",",,7","   72",",,7,1800"
"USC00305606","2018-11-11","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  156",",,7","   44",",,7","   72",",,7,1800"
"USC00305606","2018-11-12","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  111",",,7","   44",",,7","   72",",,7,1800"
"USC00305606","2018-11-13","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  305",",,7,1800","    0",",,7,1800","    0",",,7,1800","  150",",,7","   44",",,7","  139",",,7,1800"
"USC00305606","2018-11-14","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  144",",,7","   17",",,7","   17",",,7,1800"
"USC00305606","2018-11-15","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   86",",,7,1800","   51",",,7,1800","   51",",,7,1800","   17",",,7","  -11",",,7","   11",",,7,1800"
"USC00305606","2018-11-16","40.933","-73.0191","15.2","MOUNT SINAI, NY US","  264",",,7,1800","    0",",,7,1800","    0",",,7,1800","  106",",,7","  -11",",,7","  106",",,7,1800"
"USC00305606","2018-11-17","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  106",",,7","   67",",,7","   83",",,7,1800"
"USC00305606","2018-11-18","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   83",",,7","   33",",,7","   50",",,7,1800"
"USC00305606","2018-11-19","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  128",",,7","   22",",,7","   78",",,7,1800"
"USC00305606","2018-11-20","40.933","-73.0191","15.2","MOUNT SINAI, NY US","   10",",,7,1800","    0",",,7,1800","    0",",,7,1800","  106",",,7","   67",",,7","   83",",,7,1800"
"USC00305606","2018-11-21","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   83",",,7","   -6",",,7","   50",",,7,1800"
"USC00305606","2018-11-22","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","   61",",,7","  -67",",,7","  -61",",,7,1800"
"USC00305606","2018-11-23","40.933","-73.0191","15.2","MOUNT SINAI, NY US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","    0",",,7","  -83",",,7","  -17",",,7,1800"
