"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00024157","2019-01-03","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   10",",,W,2400","    0",",,W,","    0",",,W,","   39",",,W","   11",",,W",,,,,"   61",",,W",,,,,,,,,,,,,,,,,,,,,"   18","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,,,"   94",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-04","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","    0",",,W,","   72",",,W","   17",",,W",,,,,"   57",",,W",,,,,,,,,,,,,,,,,,,,,"   44","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-05","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0",",,W,","    0",",,W,","   72",",,W","    6",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,"   26","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,,,,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-06","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    3",",,W,","    0",",,W,","   72",",,W","    6",",,W",,,,,"   67",",,W",,,,,,,,,,,,,,,,,,,,,"   41","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"  161",",,W","  210",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-07","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","    0",",,W,","   33",",,W","  -32",",,W",,,,,"   70",",,W",,,,,,,,,,,,,,,,,,,,,"    8","H,,S",,,,,"  220",",,W","  240",",,W",,,,,,,,,,,"  125",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-08","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   99",",,W,2400","   15",",,W,","    0","T,,W,","   -5",",,W","  -49",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,"  -24","H,,S",,,,,"   50",",,W","   60",",,W",,,,,,,,,,,"   72",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-09","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   69",",,W,2400","    0",",,W,","    0","T,,W,","   17",",,W","   -5",",,W",,,,,"   29",",,W",,,,,,,,,,,,,,,,,,,,,"   -4","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-10","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","    0",",,W,","   61",",,W","   -5",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,"   28","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,,,"   58",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-11","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","   28",",,W","   -5",",,W",,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,"    9","H,,S",,,,,"   70",",,W","   80",",,W",,,,,,,,,,,"   63",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-12","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","   33",",,W","  -38",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,"    3","H,,S",,,,,"   90",",,W","   90",",,W",,,,,,,,,,,"   63",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-13","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","   11",",,W","  -49",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,"  -14","H,,S",,,,,"   20",",,W","   30",",,W",,,,,,,,,,,"   54",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-14","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","    0",",,W","  -60",",,W",,,,,"   28",",,W",,,,,,,,,,,,,,,,,,,,,"  -34","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-15","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","  -10",",,W","  -71",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,"  -46","H,,S",,,,,"   50",",,W","   40",",,W",,,,,,,,,,,"   54",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-16","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","   11",",,W","  -43",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,"  -24","H,,S",,,,,"   60",",,W","   60",",,W",,,,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-17","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   76",",,W,2400","    0","T,,W,","    0",",,W,","   11",",,W","  -10",",,W",,,,,"   37",",,W",,,,,,,,,,,,,,,,,,,,,"   -1","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-18","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    3",",,W,2400","    0",",,W,","    0",",,W,","   39",",,W","    6",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,,"   16","H,,S",,,,,"  240",",,W","  220",",,W",,,,,,,,,,,"   81",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-19","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   41",",,W,2400","    0","T,,W,","    0","T,,W,","   50",",,W","    6",",,W",,,,,"   43",",,W",,,,,,,,,,,,,,,,,,,,,"   30","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"   94",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-20","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   13",",,W,2400","    0","T,,W,","    0",",,W,","   22",",,W","  -10",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,"   16","H,,S",,,,,"   20",",,W","  350",",,W",,,,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-21","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","    0",",,W,","    0",",,W","  -49",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,"  -13","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-22","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","  107",",,W,2400","   97",",,W,","    0",",,W,","   11",",,W","  -32",",,W",,,,,"   42",",,W",,,,,,,,,,,,,,,,,,,,,"  -18","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-23","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   28",",,W,2400","   18",",,W,","  130",",,W,","   33",",,W","  -55",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,"    7","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"  112",",,W","  139",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-24","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","   22",",,W","  -60",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,"  -26","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,,,"   54",",,W","   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-25","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","    6",",,W","  -16",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,"   -8","H,,S",,,,,"  260",",,W","  260",",,W",,,,,,,,,,,"   58",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-26","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","    6",",,W","  -43",",,W",,,,,"    6",",,W",,,,,,,,,,,,,,,,,,,,,"   -8","H,,S",,,,,"   10",",,W","  180",",,W",,,,,,,,,,,"   27",",,W","   40",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-27","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0",",,W,","   50",",,W,","   -5",",,W","  -49",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,,,,,"  -14","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-28","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","   50",",,W,","   -5",",,W","  -43",",,W",,,,,"   19",",,W",,,,,,,,,,,,,,,,,,,,,"  -27","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,,,"   54",",,W","   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-29","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","   28",",,W","  -82",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,,,,,"  -25","H,,S",,,,,"   40",",,W","   30",",,W",,,,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-30","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","  -21",",,W","  -93",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,,,,,"  -54","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,,,,,"   40",",,W","   49",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-01-31","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   50",",,W,","    6",",,W","  -32",",,W",,,,,"    7",",,W",,,,,,,,,,,,,,,,,,,,,"  -22","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,,,"   31",",,W","   36",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-01","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   38",",,W,2400","    0",",,W,","   50",",,W,","   39",",,W","  -38",",,W",,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,"  -14","H,,S",,,,,"  160",",,W","  180",",,W",,,,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-02","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0",",,W,","    0",",,W,","   50",",,W","   17",",,W",,,,,"   34",",,W",,,,,,,,,,,,,,,,,,,,,"   32","H,,S",,,,,"  210",",,W","  200",",,W",,,,,,,,,,,"   89",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-03","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   15",",,W,2400","    0","T,,W,","    0",",,W,","   17",",,W","  -43",",,W",,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,"   16","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   94",",,W","  116",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-04","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","    0",",,W,","  -38",",,W","  -71",",,W",,,,,"   56",",,W",,,,,,,,,,,,,,,,,,,,,"  -37","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-05","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   10",",,W,2400","   20",",,W,","   30",",,W,","  -49",",,W","  -71",",,W",,,,,"   24",",,W",,,,,,,,,,,,,,,,,,,,,"  -57","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,,,"   54",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-06","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","   30",",,W,","  -55",",,W"," -138",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,"  -78","H,,S",,,,,"  130",",,W","  150",",,W",,,,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-07","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","   30",",,W,","  -49",",,W"," -143",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,,,,," -114","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-08","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   53",",,W,2400","   99",",,W,","  100",",,W,","  -43",",,W","  -71",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,"  -63","H,,S",,,,,"   80",",,W","   90",",,W",,,,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-09","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   15",",,W,2400","   20",",,W,","  130",",,W,","  -55",",,W"," -132",",,W",,,,,"   82",",,W",,,,,,,,,,,,,,,,,,,,,"  -79","H,,S",,,,,"   50",",,W","   50",",,W",,,,,,,,,,,"  134",",,W","  179",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-10","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   46",",,W,2400","  102",",,W,","  130",",,W,","  -99",",,W"," -143",",,W",,,,,"   33",",,W",,,,,,,,,,,,,,,,,,,,," -123","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-11","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","  145",",,W,2400","  183",",,W,","  330",",,W,","  -60",",,W"," -166",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,," -103","H,,S",,,,,"   50",",,W","   60",",,W",,,,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-12","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   30",",,W,2400","   51",",,W,","  430",",,W,","   22",",,W","  -60",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,"  -48","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,,,"  112",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-13","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   20",",,W,2400","   20",",,W,","  480",",,W,","   17",",,W","  -71",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,,,,,"   -8","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-14","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   51",",,W,2400","   38",",,W,","  430",",,W,","    6",",,W","  -93",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,,,,,,,"  -43","H,,S",,,,,"   60",",,W","   60",",,W",,,,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-15","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   48",",,W,2400","   51",",,W,","  430",",,W,","    6",",,W","  -27",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,"  -14","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,,,"   63",",,W","   72",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-16","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    5",",,W,2400","   15",",,W,","  380",",,W,","    6",",,W","  -43",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,,,,,"  -22","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   45",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-17","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   10",",,W,2400","   20",",,W,","  380",",,W,","  -10",",,W"," -105",",,W",,,,,"   35",",,W",,,,,,,,,,,,,,,,,,,,,"  -17","H,,S",,,,,"   70",",,W","   60",",,W",,,,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-18","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","  360",",,W,","  -43",",,W"," -155",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,,,,,"  -86","H,,S",,,,,"  250",",,W","  260",",,W",,,,,,,,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-19","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   13",",,W,2400","   15",",,W,","  380",",,W,","  -38",",,W"," -127",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,,,,,"  -92","H,,S",,,,,"  240",",,W","  230",",,W",,,,,,,,,,,"   40",",,W","   45",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-20","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    8",",,W,2400","   20",",,W,","  380",",,W,","   -5",",,W","  -88",",,W",,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,"  -49","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-21","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","  380",",,W,","   22",",,W"," -127",",,W",,,,,"   32",",,W",,,,,,,,,,,,,,,,,,,,,"  -56","H,,S",,,,,"  230",",,W","  250",",,W",,,,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-22","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","   23",",,W,2400","   28",",,W,","  380",",,W,","  -16",",,W"," -105",",,W",,,,,"   38",",,W",,,,,,,,,,,,,,,,,,,,,"  -75","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-23","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0","T,,W,2400","    0","T,,W,","  410",",,W,","  -10",",,W","  -99",",,W",,,,,"   23",",,W",,,,,,,,,,,,,,,,,,,,,"  -46","H,,S",,,,,"  150",",,W","  150",",,W",,,,,,,,,,,"   45",",,W","   58",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024157","2019-02-24","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","    0",",,W,2400","    0",",,W,","  380",",,W,","  -10",",,W"," -132",",,W",,,,,"   30",",,W",,,,,,,,,,,,,,,,,,,,,"  -62","H,,S",,,,,"   40",",,W","   50",",,W",,,,,,,,,,,"   76",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
