"USC00505136","2018-06-24","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","  117",",,7","   -6",",,7","   89",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-06-25","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","  100",",,7","   39",",,7","   83",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-06-26","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","   89",",,7","    0",",,7","   28",",,7,1800","    1",",,7",,,,,,,,,,,,,,
"USC00505136","2018-06-27","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","   89",",,7","    0",",,7","   61",",,7,1800","    1",",,7",,,,,,,,,,,,,,
"USC00505136","2018-06-28","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","   67",",,7","    6",",,7","   17",",,7,1800","    1",",,7",,,,,,,,,,,,,,
"USC00505136","2018-06-29","70.3289","-149.6114","19.5","KUPARUK, AK US","    0","T,,7,1800","    0",",,7","    0",",,7","   44",",,7","    0",",,7","   33",",,7,1800","    1",",,7",,,,,,,,,,,,,,
"USC00505136","2018-06-30","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","   44",",,7","  -11",",,7","   33",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-07-01","70.3289","-149.6114","19.5","KUPARUK, AK US","    0",",,7,1800","    0",",,7","    0",",,7","   67",",,7","    0",",,7","   61",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-07-02","70.3289","-149.6114","19.5","KUPARUK, AK US","    0","T,,7,1800","    0",",,7","    0",",,7","  161",",,7","    0",",,7","  122",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-07-03","70.3289","-149.6114","19.5","KUPARUK, AK US","   13",",,7,1800","    0",",,7","    0",",,7","  167",",,7","   94",",,7","  167",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-07-04","70.3289","-149.6114","19.5","KUPARUK, AK US","   86",",,7,1800","    0",",,7","    0",",,7","  183",",,7","   33",",,7","   39",",,7,1800",,,,,,,,,,,,,,,,
"USC00505136","2018-07-05","70.3289","-149.6114","19.5","KUPARUK, AK US","    3",",,7,1800","    0",",,7","    0",",,7","   89",",,7","   11",",,7","   89",",,7,1800",,,,,,,,,,,,,,,,
