"USC00444101","2018-05-26","37.2992","-77.2775","12.2","HOPEWELL, VA US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  317",",,7","  211",",,7",,,,,"  311",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-05-27","37.2992","-77.2775","12.2","HOPEWELL, VA US","   69",",,7,1600",,,,,"  328",",,7","  211",",,7",,,,,"  317",",I,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-05-28","37.2992","-77.2775","12.2","HOPEWELL, VA US","   33",",,7,1600",,,,,"  306",",I,7","  206",",,7",,,,,"  233",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-05-30","37.2992","-77.2775","12.2","HOPEWELL, VA US","   36",",,7,1600",,,,,"  306",",,7","  200",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-05-31","37.2992","-77.2775","12.2","HOPEWELL, VA US","   18",",,7,1600",,,,,"  306",",,7","  211",",,7",,,,,"  294",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-06-01","37.2992","-77.2775","12.2","HOPEWELL, VA US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  328",",,7","  222",",,7",,,,,"  322",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-06-02","37.2992","-77.2775","12.2","HOPEWELL, VA US","  145",",,7,1600","    0",",,7,1600","    0",",,7,1600","  328",",,7","  211",",,7",,,,,"  239",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-06-03","37.2992","-77.2775","12.2","HOPEWELL, VA US","  663",",,7,1600","    0",",,7,1600","    0",",,7,1600","  261",",,7","  200",",,7",,,,,"  200",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-06-04","37.2992","-77.2775","12.2","HOPEWELL, VA US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  289",",,7","  144",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,,,,,
"USC00444101","2018-06-05","37.2992","-77.2775","12.2","HOPEWELL, VA US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  283",",,7","  167",",,7",,,,,"  272",",,7,1600",,,,,,,,,,,,,,,,,,
