"USC00237862","2018-05-21","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","   28",",,7,0800","    0",",,7,","    0",",,7,","  206",",,7","  144",",,7","   31",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,,,,,,,"  150",",,7,0800",,,"   54",",,7",,,,,,,,,,
"USC00237862","2018-05-22","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  211",",,7","  122",",,7","    4",",,7",,,,,,,,,"   25",",,7,0800",,,,,,,,,,,,,"  161",",,7,0800",,,"   63",",,7",,,,,,,,,,
"USC00237862","2018-05-23","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0","T,,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  161",",,7","   31",",,7",,,,,,,,,"   51",",,7,0800",,,,,,,,,,,,,"  211",",,7,0800",,,"   63",",,7",,,,,,,,,,
"USC00237862","2018-05-24","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  311",",,7","  178",",,7","   18",",,7",,,,,,,,,"   86",",,7,0800",,,,,,,,,,,,,"  194",",,7,0800",,,"   72",",,7",,,,,,,,,,
"USC00237862","2018-05-25","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","  315",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  183",",,7","    0",",,7",,,,,,,,,"   66",",,7,0800",,,,,,,,,,,,,"  183",",,7,0800",,,"   89",",,7",,,,,,,,,,
"USC00237862","2018-05-26","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  183",",,7","    0",",,7",,,,,,,,,"   56",",,7,0800",,,,,,,,,,,,,"  228",",,7,0800",,,"   49",",,7",,,,,,,,,,
"USC00237862","2018-05-27","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  206",",,7","    0",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800",,,"   67",",,7",,,,,,,,,,
"USC00237862","2018-05-28","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  200",",,7","    0",",,7",,,,,,,,,"   81",",,7,0800",,,,,,,,,,,,,"  250",",,7,0800",,,"   58",",,7",,,,,,,,,,
"USC00237862","2018-05-29","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  200",",,7","   13",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"  256",",,7,0800",,,"   80",",,7",,,,,,,,,,
"USC00237862","2018-05-30","39.39018","-94.54973","275.5","SMITHVILLE LAKE, MO US","  419",",,7,0800","    0",",,7,","    0",",,7,","  328",",,7","  167",",,7","    9",",,7",,,,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,"  201",",,7",,,,,,,,,,
