"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00152548","2018-09-10","36.8077","-87.153","188.7","ELKTON, KY US","  356",",,7,0800",,,,,"  200",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  206",",,7","  128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  228",",,7","  156",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  256",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  306",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2018-09-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2018-09-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  217",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2018-09-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2018-09-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  339",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2018-09-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  350",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-22","36.8077","-87.153","188.7","ELKTON, KY US","   28",",,7,0800",,,,,"  339",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-23","36.8077","-87.153","188.7","ELKTON, KY US","  196",",,7,0800",,,,,"  183",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-24","36.8077","-87.153","188.7","ELKTON, KY US","  224",",,7,0800",,,,,"  211",",,7","  172",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-25","36.8077","-87.153","188.7","ELKTON, KY US","  191",",,7,0800",,,,,"  239",",,7","  206",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-26","36.8077","-87.153","188.7","ELKTON, KY US","   61",",,7,0800",,,,,"  267",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-27","36.8077","-87.153","188.7","ELKTON, KY US","   10",",,7,0800",,,,,"  228",",,7","  150",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-28","36.8077","-87.153","188.7","ELKTON, KY US","  137",",,7,0800",,,,,"  172",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  239",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-09-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  250",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  289",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-02","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"  300",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-03","36.8077","-87.153","188.7","ELKTON, KY US","  124",",,7,0800",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  311",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  322",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  200",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-07","36.8077","-87.153","188.7","ELKTON, KY US","   20",",,7,0800",,,,,"  311",",,7","  178",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  317",",,7","  189",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  300",",,7","  194",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  294",",,7","  211",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  278",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  167",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-14","36.8077","-87.153","188.7","ELKTON, KY US","  574",",,7,0800",,,,,"  117",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  189",",,7","  111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  144",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  189",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  150",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-20","36.8077","-87.153","188.7","ELKTON, KY US","  142",",,7,0800",,,,,"  211",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  178",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  183",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  206",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-26","36.8077","-87.153","188.7","ELKTON, KY US","  170",",,7,0800",,,,,"  150",",,7","   89",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  128",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-29","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"  206",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  178",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-10-31","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  233",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-01","36.8077","-87.153","188.7","ELKTON, KY US","  152",",,7,0800",,,,,"  233",",,7","  161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-02","36.8077","-87.153","188.7","ELKTON, KY US","   20",",,7,0800",,,,,"  178",",,7","   56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  111",",,7","    6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  150",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-05","36.8077","-87.153","188.7","ELKTON, KY US","   69",",,7,0800",,,,,"  156",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-06","36.8077","-87.153","188.7","ELKTON, KY US","  681",",,7,0800",,,,,"  172",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-07","36.8077","-87.153","188.7","ELKTON, KY US","   15",",,7,0800",,,,,"  178",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  122",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-09","36.8077","-87.153","188.7","ELKTON, KY US","   58",",,7,0800",,,,,"  122",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","  -50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   17",",,7","  -56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-12","36.8077","-87.153","188.7","ELKTON, KY US","    3",",,7,0800",,,,,"   89",",,7","  -11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-13","36.8077","-87.153","188.7","ELKTON, KY US","   94",",,7,0800",,,,,"   67",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"    6",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-15","36.8077","-87.153","188.7","ELKTON, KY US","  221",",,7,0800",,,,,"    6",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-16","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"  -11",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   94",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-21","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   44",",,7","  -56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  100",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  133",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","   17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-26","36.8077","-87.153","188.7","ELKTON, KY US","   94",",,7,0800",,,,,"  150",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   11",",,7","  -50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -17",",,7"," -100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-29","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   44",",,7","  -78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-11-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","  122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  161",",,7","   44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-03","36.8077","-87.153","188.7","ELKTON, KY US","  262",",,7,0800",,,,,"  178",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   67",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   28",",,7","  -39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   17",",,7","  -61",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-07","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   33",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-09","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"    6",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   33",",,7","  -44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   56",",,7","  -89",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-12","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   72",",,7","  -78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7","  -11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-14","36.8077","-87.153","188.7","ELKTON, KY US","   41",",,7,0800",,,,,"  150",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  111",",,7","   78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  133",",,7","   50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-17","36.8077","-87.153","188.7","ELKTON, KY US","  394",",,7,0800",,,,,"  133",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  122",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   89",",,7","  -78",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-20","36.8077","-87.153","188.7","ELKTON, KY US","   36",",,7,0800",,,,,"  144",",,7","  -61",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-21","36.8077","-87.153","188.7","ELKTON, KY US","   13",",,7,0800",,,,,"   78",",,7","   33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   33",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-23","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-24","36.8077","-87.153","188.7","ELKTON, KY US","   64",",,7,0800",,,,,"   44",",,7","  -56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","  -50",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   89",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  117",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7","  100",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-29","36.8077","-87.153","188.7","ELKTON, KY US","  155",",,7,0800",,,,,"  150",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   17",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2018-12-31","36.8077","-87.153","188.7","ELKTON, KY US","  363",",,7,0800",,,,,"  139",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-01","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  189",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   72",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   50",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   56",",,7","   22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-05","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  100",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-06","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  122",",,7","   -6",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-07","36.8077","-87.153","188.7","ELKTON, KY US","   53",",,7,0800",,,,,"  144",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-08","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  172",",,7","   94",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  183",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-10","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   50",",,7","  -67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-11","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"    6",",,7"," -133",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-12","36.8077","-87.153","188.7","ELKTON, KY US","   99",",,7,0800",,,,,"   39",",,7"," -122",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   67",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   56",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-15","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   22",",,7","  -17",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-16","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   28",",,7","  -28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-17","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   61",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","   39",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-20","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  128",",,7","  -56",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-21","36.8077","-87.153","188.7","ELKTON, KY US","  274",",,7,0800",,,,,"  -50",",,7"," -117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-22","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -44",",,7"," -111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-23","36.8077","-87.153","188.7","ELKTON, KY US","  168",",,7,0800",,,,,"  106",",,7","  -44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-24","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  106",",,7","  -44",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-25","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   17",",,7"," -161",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-26","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -17",",,7"," -144",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-27","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   67",",,7"," -106",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-28","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   72",",,7"," -133",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-29","36.8077","-87.153","188.7","ELKTON, KY US","   15",",,7,0800",,,,,"  128",",,7"," -128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-30","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -33",",,7"," -111",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-01-31","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  -94",",,7"," -128",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-01","36.8077","-87.153","188.7","ELKTON, KY US","    5",",,7,0800",,,,,"   17",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-02","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   78",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-03","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  156",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-04","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  194",",,7","   11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-05","36.8077","-87.153","188.7","ELKTON, KY US","    8",",,7,0800",,,,,"  161",",,7","  106",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-06","36.8077","-87.153","188.7","ELKTON, KY US","  351",",,7,0800",,,,,"  211",",,7","  117",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-07","36.8077","-87.153","188.7","ELKTON, KY US","  229",",,7,0800",,,,,"  183",",,7","  139",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-08","36.8077","-87.153","188.7","ELKTON, KY US","   28",",,7,0800",,,,,"  217",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-09","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   -6",",,7","  -83",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-10","36.8077","-87.153","188.7","ELKTON, KY US","   66",",,7,0800",,,,,"   28",",,7","  -83",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-11","36.8077","-87.153","188.7","ELKTON, KY US","  333",",,7,0800",,,,,"   67",",,7","    0",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-12","36.8077","-87.153","188.7","ELKTON, KY US","  244",",,7,0800",,,,,"  139",",,7","   67",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-13","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"  128",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-14","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   83",",,7","  -11",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-15","36.8077","-87.153","188.7","ELKTON, KY US","   58",",,7,0800",,,,,"  150",",,7","   28",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-16","36.8077","-87.153","188.7","ELKTON, KY US","  155",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-17","36.8077","-87.153","188.7","ELKTON, KY US","   38",",,7,0800",,,,,"   39",",,7","  -33",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-18","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   67",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-19","36.8077","-87.153","188.7","ELKTON, KY US","    0",",,7,0800",,,,,"   33",",,7",,,,,,,,,,,,,,,,,,
"USC00152548","2019-02-20","36.8077","-87.153","188.7","ELKTON, KY US","  351",",,7,0800",,,,,"   39",",,7","  -22",",,7",,,,,,,,,,,,,,,,
"USC00152548","2019-02-21","36.8077","-87.153","188.7","ELKTON, KY US","  119",",,7,0800",,,,,"  122",",,7","    6",",,7",,,,,,,,,,,,,,,,
