"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF000414170","2018-06-11","-33.467","18.717","102.0","MALMESBURY, SF","    0",",,S","  235",",,S","   24",",,S",,,"  108","H,,S"
"SF000414170","2018-06-12","-33.467","18.717","102.0","MALMESBURY, SF",,,"  269",",,S","   49",",,S",,,"  147","H,,S"
"SF000414170","2018-06-13","-33.467","18.717","102.0","MALMESBURY, SF",,,"  294",",,S","   68",",,S",,,"  188","H,,S"
"SF000414170","2018-06-14","-33.467","18.717","102.0","MALMESBURY, SF",,,"  158",",,S","  122",",,S",,,"  137","H,,S"
"SF000414170","2018-06-15","-33.467","18.717","102.0","MALMESBURY, SF",,,"  172",",,S","  116",",,S",,,"  133","H,,S"
"SF000414170","2018-06-16","-33.467","18.717","102.0","MALMESBURY, SF",,,"  175",",,S","   80",",,S",,,"  115","H,,S"
"SF000414170","2018-06-17","-33.467","18.717","102.0","MALMESBURY, SF",,,"  185",",,S","   82",",,S",,,"  127","H,,S"
"SF000414170","2018-06-18","-33.467","18.717","102.0","MALMESBURY, SF","  109",",,S","  185",",,S","  116",",,S",,,"  137","H,,S"
"SF000414170","2018-06-19","-33.467","18.717","102.0","MALMESBURY, SF","   41",",,S","  182",",,S","   85",",,S",,,"  126","H,,S"
"SF000414170","2018-06-20","-33.467","18.717","102.0","MALMESBURY, SF","   20",",,S","  207",",,S","   53",",,S",,,"  106","H,,S"
"SF000414170","2018-06-21","-33.467","18.717","102.0","MALMESBURY, SF","    0",",,S","  207",",,S","   35",",,S",,,"  112","H,,S"
"SF000414170","2018-06-22","-33.467","18.717","102.0","MALMESBURY, SF","    3",",,S","  218",",,S","   84",",,S",,,"  143","H,,S"
"SF000414170","2018-06-23","-33.467","18.717","102.0","MALMESBURY, SF","    3",",,S","  218",",,S","   75",",,S",,,"  126","H,,S"
"SF000414170","2018-06-24","-33.467","18.717","102.0","MALMESBURY, SF","   20",",,S","  172",",,S","  104",",,S",,,"  129","H,,S"
"SF000414170","2018-06-25","-33.467","18.717","102.0","MALMESBURY, SF","    0",",,S","  205",",,S","   55",",,S",,,"  111","H,,S"
"SF000414170","2018-06-26","-33.467","18.717","102.0","MALMESBURY, SF",,,"  205",",,S","   44",",,S",,,"   90","H,,S"
