"USC00051932","2018-06-30","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,,,,,"  311",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-01","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  228",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-02","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  283",",,7","   50",",,7","    5",",,7",,,"    0",",,7",,,"   89",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-03","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730",,,,,,,,,,,,,"  133",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-04","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  322",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-05","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  328",",,7","  106",",,7",,,,,,,,,"  133",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-06","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  333",",,7","  128",",,7",,,,,,,,,"  139",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-07","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  328",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-08","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  344",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-09","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  344",",,7","  156",",,7","    3",",,7",,,"    0",",,7",,,"  178",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-10","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    3",",,7,0730","    0",",,7,","    0",",,7,0730","  356",",,7","  167",",,7",,,,,,,,,"  178",",,7,0730",,,"    1",",,7",,,,,,,,
"USC00051932","2018-07-11","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  350",",,7","  128",",,7",,,,,,,,,"  156",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-12","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  333",",,7","  133",",,7",,,,,,,,,"  139",",,7,0730",,,"    1",",,7",,,,,,,,
"USC00051932","2018-07-13","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  294",",,7","  139",",,7",,,,,,,,,"  167",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-14","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  339",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-15","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  344",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00051932","2018-07-16","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US",,,"    0",",,7,","    0",",,7,0730","  283",",,7","  111",",,7","    3",",,7",,,"    0",",,7",,,"  133",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-17","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  317",",,7","  100",",,7",,,,,,,,,"  133",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-18","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  328",",,7","  133",",,7",,,,,,,,,"  161",",,7,0730",,,,,,,,,,,,
"USC00051932","2018-07-19","40.45155","-107.5906","1980.0","CRAIG 4 SW, CO US","    0",",,7,0730","    0",",,7,","    0",",,7,0730","  333",",,7","  106",",,7",,,,,,,,,"  117",",,7,0730",,,,,,,,,,,,
