"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00051964","2018-07-16","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  122",",,7",,,,,"  128",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-17","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  100",",,7",,,,,"  128",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-18","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","   89",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-19","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  128",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-20","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  128",",,7",,,,,"  161",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-21","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  122",",,7",,,,,"  167",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-22","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  117",",,7",,,,,"  161",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-23","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   84",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  122",",,7",,,,,"  122",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-07-24","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  100",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-25","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  106",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-26","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  100",",,7",,,,,"  128",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-07-27","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  106",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-28","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   38",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","   72",",,7",,,,,"   89",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-07-29","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   25",",,7,2400","    0","T,,7,2400","    0",",,7,2400","  278",",,7","   67",",,7",,,,,"  167",",,7,2400",,,"    1",",,7",,,"    1",",,7",,,,
"USC00051964","2018-07-30","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","   83",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-07-31","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   83",",,7",,,,,"  150",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-01","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  106",",,7",,,,,"  111",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-08-02","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  106",",,7",,,,,"  178",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-03","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  106",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-04","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   15",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","   83",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-05","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","   94",",,7",,,,,"  156",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-08-06","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  117",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-07","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  106",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-08","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  106",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-09","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  100",",,7",,,,,"  128",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00051964","2018-08-10","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","   78",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-11","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   78",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-12","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","   89",",,7",,,,,"  128",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-13","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   89",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-14","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","   94",",,7",,,,,"  161",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-15","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  133",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-16","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  117",",,7",,,,,"  133",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-17","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","   83",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-18","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  106",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-19","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","   78",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-20","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","   61",",,7",,,,,"  156",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-21","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   48",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  111",",,7",,,,,"  111",",,7,2400","    1",",,7","    1",",,7",,,,,,,,
"USC00051964","2018-08-22","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  217",",,7","   89",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-23","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","   83",",,7",,,,,"  111",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-08-24","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   61",",,7",,,,,"  183",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-25","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  122",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-26","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","   83",",,7",,,,,"  100",",,7,2400","    1",",,7","    1",",,7",,,,,,,,
"USC00051964","2018-08-27","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","   72",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-28","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","   78",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-29","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   67",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-30","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","   72",",,7",,,,,"  133",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-08-31","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  100",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-01","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","   89",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-02","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   72",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-03","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   38",",,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","   83",",,7",,,,,"  111",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-09-04","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   67",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-05","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   78",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-06","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   78",",,7",,,,,"   83",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-07","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   56",",,7",,,,,,,,,,,,,,,,,,
"USC00051964","2018-09-08","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","   56",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-09","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","   94",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-10","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   56",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-11","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","   78",",,7",,,,,"  117",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-12","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","   61",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-13","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   89",",,7",,,,,"  128",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-14","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","   39",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-15","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   83",",,7",,,,,"  139",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-16","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   89",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-17","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","   83",",,7",,,,,"  144",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-18","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  106",",,7",,,,,"  156",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-19","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   33",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  100",",,7",,,,,"  100",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-09-20","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   94",",,7,2400","    0",",,7,2400","    0",",,7,2400","  211",",,7","   78",",,7",,,,,"   89",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-09-21","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   44",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-22","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   50",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-23","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   56",",,7",,,,,"  106",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-24","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   72",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-25","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","   56",",,7",,,,,"   56",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-26","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   28",",,7",,,,,"   67",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-27","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  233",",,7","   11",",,7",,,,,"   89",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-28","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","   33",",,7",,,,,"  100",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-29","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","   56",",,7",,,,,"  111",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-09-30","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","   56",",,7",,,,,"  128",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-01","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  206",",,7","   94",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-02","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  100",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-03","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  106",",,7",,,,,"  122",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-04","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","   67",",,7",,,,,"   67",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-05","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  189",",,7","   33",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-06","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  -11",",,7",,,,,"   94",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-07","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   13",",,7,2400","    0",",,7,2400","    0",",,7,2400","  161",",,7","   39",",,7",,,,,"   44",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-08","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  111",",,7","    6",",,7",,,,,"    6",",,7,2400","    1",",,7",,,,,"    1",",,7",,,,
"USC00051964","2018-10-09","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   89",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,
"USC00051964","2018-10-10","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    3",",,7,2400","    0",",,7,2400","  100",",,7","    6",",,7",,,,,"   22",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-11","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7,2400","  122",",,7","   22",",,7",,,,,"   28",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-12","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  144",",,7","   11",",,7",,,,,"   17",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-13","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  -28",",,7",,,,,"   22",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-14","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    3",",,7,2400","    0","T,,7,2400","    0",",,7,2400","  111",",,7","  -56",",,7",,,,,"  -56",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-15","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","   78",",,7"," -100",",,7",,,,,"  -39",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-16","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","  -72",",,7",,,,,"  -11",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-17","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  122",",,7","  -11",",,7",,,,,"   50",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-18","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","  -11",",,7",,,,,"  -11",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-19","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","  -44",",,7",,,,,"    0",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-20","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  156",",,7","  -39",",,7",,,,,"   22",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-21","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  167",",,7","  -22",",,7",,,,,"   44",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-22","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  183",",,7","    6",",,7",,,,,"   56",",,7,2400",,,,,,,,,,,,
"USC00051964","2018-10-23","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","   33",",,7",,,,,"   50",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-24","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","  119",",,7,2400","    0",",,7,2400","    0",",,7,2400","   72",",,7","   22",",,7",,,,,"   22",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-25","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  128",",,7","   -6",",,7",,,,,"   -6",",,7,2400","    1",",,7",,,,,,,,,,
"USC00051964","2018-10-26","37.9806","-105.6897","2439.6","CRESTONE 2 SE, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  133",",,7","  -22",",,7",,,,,"   11",",,7,2400",,,,,,,,,,,,
