"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00018116","2018-12-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    6",",,a","  193",",,a","  154",",,a",,,,,,,,,,
"ASN00018116","2018-12-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  205",",,a","  143",",,a",,,,,,,,,,
"ASN00018116","2018-12-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  222",",,a","  120",",,a",,,,,,,,,,
"ASN00018116","2018-12-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  304",",,a","  108",",,a",,,,,,,,,,
"ASN00018116","2018-12-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  353",",,a","  139",",,a",,,,,,,,,,
"ASN00018116","2018-12-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  335",",,a","  177",",,a",,,,,,,,,,
"ASN00018116","2018-12-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  372",",,a","  147",",,a",,,,,,,,,,
"ASN00018116","2018-12-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  430",",,a","  207",",,a",,,,,,,,,,
"ASN00018116","2018-12-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  321",",,a","  221",",,a",,,,,,,,,,
"ASN00018116","2018-12-29","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  247",",,a","  177",",,a",,,,,,,,,,
"ASN00018116","2018-12-30","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  234",",,a","  161",",,a",,,,,,,,,,
"ASN00018116","2018-12-31","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  265",",,a","  114",",,a",,,,,,,,,,
"ASN00018116","2019-01-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  278",",,a","  128",",,a",,,,,,,,,,
"ASN00018116","2019-01-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  312",",,a","  149",",,a",,,,,,,,,,
"ASN00018116","2019-01-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  434",",,a","  154",",,a",,,,,,,,,,
"ASN00018116","2019-01-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  246",",,a","  184",",,a",,,,,,,,,,
"ASN00018116","2019-01-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  242",",,a","  141",",,a",,,,,,,,,,
"ASN00018116","2019-01-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  240",",,a","  131",",,a",,,,,,,,,,
"ASN00018116","2019-01-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  251",",,a","  159",",,a",,,,,,,,,,
"ASN00018116","2019-01-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  248",",,a","  156",",,a",,,,,,,,,,
"ASN00018116","2019-01-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  225",",,a","  134",",,a",,,,,,,,,,
"ASN00018116","2019-01-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  261",",,a","  126",",,a",,,,,,,,,,
"ASN00018116","2019-01-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  412",",,a","  137",",,a",,,,,,,,,,
"ASN00018116","2019-01-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  256",",,a","  173",",,a",,,,,,,,,,
"ASN00018116","2019-01-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  285",",,a","  144",",,a",,,,,,,,,,
"ASN00018116","2019-01-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  371",",,a","  143",",,a",,,,,,,,,,
"ASN00018116","2019-01-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  380",",,a","  204",",,a",,,,,,,,,,
"ASN00018116","2019-01-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  400",",,a","  203",",,a",,,,,,,,,,
"ASN00018116","2019-01-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  393",",,a","  214",",,a",,,,,,,,,,
"ASN00018116","2019-01-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  239",",,a","  181",",,a",,,,,,,,,,
"ASN00018116","2019-01-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    6",",,a","  253",",,a","  165",",,a",,,,,,,,,,
"ASN00018116","2019-01-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  302",",,a","  157",",,a",,,,,,,,,,
"ASN00018116","2019-01-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  340",",,a","  167",",,a",,,,,,,,,,
"ASN00018116","2019-01-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  394",",,a","  193",",,a",,,,,,,,,,
"ASN00018116","2019-01-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  403",",,a","  194",",,a",,,,,,,,,,
"ASN00018116","2019-01-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  470",",,a","  258",",,a",,,,,,,,,,
"ASN00018116","2019-01-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  282",",,a","  213",",,a",,,,,,,,,,
"ASN00018116","2019-01-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  294",",,a","  161",",,a",,,,,,,,,,
"ASN00018116","2019-01-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  261",",,a","  137",",,a",,,,,,,,,,
"ASN00018116","2019-01-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  304",",,a","  125",",,a",,,,,,,,,,
"ASN00018116","2019-01-29","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  349",",,a","  147",",,a",,,,,,,,,,
"ASN00018116","2019-01-30","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  392",",,a","  167",",,a",,,,,,,,,,
"ASN00018116","2019-01-31","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  228",",,a","  167",",,a",,,,,,,,,,
"ASN00018116","2019-02-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  276",",,a","  134",",,a",,,,,,,,,,
"ASN00018116","2019-02-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  389",",,a","  157",",,a",,,,,,,,,,
"ASN00018116","2019-02-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  378",",,a","  206",",,a",,,,,,,,,,
"ASN00018116","2019-02-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  252",",,a","  183",",,a",,,,,,,,,,
"ASN00018116","2019-02-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  259",",,a","  174",",,a",,,,,,,,,,
"ASN00018116","2019-02-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    6",",,a","  284",",,a","  177",",,a",,,,,,,,,,
"ASN00018116","2019-02-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  262",",,a","  173",",,a",,,,,,,,,,
"ASN00018116","2019-02-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  254",",,a","  143",",,a",,,,,,,,,,
"ASN00018116","2019-02-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  225",",,a","  134",",,a",,,,,,,,,,
"ASN00018116","2019-02-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  263",",,a","  130",",,a",,,,,,,,,,
"ASN00018116","2019-02-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  284",",,a","  140",",,a",,,,,,,,,,
"ASN00018116","2019-02-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    4",",,a","  209",",,a","  148",",,a",,,,,,,,,,
"ASN00018116","2019-02-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  210",",,a","  105",",,a",,,,,,,,,,
"ASN00018116","2019-02-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  246",",,a","   85",",,a",,,,,,,,,,
"ASN00018116","2019-02-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  304",",,a","  133",",,a",,,,,,,,,,
"ASN00018116","2019-02-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  313",",,a","  148",",,a",,,,,,,,,,
"ASN00018116","2019-02-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  355",",,a","  165",",,a",,,,,,,,,,
"ASN00018116","2019-02-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  230",",,a","  169",",,a",,,,,,,,,,
"ASN00018116","2019-02-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  242",",,a","  140",",,a",,,,,,,,,,
"ASN00018116","2019-02-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  247",",,a","  128",",,a",,,,,,,,,,
"ASN00018116","2019-02-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  249",",,a","  163",",,a",,,,,,,,,,
"ASN00018116","2019-02-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  300",",,a","  137",",,a",,,,,,,,,,
"ASN00018116","2019-02-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  340",",,a","  149",",,a",,,,,,,,,,
"ASN00018116","2019-02-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  381",",,a","  158",",,a",,,,,,,,,,
"ASN00018116","2019-02-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  394",",,a","  203",",,a",,,,,,,,,,
"ASN00018116","2019-02-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  296",",,a","  170",",,a",,,,,,,,,,
"ASN00018116","2019-02-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a",,,"  183",",,a",,,,,,,,,,
"ASN00018116","2019-02-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS",,,"  345",",,a",,,,,,,,,,,,
"ASN00018116","2019-03-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  418",",,a","  208",",,a",,,,,,,,,,
"ASN00018116","2019-03-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  412",",,a","  298",",,a",,,,,,,,,,
"ASN00018116","2019-03-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  294",",,a","  188",",,a",,,,,,,,,,
"ASN00018116","2019-03-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  262",",,a","  154",",,a",,,,,,,,,,
"ASN00018116","2019-03-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  264",",,a","  156",",,a",,,,,,,,,,
"ASN00018116","2019-03-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  212",",,a","  109",",,a",,,,,,,,,,
"ASN00018116","2019-03-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  280",",,a","  106",",,a",,,,,,,,,,
"ASN00018116","2019-03-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  322",",,a","  148",",,a",,,,,,,,,,
"ASN00018116","2019-03-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  287",",,a","  177",",,a",,,,,,,,,,
"ASN00018116","2019-03-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  288",",,a","  164",",,a",,,,,,,,,,
"ASN00018116","2019-03-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  263",",,a","  163",",,a",,,,,,,,,,
"ASN00018116","2019-03-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  217",",,a","  164",",,a",,,,,,,,,,
"ASN00018116","2019-03-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  221",",,a","  109",",,a",,,,,,,,,,
"ASN00018116","2019-03-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  241",",,a","   96",",,a",,,,,,,,,,
"ASN00018116","2019-03-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  240",",,a","  139",",,a",,,,,,,,,,
"ASN00018116","2019-03-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  305",",,a","  133",",,a",,,,,,,,,,
"ASN00018116","2019-03-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  285",",,a","  144",",,a",,,,,,,,,,
"ASN00018116","2019-03-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  264",",,a","  165",",,a",,,,,,,,,,
"ASN00018116","2019-03-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  255",",,a","  164",",,a",,,,,,,,,,
"ASN00018116","2019-03-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  270",",,a","  150",",,a",,,,,,,,,,
"ASN00018116","2019-03-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  240",",,a","  166",",,a",,,,,,,,,,
"ASN00018116","2019-03-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  272",",,a","  182",",,a",,,,,,,,,,
"ASN00018116","2019-03-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  265",",,a","  151",",,a",,,,,,,,,,
"ASN00018116","2019-03-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  264",",,a","  154",",,a",,,,,,,,,,
"ASN00018116","2019-03-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  201",",,a","  128",",,a",,,,,,,,,,
"ASN00018116","2019-03-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  211",",,a","   98",",,a",,,,,,,,,,
"ASN00018116","2019-03-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  259",",,a","  106",",,a",,,,,,,,,,
"ASN00018116","2019-03-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  310",",,a","  118",",,a",,,,,,,,,,
"ASN00018116","2019-03-29","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  211",",,a","  167",",,a",,,,,,,,,,
"ASN00018116","2019-03-30","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  202",",,a","   77",",,a",,,,,,,,,,
"ASN00018116","2019-03-31","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  228",",,a","  118",",,a",,,,,,,,,,
"ASN00018116","2019-04-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  231",",,a","   98",",,a",,,,,,,,,,
"ASN00018116","2019-04-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  294",",,a","  120",",,a",,,,,,,,,,
"ASN00018116","2019-04-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  295",",,a","  173",",,a",,,,,,,,,,
"ASN00018116","2019-04-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  336",",,a","  192",",,a",,,,,,,,,,
"ASN00018116","2019-04-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  346",",,a","  229",",,a",,,,,,,,,,
"ASN00018116","2019-04-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  233",",,a","  117",",,a",,,,,,,,,,
"ASN00018116","2019-04-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  250",",,a","   99",",,a",,,,,,,,,,
"ASN00018116","2019-04-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  241",",,a","  117",",,a",,,,,,,,,,
"ASN00018116","2019-04-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  182",",,a","  106",",,a",,,,,,,,,,
"ASN00018116","2019-04-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  186",",,a","  102",",,a",,,,,,,,,,
"ASN00018116","2019-04-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  240",",,a","   86",",,a",,,,,,,,,,
"ASN00018116","2019-04-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  271",",,a","  130",",,a",,,,,,,,,,
"ASN00018116","2019-04-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  232",",,a","  140",",,a",,,,,,,,,,
"ASN00018116","2019-04-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  305",",,a","  154",",,a",,,,,,,,,,
"ASN00018116","2019-04-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  307",",,a","  216",",,a",,,,,,,,,,
"ASN00018116","2019-04-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  352",",,a","  166",",,a",,,,,,,,,,
"ASN00018116","2019-04-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  260",",,a","  215",",,a",,,,,,,,,,
"ASN00018116","2019-04-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  265",",,a","  118",",,a",,,,,,,,,,
"ASN00018116","2019-04-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  331",",,a","  140",",,a",,,,,,,,,,
"ASN00018116","2019-04-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  314",",,a","  217",",,a",,,,,,,,,,
"ASN00018116","2019-04-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  192",",,a","  118",",,a",,,,,,,,,,
"ASN00018116","2019-04-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  187",",,a","   89",",,a",,,,,,,,,,
"ASN00018116","2019-04-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  187",",,a","   89",",,a",,,,,,,,,,
"ASN00018116","2019-04-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  200",",,a","   93",",,a",,,,,,,,,,
"ASN00018116","2019-04-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  227",",,a","  121",",,a",,,,,,,,,,
"ASN00018116","2019-04-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  193",",,a","  134",",,a",,,,,,,,,,
"ASN00018116","2019-04-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  187",",,a","  130",",,a",,,,,,,,,,
"ASN00018116","2019-04-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  191",",,a","   73",",,a",,,,,,,,,,
"ASN00018116","2019-04-29","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  257",",,a","   87",",,a",,,,,,,,,,
"ASN00018116","2019-04-30","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  245",",,a","  166",",,a",,,,,,,,,,
"ASN00018116","2019-05-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","  116",",,a","  171",",,a","  102",",,a",,,,,,,,,,
"ASN00018116","2019-05-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   38",",,a","  173",",,a","  105",",,a",,,,,,,,,,
"ASN00018116","2019-05-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  177",",,a","  101",",,a",,,,,,,,,,
"ASN00018116","2019-05-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  167",",,a","   96",",,a",,,,,,,,,,
"ASN00018116","2019-05-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  182",",,a","   89",",,a",,,,,,,,,,
"ASN00018116","2019-05-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  217",",,a","   81",",,a",,,,,,,,,,
"ASN00018116","2019-05-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  184",",,a","  145",",,a",,,,,,,,,,
"ASN00018116","2019-05-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  167",",,a","   96",",,a",,,,,,,,,,
"ASN00018116","2019-05-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   14",",,a","  131",",,a","   94",",,a",,,,,,,,,,
"ASN00018116","2019-05-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  140",",,a","   55",",,a",,,,,,,,,,
"ASN00018116","2019-05-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    6",",,a","  156",",,a","   83",",,a",,,,,,,,,,
"ASN00018116","2019-05-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  182",",,a","  120",",,a",,,,,,,,,,
"ASN00018116","2019-05-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  203",",,a","   86",",,a",,,,,,,,,,
"ASN00018116","2019-05-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  206",",,a","   74",",,a",,,,,,,,,,
"ASN00018116","2019-05-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  213",",,a","   74",",,a",,,,,,,,,,
"ASN00018116","2019-05-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  221",",,a","   83",",,a",,,,,,,,,,
"ASN00018116","2019-05-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  237",",,a","  107",",,a",,,,,,,,,,
"ASN00018116","2019-05-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  242",",,a","  132",",,a",,,,,,,,,,
"ASN00018116","2019-05-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   12",",,a","  209",",,a","  150",",,a",,,,,,,,,,
"ASN00018116","2019-05-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  202",",,a","  122",",,a",,,,,,,,,,
"ASN00018116","2019-05-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  249",",,a","  125",",,a",,,,,,,,,,
"ASN00018116","2019-05-22","-33.7081","136.5026","175.0","CLEVE AERODROME, AS",,,"  204",",,a",,,,,,,,,,,,
"ASN00018116","2019-05-23","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  275",",,a","   94",",,a",,,,,,,,,,
"ASN00018116","2019-05-24","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  221",",,a","  179",",,a",,,,,,,,,,
"ASN00018116","2019-05-25","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  169",",,a","  121",",,a",,,,,,,,,,
"ASN00018116","2019-05-26","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   36",",,a","  156",",,a","   82",",,a",,,,,,,,,,
"ASN00018116","2019-05-27","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   18",",,a","  143",",,a","   96",",,a",,,,,,,,,,
"ASN00018116","2019-05-28","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  174",",,a","  100",",,a",,,,,,,,,,
"ASN00018116","2019-05-29","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  146",",,a","   99",",,a",,,,,,,,,,
"ASN00018116","2019-05-30","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   22",",,a","  136",",,a","   54",",,a",,,,,,,,,,
"ASN00018116","2019-05-31","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  133",",,a","   70",",,a",,,,,,,,,,
"ASN00018116","2019-06-01","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   54",",,a","  135",",,a","  104",",,a",,,,,,,,,,
"ASN00018116","2019-06-02","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  149",",,a","   92",",,a",,,,,,,,,,
"ASN00018116","2019-06-03","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    4",",,a","  136",",,a","   83",",,a",,,,,,,,,,
"ASN00018116","2019-06-04","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  131",",,a","   86",",,a",,,,,,,,,,
"ASN00018116","2019-06-05","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  136",",,a","   92",",,a",,,,,,,,,,
"ASN00018116","2019-06-06","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  148",",,a","   43",",,a",,,,,,,,,,
"ASN00018116","2019-06-07","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  181",",,a","   22",",,a",,,,,,,,,,
"ASN00018116","2019-06-08","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  180",",,a","   78",",,a",,,,,,,,,,
"ASN00018116","2019-06-09","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  178",",,a","  108",",,a",,,,,,,,,,
"ASN00018116","2019-06-10","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   16",",,a","  186",",,a","  107",",,a",,,,,,,,,,
"ASN00018116","2019-06-11","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  243",",,a","   90",",,a",,,,,,,,,,
"ASN00018116","2019-06-12","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","  108",",,a","  172",",,a","  139",",,a",,,,,,,,,,
"ASN00018116","2019-06-13","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    4",",,a","  166",",,a","  104",",,a",,,,,,,,,,
"ASN00018116","2019-06-14","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  168",",,a","  108",",,a",,,,,,,,,,
"ASN00018116","2019-06-15","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    4",",,a","  164",",,a","   90",",,a",,,,,,,,,,
"ASN00018116","2019-06-16","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  159",",,a","   95",",,a",,,,,,,,,,
"ASN00018116","2019-06-17","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    2",",,a","  149",",,a","   83",",,a",,,,,,,,,,
"ASN00018116","2019-06-18","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    8",",,a","  134",",,a","   60",",,a",,,,,,,,,,
"ASN00018116","2019-06-19","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  136",",,a","   37",",,a",,,,,,,,,,
"ASN00018116","2019-06-20","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","    0",",,a","  133",",,a","   50",",,a",,,,,,,,,,
"ASN00018116","2019-06-21","-33.7081","136.5026","175.0","CLEVE AERODROME, AS","   42",",,a","  148",",,a","   59",",,a",,,,,,,,,,
