"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00238466","2018-09-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  109",",,7,0730",,,,,"  261",",,7","  217",",,7",,,,,,,,,"    8",",,7,0730",,,,,,,,,"  261",",,7","  222",",,7,0730",,
"USC00238466","2018-09-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  191",",,7,0730",,,,,"  244",",,7","  178",",,7",,,,,,,,,"   13",",,7,0730",,,,,,,,,"  256",",,7","  178",",,7,0730",,
"USC00238466","2018-09-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  175",",,7,0730",,,,,"  189",",,7","  167",",,7",,,,,,,,,"    0",",,7,0730",,,,,,,,,"  244",",,7","  167",",,7,0730",,
"USC00238466","2018-09-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  217",",,7","  139",",,7",,,,,,,,,"   36",",,7,0730",,,,,,,,,"  244",",,7","  139",",,7,0730",,
"USC00238466","2018-09-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  289",",,7","  139",",,7",,,,,,,,,"   53",",,7,0730",,,,,,,,,"  244",",,7","  161",",,7,0730",,
"USC00238466","2018-09-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  294",",,7","  139",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,"  244",",,7","  150",",,7,0730",,
"USC00238466","2018-09-13","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US",,,,,,,"  294",",,7","  139",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,"  244",",,7","  172",",,7,0730",,
"USC00238466","2018-09-14","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  317",",,7","  144",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,"  256",",,7","  194",",,7,0730",,
"USC00238466","2018-09-15","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  350",",,7","  194",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,"  250",",,7","  211",",,7,0730",,
"USC00238466","2018-09-16","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  344",",,7","  189",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,"  250",",,7","  206",",,7,0730",,
"USC00238466","2018-09-17","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US",,,,,,,"  339",",,7","  189",",,7",,,,,,,,,"   56",",,7,0730",,,,,,,,,"  256",",,7","  189",",,7,0730",,
"USC00238466","2018-09-18","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  344",",,7","  189",",,7",,,,,,,,,"   41",",,7,0730",,,,,,,,,"  244",",,7","  194",",,7,0730",,
"USC00238466","2018-09-20","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  356",",,7","  194",",,7",,,,,,,,,"   76",",,7,0730",,,,,,,,,"  272",",,7","  244",",,7,0730",,
"USC00238466","2018-09-21","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  339",",,7","  222",",,7",,,,,,,,,"   66",",,7,0730",,,,,,,,,"  267",",,7","  222",",,7,0730",,
"USC00238466","2018-09-22","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  256",",,7","  122",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  256",",,7","  128",",,7,0730",,
"USC00238466","2018-09-23","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US",,,,,,,"  261",",,7","  122",",,7",,,,,,,,,"   51",",,7,0730",,,,,,,,,"  256",",,7","  128",",,7,0730",,
"USC00238466","2018-09-24","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  267",",,7","  122",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,"  250",",,7","  189",",,7,0730",,
"USC00238466","2018-09-25","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  233",",,7","  189",",,7",,,,,,,,,"   15",",,7,0730",,,,,,,,,"  250",",,7","  211",",,7,0730",,
"USC00238466","2018-09-26","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   25",",,7,0730",,,,,"  300",",,7","  128",",,7",,,,,,,,,"   46",",,7,0730",,,,,,,,,"  250",",,7","  128",",,7,0730",,
"USC00238466","2018-09-27","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  300",",,7","   78",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,"  244",",,7","   89",",,7,0730",,
"USC00238466","2018-09-28","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  300",",,7","   78",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  239",",,7","   94",",,7,0730",,
"USC00238466","2018-09-29","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  233",",,7","   94",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  239",",,7","  150",",,7,0730",,
"USC00238466","2018-09-30","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  272",",,7","  117",",,7",,,,,,,,,"   38",",,7,0730",,,,,,,,,"  228",",,7","  183",",,7,0730",,
"USC00238466","2018-10-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  278",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,"  233",",,7","  183",",,7,0730",,
"USC00238466","2018-10-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  289",",,7","  172",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  233",",,7","  183",",,7,0730",,
"USC00238466","2018-10-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  311",",,7","  183",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  233",",,7","  228",",,7,0730",,
"USC00238466","2018-10-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   51",",,7,0730",,,,,"  317",",,7","  172",",,7",,,,,,,,,"   43",",,7,0730",,,,,,,,,"  233",",,7","  172",",,7,0730",,
"USC00238466","2018-10-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  172",",,7","  133",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,"  228",",,7","  161",",,7,0730",,
"USC00238466","2018-10-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  317",",,7","  161",",,7",,,,,,,,,"   13",",,7,0730",,,,,,,,,"  233",",,7","  233",",,7,0730",,
"USC00238466","2018-10-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   56",",,7,0730",,,,,"  256",",,7","  161",",,7",,,,,,,,,"   18",",,7,0730",,,,,,,,,"  228",",,7","  172",",,7,0730",,
"USC00238466","2018-10-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   48",",,7,0730",,,,,"  250",",,7","  172",",,7",,,,,,,,,"   13",",,7,0730",,,,,,,,,"  228",",,7","  211",",,7,0730",,
"USC00238466","2018-10-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  300",",,7","  206",",,7",,,,,,,,,"   33",",,7,0730",,,,,,,,,"  228",",,7","  222",",,7,0730",,
"USC00238466","2018-10-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  229",",,7,0730",,,,,"  267",",,7","  139",",,7",,,,,,,,,"   23",",,7,0730",,,,,,,,,"  228",",,7","  150",",,7,0730",,
"USC00238466","2018-10-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  156",",,7","   67",",,7",,,,,,,,,"   30",",,7,0730",,,,,,,,,"  217",",,7","   67",",,7,0730",,
"USC00238466","2018-10-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   15",",,7,0730",,,,,"  156",",,7","   61",",,7",,,,,,,,,"   25",",,7,0730",,,,,,,,,"  211",",,7","   72",",,7,0730",,
"USC00238466","2018-10-13","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   74",",,7,0730",,,,,"   89",",,7","   72",",,7",,,,,,,,,"    5",",,7,0730",,,,,,,,,"  211",",,7","   78",",,7,0730",,
"USC00238466","2018-10-14","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   13",",,7,0730",,,,,"  117",",,7","   72",",,7",,,,,,,,,"   13",",,7,0730",,,,,,,,,"  206",",,7","  100",",,7,0730",,
"USC00238466","2018-10-15","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  128",",,7","   28",",,7",,,,,,,,,"   10",",,7,0730",,,,,,,,,"  194",",,7","   28",",,7,0730",,
"USC00238466","2018-10-16","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   13",",,7,0730",,,,,"  156",",,7","   28",",,7",,,,,,,,,"   13",",,7,0730",,,,,,,,,"  189",",,7","   67",",,7,0730",,
"USC00238466","2018-10-17","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  172",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7","   67",",,7,0730",,
"USC00238466","2018-10-18","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  200",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7","   56",",,7,0730",,
"USC00238466","2018-10-19","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  211",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,"  183",",,7","  117",",,7,0730",,
"USC00238466","2018-10-20","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  139",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,"  178",",,7","   72",",,7,0730",,
"USC00238466","2018-10-21","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  189",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7","    6",",,7,0730",,
"USC00238466","2018-10-22","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  189",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7","   72",",,7,0730",,
"USC00238466","2018-10-23","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  233",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7","   72",",,7,0730",,
"USC00238466","2018-10-24","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  211",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7","   44",",,7,0730",,
"USC00238466","2018-10-25","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   36",",,7,0730",,,,,"  178",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"  167",",,7","   78",",,7,0730",,
"USC00238466","2018-10-26","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   64",",,7,0730",,,,,"  133",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7","   78",",,7,0730",,
"USC00238466","2018-10-27","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  139",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7","   61",",,7,0730",,
"USC00238466","2018-10-28","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  233",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7","  139",",,7,0730",,
"USC00238466","2018-10-29","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  206",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7","   33",",,7,0730",,
"USC00238466","2018-10-30","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  233",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7","  156",",,7,0730",,
"USC00238466","2018-10-31","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  160",",,7,0730",,,,,"  222",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7","  106",",,7,0730",,
"USC00238466","2018-11-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   23",",,7,0730",,,,,"  144",",,7","   83",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   33",",,7,0730",,,,,"  100",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   13",",,7,0730",,,,,"   94",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  173",",,7,0730",,,,,"  161",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    5",",,7,0730",,,,,"  100",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  107",",,7,0730",,,,,"  111",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    5",",,7,0730",,,,,"  117",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  117",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   61",",,7,0730",,,,,"   72",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   72",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   56",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   10",",,7,0730",,,,,"   67",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-13","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   41",",,7,0730",,,,,"   11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-14","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   13",",,7,0730",,,,,"  -11",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-15","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   44",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-16","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-17","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  139",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-18","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  128",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-19","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   17",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-20","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   94",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-21","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   89",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-22","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  172",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-23","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  178",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-24","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  102",",,7,0730",,,,,"   89",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-25","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  178",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-26","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   25",",,7,0730",,,,,"  122",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-27","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   11",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-28","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  -28",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-29","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   83",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-11-30","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  161",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  305",",,7,0730",,,,,"  139",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    5",",,7,0730",,,,,"  139",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   44",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   11",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"    0",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   83",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   39",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   28",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   28",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   33",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   72",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  111",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-13","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  139",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-14","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   69",",,7,0730",,,,,"  106",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-15","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   39",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-16","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  128",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-17","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  161",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-18","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  144",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-19","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  156",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-20","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","   18",",,7,0730",,,,,,,"   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-21","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   61",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-22","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   94",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-23","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  117",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-24","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  100",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-25","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  122",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-26","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  128",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-27","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  203",",,7,0730",,,,,"  111",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-28","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  150",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-29","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  -33",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-30","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"  -33",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2018-12-31","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  292",",,7,0730",,,,,"   44",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2019-01-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","  117",",,7,0730",,,,,"   67",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,,
"USC00238466","2019-01-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   -6",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0730",,
"USC00238466","2019-01-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","    0",",,7,0730",,,,,"   -6",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0730",,
