"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"UKW00035047","2019-04-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   65",",,S",,,"  119","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-22","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   66",",,S",,,"  139","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  119","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-25","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,"   74",",,S",,,"  108","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-26","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   67",",,S",,,"  112","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-27","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,,,"   69",",,S",,,"   94","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-28","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,"   63",",,S",,,"   87","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-29","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   50",",,S",,,"   96","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-30","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   57",",,S",,,"   82","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   54",",,S",,,"   94","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   84",",,S",,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-03","51.35","1.36667","44.2","MANSTON, ENG UK","   33",",,S",,,,,,,,,,,"   90","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-04","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,"   92",",,S",,,,,"   68","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-05","51.35","1.36667","44.2","MANSTON, ENG UK","   43",",,S",,,,,,,"   57",",,S",,,"   74","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   51",",,S",,,"   86","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-07","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   53",",,S",,,"   99","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-08","51.35","1.36667","44.2","MANSTON, ENG UK","   13",",,S",,,,,,,"   84",",,S",,,"  108","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-09","51.35","1.36667","44.2","MANSTON, ENG UK","   66",",,S",,,,,,,"   78",",,S",,,"  107","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-10","51.35","1.36667","44.2","MANSTON, ENG UK","   99",",,S",,,,,,,"   69",",,S",,,"   95","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-11","51.35","1.36667","44.2","MANSTON, ENG UK","   61",",,S",,,,,,,"   55",",,S",,,"   90","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   29",",,S",,,"   87","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   34",",,S",,,"   91","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   74",",,S",,,"  103","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   84",",,S",,,"  119","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   77",",,S",,,"  114","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-17","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  112","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-18","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   89",",,S",,,"  125","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-19","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"  107",",,S",,,"  118","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-20","51.35","1.36667","44.2","MANSTON, ENG UK","   20",",,S",,,,,,,"  108",",,S",,,"  128","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-21","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   91",",,S",,,"  138","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-22","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   86",",,S",,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   73",",,S",,,"  151","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   79",",,S",,,"  151","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-25","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  121",",,S",,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-26","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"  144",",,S",,,"  170","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   86",",,S",,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-28","51.35","1.36667","44.2","MANSTON, ENG UK","   20",",,S",,,,,,,,,,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-29","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"   74",",,S",,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-30","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,,,"  115",",,S",,,"  176","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-05-31","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  112",",,S",,,"  151","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  101",",,S",,,"  162","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  145",",,S",,,"  201","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  153","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   96",",,S",,,"  137","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-05","51.35","1.36667","44.2","MANSTON, ENG UK","  137",",,S",,,,,,,"  114",",,S",,,"  134","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-06","51.35","1.36667","44.2","MANSTON, ENG UK","   28",",,S",,,,,,,"   87",",,S",,,"  139","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-07","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  116",",,S",,,"  140","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-08","51.35","1.36667","44.2","MANSTON, ENG UK","   58",",,S",,,,,"  182",",,S","  106",",,S",,,"  133","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-09","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   89",",,S",,,"  129","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-10","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,,,,,"  125","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-11","51.35","1.36667","44.2","MANSTON, ENG UK","   56",",,S",,,,,,,"   82",",,S",,,"  135","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   82",",,S",,,"  121","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-13","51.35","1.36667","44.2","MANSTON, ENG UK","   89",",,S",,,,,"  165",",,S","   82",",,S",,,"  128","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-14","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,"   99",",,S",,,"  154","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  116",",,S",,,"  156","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  106",",,S",,,"  155","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-17","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"  119",",,S",,,"  170","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-18","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  109",",,S",,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-19","51.35","1.36667","44.2","MANSTON, ENG UK","   64",",,S",,,,,,,"  137",",,S",,,"  163","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-20","51.35","1.36667","44.2","MANSTON, ENG UK","   53",",,S",,,,,,,,,,,"  162","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  100",",,S",,,"  149","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-22","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  116",",,S",,,"  153","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  129",",,S",,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  180",",,S",,,"  207","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-25","51.35","1.36667","44.2","MANSTON, ENG UK","   86",",,S",,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-26","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  153","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  168",",,S","  132",",,S",,,"  147","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-28","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  132",",,S",,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-29","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  142",",,S",,,"  214","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-06-30","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  126",",,S",,,"  173","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  126",",,S",,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  110",",,S",,,"  156","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  110",",,S",,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-05","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  137",",,S",,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  181","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-07","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,,,,,"  152","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-08","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   97",",,S",,,"  146","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-09","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  123",",,S",,,"  159","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-10","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  157",",,S",,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-11","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  149",",,S",,,"  197","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  168","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  125",",,S",,,"  164","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  154","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   99",",,S",,,"  169","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-17","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  129",",,S",,,"  188","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-18","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  135",",,S",,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-19","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  124",",,S",,,"  173","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-20","51.35","1.36667","44.2","MANSTON, ENG UK","  236",",,S",,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-21","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"  128",",,S",,,"  179","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-22","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  142",",,S",,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  158",",,S",,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  200",",,S",,,"  258","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-25","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  185",",,S",,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-26","51.35","1.36667","44.2","MANSTON, ENG UK","   53",",,S",,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-27","51.35","1.36667","44.2","MANSTON, ENG UK","    8",",,S",,,,,,,,,,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-28","51.35","1.36667","44.2","MANSTON, ENG UK","   79",",,S",,,,,,,,,,,"  174","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-29","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"  130",",,S",,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-30","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  225",",,S","  162",",,S",,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-07-31","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"  156",",,S",,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-01","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"  137",",,S",,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  162",",,S",,,"  186","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  154",",,S",,,"  180","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  141",",,S",,,"  193","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-05","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  142",",,S",,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-07","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  141",",,S",,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-08","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  133",",,S",,,"  191","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-09","51.35","1.36667","44.2","MANSTON, ENG UK","   25",",,S",,,,,"  246",",,S","  179",",,S",,,"  204","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-10","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,"  222",",,S",,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-11","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  215",",,S",,,,,"  173","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  142","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-13","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,"   89",",,S",,,"  149","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  189",",,S","  116",",,S",,,"  152","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-15","51.35","1.36667","44.2","MANSTON, ENG UK","   53",",,S",,,,,,,,,,,"  180","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  195",",,S","  116",",,S",,,"  158","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-17","51.35","1.36667","44.2","MANSTON, ENG UK","   20",",,S",,,,,,,,,,,"  183","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-18","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,,,,,"  164","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-19","51.35","1.36667","44.2","MANSTON, ENG UK","   46",",,S",,,,,,,"  121",",,S",,,"  160","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-20","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"  108",",,S",,,"  156","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  101",",,S",,,"  159","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-22","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  109",",,S",,,"  172","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  131",",,S",,,"  181","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  146",",,S",,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-25","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  154",",,S",,,"  227","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-26","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  156",",,S",,,"  226","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  174",",,S",,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-28","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  197","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-29","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"  143",",,S",,,"  174","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-30","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  125",",,S",,,"  174","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-08-31","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  136",",,S",,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  123",",,S",,,"  163","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   83",",,S",,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  127",",,S",,,"  169","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  167","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-05","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,,,,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   90",",,S",,,"  135","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-07","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"  100",",,S",,,"  140","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-08","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  138","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-09","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   79",",,S",,,"  125","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-10","51.35","1.36667","44.2","MANSTON, ENG UK","   33",",,S",,,,,,,"   81",",,S",,,"  147","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-11","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  134",",,S",,,"  167","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  124",",,S",,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-09-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"  163","H,,S",,,,,,,,,,,,,,,,,,,,,,
