"ASN00023804","2018-06-13","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   18",",,a","  159",",,a","   73",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-14","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   94",",,a","  163",",,a","   80",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-15","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   70",",,a","  154",",,a","   93",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-16","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   14",",,a","  134",",,a","   77",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-17","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","  118",",,a","  136",",,a","   74",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-18","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   14",",,a","  139",",,a","   90",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-19","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    4",",,a","  137",",,a","   57",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-20","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    0",",,a","  154",",,a","   79",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-21","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    0",",,a","  159",",,a","   70",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-22","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    0",",,a","  159",",,a","   31",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-23","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    0",",,a","  165",",,a","   32",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-24","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","   34",",,a","  144",",,a","   96",",,a",,,,,,,,,,,,,,
"ASN00023804","2018-06-25","-35.5544","138.5997","8.0","VICTOR HARBOR ENCOUNTER BAY, AS","    0",",,a","  124",",,a","   81",",,a",,,,,,,,,,,,,,
