"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA00704FEG0","2017-05-26","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  120",",,C","   35",",,C",,,,,"   78",",,C"
"CA00704FEG0","2017-05-27","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   14",",,C","    0",",,C","    0",",,C","   90",",,C","   10",",,C",,,,,"   50",",,C"
"CA00704FEG0","2017-05-28","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","   90",",,C","   50",",,C",,,,,"   70",",,C"
"CA00704FEG0","2017-05-29","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  120",",,C","    0",",,C",,,,,"   60",",,C"
"CA00704FEG0","2017-05-30","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   34",",,C","    0",",,C","    0",",,C","  120",",,C","    5",",,C",,,,,"   63",",,C"
"CA00704FEG0","2017-05-31","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    4",",,C","    0",",,C","    0",",,C","  120",",,C","   65",",,C",,,,,"   93",",,C"
"CA00704FEG0","2017-06-01","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   12",",,C","    0",",,C","    0",",,C","  170",",,C","   87",",,C",,,,,"  129",",,C"
"CA00704FEG0","2017-06-02","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","  172",",,C","    0",",,C","    0",",,C","  120",",,C","   70",",,C",,,,,"   95",",,C"
"CA00704FEG0","2017-06-03","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   58",",,C","    0",",,C","    0",",,C","  120",",,C","   70",",,C",,,,,"   95",",,C"
"CA00704FEG0","2017-06-04","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    8",",,C","    0",",,C","    0",",,C","  130",",,C","   80",",,C",,,,,"  105",",,C"
"CA00704FEG0","2017-06-05","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  130",",,C","   60",",,C",,,,,"   95",",,C"
"CA00704FEG0","2017-06-06","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  140",",,C","   30",",,C",,,,,"   85",",,C"
"CA00704FEG0","2017-06-07","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  160",",,C","   54",",,C",,,,,"  107",",,C"
"CA00704FEG0","2017-06-08","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  166",",,C","   60",",,C",,,,,"  113",",,C"
"CA00704FEG0","2017-06-09","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  180",",,C","  100",",,C",,,,,"  140",",,C"
"CA00704FEG0","2017-06-10","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0","T,,C","    0",",,C","    0",",,C","  170",",,C","   90",",,C",,,,,"  130",",,C"
"CA00704FEG0","2017-06-11","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   42",",,C","    0",",,C","    0",",,C","  205",",,C","   30",",,C",,,,,"  118",",,C"
"CA00704FEG0","2017-06-12","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  170",",,C","   20",",,C",,,,,"   95",",,C"
"CA00704FEG0","2017-06-13","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  220",",,C","   70",",,C",,,,,"  145",",,C"
"CA00704FEG0","2017-06-14","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  160",",,C","   60",",,C",,,,,"  110",",,C"
"CA00704FEG0","2017-06-15","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  160",",,C","   90",",,C",,,,,"  125",",,C"
"CA00704FEG0","2017-06-16","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   24",",,C","    0",",,C","    0",",,C","  150",",,C","   60",",,C",,,,,"  105",",,C"
"CA00704FEG0","2017-06-17","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  150",",,C","  100",",,C",,,,,"  125",",,C"
"CA00704FEG0","2017-06-18","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","  136",",,C","    0",",,C","    0",",,C","  160",",,C","  100",",,C",,,,,"  130",",,C"
"CA00704FEG0","2017-06-19","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   41",",,C","    0",",,C","    0",",,C","  180",",,C","  120",",,C",,,,,"  150",",,C"
"CA00704FEG0","2017-06-20","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   20",",,C","    0",",,C","    0",",,C","  170",",,C","  120",",,C",,,,,"  145",",,C"
"CA00704FEG0","2017-06-21","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  190",",,C","   90",",,C",,,,,"  140",",,C"
"CA00704FEG0","2017-06-22","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0","T,,C","    0",",,C","    0",",,C","  160",",,C","   70",",,C",,,,,"  115",",,C"
"CA00704FEG0","2017-06-23","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","  252",",,C","    0",",,C","    0",",,C","  150",",,C","   80",",,C",,,,,"  115",",,C"
"CA00704FEG0","2017-06-24","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","   22",",,C","    0",",,C","    0",",,C","  150",",,C","   90",",,C",,,,,"  120",",,C"
"CA00704FEG0","2017-06-25","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  170",",,C","   60",",,C",,,,,"  115",",,C"
"CA00704FEG0","2017-06-26","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  150",",,C","   40",",,C",,,,,"   95",",,C"
"CA00704FEG0","2017-06-27","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  160",",,C","    5",",,C",,,,,"   83",",,C"
"CA00704FEG0","2017-06-28","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","  138",",,C","    0",",,C","    0",",,C","  150",",,C","   90",",,C",,,,,"  120",",,C"
"CA00704FEG0","2017-06-29","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    2",",,C","    0",",,C","    0",",,C","  150",",,C","   70",",,C",,,,,"  110",",,C"
"CA00704FEG0","2017-06-30","50.2833","-64.7833","15.0","RIVIERE AU TONNERRE, QC CA","    0",",,C","    0",",,C","    0",",,C","  150",",,C","  100",",,C",,,,,"  125",",,C"
