"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00208443","2018-06-13","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  128",",,7","  194",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-14","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  100",",,7","  122",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-15","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  294",",,7","   83",",,7","  100",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-16","43.3656","-83.5828","192.0","VASSAR, MI US","  132",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  100",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-17","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  167",",,7","  178",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-18","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  178",",,7","  261",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-19","43.3656","-83.5828","192.0","VASSAR, MI US","  229",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  161",",,7","  178",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-20","43.3656","-83.5828","192.0","VASSAR, MI US","   18",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  133",",,7","  133",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-21","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  100",",,7","  117",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-22","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  111",",,7","  156",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-23","43.3656","-83.5828","192.0","VASSAR, MI US","    0","T,,7,0800","    0",",,7","    0",",,7","  250",",,7","  156",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-24","43.3656","-83.5828","192.0","VASSAR, MI US","   13",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  172",",,7","  178",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-25","43.3656","-83.5828","192.0","VASSAR, MI US","   10",",,7,0800","    0",",,7","    0",",,7","  239",",,7","   89",",,7","  111",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-26","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","   67",",,7","  100",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-27","43.3656","-83.5828","192.0","VASSAR, MI US","   86",",,7,0800","    0",",,7","    0",",,7","  272",",,7","  100",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-28","43.3656","-83.5828","192.0","VASSAR, MI US","   66",",,7,0800","    0",",,7","    0",",,7","  222",",,7","  161",",,7","  178",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-29","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7","  172",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-06-30","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  322",",,7","  156",",,7","  250",",,7,0800",,,,,,,,,,,,,,
"USC00208443","2018-07-01","43.3656","-83.5828","192.0","VASSAR, MI US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  233",",,7","  233",",,7,0800",,,,,,,,,,,,,,
