"USC00411000","2018-07-06","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  306",",,7","  200",",,7",,,,,,,,,"  200",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-07","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-08","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  328",",,7","  161",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-09","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  333",",,7","  161",",,7",,,,,,,,,"  244",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-10","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  339",",,7","  167",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-11","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  339",",,7","  183",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-12","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    3",",,7,2400","    0",",,7","    0",",,7","  339",",,7","  217",",,7",,,,,,,,,"  261",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00411000","2018-07-13","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,,,,,"  228",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-14","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  356",",,7","  172",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-15","35.5302","-102.2563","972.6","BOYS RANCH, TX US","  279",",,7,2400","    0",",,7","    0",",,7","  350",",,7","  183",",,7",,,,,,,,,"  256",",,7,2400",,,"    1",",,7",,,,,,,,
"USC00411000","2018-07-16","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  344",",,7","  189",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-17","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  367",",,7","  200",",,7",,,,,,,,,"  294",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-18","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  383",",,7","  206",",,7",,,,,,,,,"  278",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-19","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  400",",,7","  183",",,7",,,,,,,,,"  272",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-20","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  411",",,7","  178",",,7",,,,,,,,,"  317",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-21","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  394",",,7","  183",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-22","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  406",",,7","  172",",,7",,,,,,,,,"  311",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-23","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,,,,,"  261",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-24","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  328",",,7","  172",",,7",,,,,,,,,"  172",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-25","35.5302","-102.2563","972.6","BOYS RANCH, TX US","    0",",,7,2400","    0",",,7","    0",",,7","  350",",,7","  172",",,7",,,,,,,,,"  300",",,7,2400",,,,,,,,,,,,
"USC00411000","2018-07-26","35.5302","-102.2563","972.6","BOYS RANCH, TX US","  107",",,7,2400","    0",",,7","    0",",,7","  300",",,7","  189",",,7",,,,,,,,,"  239",",,7,2400",,,"    1",",,7",,,,,,,,
