"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012818","2018-07-06","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   94",",,W","    0",",,W","    0",",,W","  317",",,W","  222",",,W","   21",",,W",,,,,,,,,"   60",",,W","  150",",,W","   81",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,
"USW00012818","2018-07-07","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   15",",,W","    0",",,W","    0",",,W","  322",",,W","  211",",,W","   17",",,W",,,,,,,,,"  300",",,W","  290",",,W","   67",",,W","   85",",,W","    1",",,W",,,,,,
"USW00012818","2018-07-08","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","  122",",,W","    0",",,W","    0",",,W","  328",",,W","  217",",,W","   12",",,W",,,,,,,,,"   30",",,W","   30",",,W","  112",",,W","  125",",,W",,,,,"    1",",,W","    1",",,W"
"USW00012818","2018-07-09","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   18",",,W","    0",",,W","    0",",,W","  322",",,W","  217",",,W","   16",",,W",,,,,,,,,"  300",",,W","  330",",,W","   72",",,W","   98",",,W","    1",",,W","    1",",,W","    1",",,W",,
"USW00012818","2018-07-10","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   36",",,W","    0",",,W","    0",",,W","  328",",,W","  217",",,W","   13",",,W",,,,,,,,,"   20",",,W","   20",",,W","   72",",,W","   81",",,W","    1",",,W",,,,,,
"USW00012818","2018-07-11","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   58",",,W","    0",",,W","    0",",,W","  328",",,W","  228",",,W","   18",",,W",,,,,,,,,"  300",",,W","  300",",,W","   89",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,
"USW00012818","2018-07-12","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","  221",",,W","    0",",,W","    0",",,W","  339",",,W","  222",",,W","   12",",,W",,,,,,,,,"  120",",,W","  120",",,W","  112",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,
"USW00012818","2018-07-13","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","    0","T,,W","    0",",,W","    0",",,W","  328",",,W","  222",",,W","   13",",,W",,,,,,,,,"   70",",,W","   70",",,W","  103",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,
"USW00012818","2018-07-14","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","   10",",,W","    0",",,W","    0",",,W","  322",",,W","  222",",,W","   13",",,W",,,,,,,,,"  300",",,W","  230",",,W","   58",",,W","   67",",,W","    1",",,W",,,"    1",",,W",,
"USW00012818","2018-07-15","28.47361","-82.45444","23.5","BROOKSVILLE HERNANDO CO AIRPORT, FL US","    0",",,W","    0",",,W","    0",",,W","  328",",,W","  233",",,W","   13",",,W",,,,,,,,,"  240",",,W","  160",",,W","   63",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,
