"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF003044460","2017-08-03","-28.95","31.7","38.0","MTUNZINI, SF",,,"  265",",,S","  159",",,S",,,"  206","H,,S"
"SF003044460","2017-08-04","-28.95","31.7","38.0","MTUNZINI, SF",,,"  292",",,S","  145",",,S",,,"  202","H,,S"
"SF003044460","2017-08-05","-28.95","31.7","38.0","MTUNZINI, SF",,,"  292",",,S","  110",",,S",,,"  183","H,,S"
"SF003044460","2017-08-06","-28.95","31.7","38.0","MTUNZINI, SF",,,"  268",",,S","  147",",,S",,,"  187","H,,S"
"SF003044460","2017-08-07","-28.95","31.7","38.0","MTUNZINI, SF",,,"  242",",,S","  137",",,S",,,"  175","H,,S"
"SF003044460","2017-08-08","-28.95","31.7","38.0","MTUNZINI, SF",,,"  242",",,S","  153",",,S",,,"  187","H,,S"
"SF003044460","2017-08-09","-28.95","31.7","38.0","MTUNZINI, SF",,,"  286",",,S","  151",",,S",,,"  212","H,,S"
"SF003044460","2017-08-10","-28.95","31.7","38.0","MTUNZINI, SF",,,"  303",",,S","  183",",,S",,,"  229","H,,S"
"SF003044460","2017-08-11","-28.95","31.7","38.0","MTUNZINI, SF",,,"  313",",,S","  134",",,S",,,"  224","H,,S"
"SF003044460","2017-08-12","-28.95","31.7","38.0","MTUNZINI, SF",,,"  313",",,S","  164",",,S",,,"  198","H,,S"
"SF003044460","2017-08-13","-28.95","31.7","38.0","MTUNZINI, SF",,,"  253",",,S","  160",",,S",,,"  199","H,,S"
"SF003044460","2017-08-14","-28.95","31.7","38.0","MTUNZINI, SF",,,"  248",",,S","  165",",,S",,,"  188","H,,S"
"SF003044460","2017-08-16","-28.95","31.7","38.0","MTUNZINI, SF",,,"  293",",,S","  139",",,S",,,"  179","H,,S"
"SF003044460","2017-08-17","-28.95","31.7","38.0","MTUNZINI, SF",,,"  242",",,S","  143",",,S",,,"  162","H,,S"
"SF003044460","2017-08-18","-28.95","31.7","38.0","MTUNZINI, SF","   51",",,S","  182",",,S","  119",",,S",,,"  134","H,,S"
"SF003044460","2017-08-19","-28.95","31.7","38.0","MTUNZINI, SF","   30",",,S","  218",",,S","  113",",,S",,,"  154","H,,S"
"SF003044460","2017-08-20","-28.95","31.7","38.0","MTUNZINI, SF","    8",",,S","  218",",,S","  110",",,S",,,"  150","H,,S"
"SF003044460","2017-08-22","-28.95","31.7","38.0","MTUNZINI, SF",,,"  309",",,S","  119",",,S",,,"  194","H,,S"
"SF003044460","2017-08-23","-28.95","31.7","38.0","MTUNZINI, SF","   10",",,S","  309",",,S","   90",",,S",,,"  144","H,,S"
"SF003044460","2017-08-24","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  238",",,S","   59",",,S",,,"  162","H,,S"
"SF003044460","2017-08-25","-28.95","31.7","38.0","MTUNZINI, SF","   10",",,S","  238",",,S","  131",",,S",,,"  162","H,,S"
"SF003044460","2017-08-26","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  232",",,S","  131",",,S",,,"  171","H,,S"
"SF003044460","2017-08-28","-28.95","31.7","38.0","MTUNZINI, SF","   10",",,S","  260",",,S","  132",",,S",,,"  189","H,,S"
"SF003044460","2017-08-29","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  287",",,S","  175",",,S",,,"  222","H,,S"
"SF003044460","2017-08-31","-28.95","31.7","38.0","MTUNZINI, SF",,,"  261",",,S","  142",",,S",,,"  199","H,,S"
"SF003044460","2017-09-01","-28.95","31.7","38.0","MTUNZINI, SF",,,"  261",",,S","  168",",,S",,,"  191","H,,S"
"SF003044460","2017-09-02","-28.95","31.7","38.0","MTUNZINI, SF","    5",",,S","  238",",,S","  135",",,S",,,"  160","H,,S"
"SF003044460","2017-09-03","-28.95","31.7","38.0","MTUNZINI, SF","    3",",,S","  263",",,S","  105",",,S",,,"  170","H,,S"
"SF003044460","2017-09-04","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  282",",,S","  116",",,S",,,"  199","H,,S"
"SF003044460","2017-09-06","-28.95","31.7","38.0","MTUNZINI, SF","    5",",,S","  328",",,S","  161",",,S",,,"  206","H,,S"
"SF003044460","2017-09-08","-28.95","31.7","38.0","MTUNZINI, SF",,,"  334",",,S","  160",",,S",,,"  213","H,,S"
"SF003044460","2017-09-09","-28.95","31.7","38.0","MTUNZINI, SF",,,"  268",",,S","  176",",,S",,,"  210","H,,S"
"SF003044460","2017-09-10","-28.95","31.7","38.0","MTUNZINI, SF",,,"  323",",,S","  194",",,S",,,"  238","H,,S"
"SF003044460","2017-09-11","-28.95","31.7","38.0","MTUNZINI, SF",,,"  323",",,S","  174",",,S",,,"  217","H,,S"
"SF003044460","2017-09-12","-28.95","31.7","38.0","MTUNZINI, SF",,,"  338",",,S","  144",",,S",,,"  235","H,,S"
"SF003044460","2017-09-13","-28.95","31.7","38.0","MTUNZINI, SF",,,"  417",",,S","  144",",,S",,,"  268","H,,S"
"SF003044460","2017-09-14","-28.95","31.7","38.0","MTUNZINI, SF",,,,,"  179",",,S",,,"  210","H,,S"
"SF003044460","2017-09-15","-28.95","31.7","38.0","MTUNZINI, SF",,,"  280",",,S","  177",",,S",,,"  214","H,,S"
"SF003044460","2017-09-16","-28.95","31.7","38.0","MTUNZINI, SF",,,"  287",",,S","  165",",,S",,,"  209","H,,S"
"SF003044460","2017-09-17","-28.95","31.7","38.0","MTUNZINI, SF","   30",",,S","  287",",,S","  151",",,S",,,"  169","H,,S"
"SF003044460","2017-09-18","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  216",",,S","  153",",,S",,,"  179","H,,S"
"SF003044460","2017-09-19","-28.95","31.7","38.0","MTUNZINI, SF",,,"  332",",,S","  170",",,S",,,"  233","H,,S"
"SF003044460","2017-09-20","-28.95","31.7","38.0","MTUNZINI, SF",,,"  332",",,S","  164",",,S",,,"  206","H,,S"
"SF003044460","2017-09-22","-28.95","31.7","38.0","MTUNZINI, SF",,,"  342",",,S","  185",",,S",,,"  249","H,,S"
"SF003044460","2017-09-24","-28.95","31.7","38.0","MTUNZINI, SF",,,"  241",",,S","  135",",,S",,,"  188","H,,S"
"SF003044460","2017-10-01","-28.95","31.7","38.0","MTUNZINI, SF",,,"  299",",,S","  164",",,S",,,"  224","H,,S"
"SF003044460","2017-10-02","-28.95","31.7","38.0","MTUNZINI, SF",,,"  299",",,S","  192",",,S",,,"  215","H,,S"
"SF003044460","2017-10-03","-28.95","31.7","38.0","MTUNZINI, SF",,,"  302",",,S","  189",",,S",,,"  238","H,,S"
"SF003044460","2017-10-07","-28.95","31.7","38.0","MTUNZINI, SF",,,"  284",",,S","  155",",,S",,,"  199","H,,S"
"SF003044460","2017-10-08","-28.95","31.7","38.0","MTUNZINI, SF",,,"  284",",,S","  138",",,S",,,"  214","H,,S"
"SF003044460","2017-10-10","-28.95","31.7","38.0","MTUNZINI, SF",,,"  246",",,S","  144",",,S",,,"  178","H,,S"
"SF003044460","2017-10-11","-28.95","31.7","38.0","MTUNZINI, SF",,,"  243",",,S","  133",",,S",,,"  166","H,,S"
"SF003044460","2017-10-12","-28.95","31.7","38.0","MTUNZINI, SF",,,"  275",",,S","   98",",,S",,,"  181","H,,S"
"SF003044460","2017-10-13","-28.95","31.7","38.0","MTUNZINI, SF",,,"  275",",,S","  136",",,S",,,"  158","H,,S"
"SF003044460","2017-10-16","-28.95","31.7","38.0","MTUNZINI, SF",,,"  271",",,S","  186",",,S",,,"  215","H,,S"
"SF003044460","2017-10-17","-28.95","31.7","38.0","MTUNZINI, SF",,,"  265",",,S","  157",",,S",,,"  179","H,,S"
"SF003044460","2017-10-18","-28.95","31.7","38.0","MTUNZINI, SF",,,"  264",",,S","  123",",,S",,,"  193","H,,S"
"SF003044460","2017-10-19","-28.95","31.7","38.0","MTUNZINI, SF",,,"  348",",,S","  175",",,S",,,"  221","H,,S"
"SF003044460","2017-10-20","-28.95","31.7","38.0","MTUNZINI, SF",,,"  348",",,S","  164",",,S",,,"  192","H,,S"
"SF003044460","2017-10-21","-28.95","31.7","38.0","MTUNZINI, SF",,,"  255",",,S","  160",",,S",,,"  196","H,,S"
"SF003044460","2017-10-23","-28.95","31.7","38.0","MTUNZINI, SF",,,"  364",",,S","  201",",,S",,,"  249","H,,S"
"SF003044460","2017-10-24","-28.95","31.7","38.0","MTUNZINI, SF",,,"  364",",,S","  193",",,S",,,"  234","H,,S"
"SF003044460","2017-10-25","-28.95","31.7","38.0","MTUNZINI, SF",,,"  288",",,S","  222",",,S",,,"  246","H,,S"
"SF003044460","2017-10-26","-28.95","31.7","38.0","MTUNZINI, SF",,,"  288",",,S","  207",",,S",,,"  221","H,,S"
"SF003044460","2017-10-27","-28.95","31.7","38.0","MTUNZINI, SF","  201",",,S","  240",",,S","  147",",,S",,,"  185","H,,S"
"SF003044460","2017-10-28","-28.95","31.7","38.0","MTUNZINI, SF","   10",",,S","  239",",,S","  125",",,S",,,"  149","H,,S"
"SF003044460","2017-10-29","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  276",",,S","   96",",,S",,,"  193","H,,S"
"SF003044460","2017-10-30","-28.95","31.7","38.0","MTUNZINI, SF",,,"  354",",,S","  171",",,S",,,"  244","H,,S"
"SF003044460","2017-10-31","-28.95","31.7","38.0","MTUNZINI, SF",,,"  354",",,S","  177",",,S",,,"  251","H,,S"
"SF003044460","2017-11-01","-28.95","31.7","38.0","MTUNZINI, SF",,,"  361",",,S","  191",",,S",,,"  247","H,,S"
"SF003044460","2017-11-02","-28.95","31.7","38.0","MTUNZINI, SF",,,"  361",",,S","  193",",,S",,,"  246","H,,S"
"SF003044460","2017-11-03","-28.95","31.7","38.0","MTUNZINI, SF",,,"  331",",,S","  185",",,S",,,"  238","H,,S"
"SF003044460","2017-11-04","-28.95","31.7","38.0","MTUNZINI, SF",,,"  326",",,S","  198",",,S",,,"  246","H,,S"
"SF003044460","2017-11-05","-28.95","31.7","38.0","MTUNZINI, SF",,,"  326",",,S","  209",",,S",,,"  245","H,,S"
"SF003044460","2017-11-06","-28.95","31.7","38.0","MTUNZINI, SF",,,"  315",",,S","  180",",,S",,,"  208","H,,S"
"SF003044460","2017-11-07","-28.95","31.7","38.0","MTUNZINI, SF",,,"  295",",,S","  162",",,S",,,"  180","H,,S"
"SF003044460","2017-11-08","-28.95","31.7","38.0","MTUNZINI, SF",,,"  264",",,S","  152",",,S",,,"  196","H,,S"
"SF003044460","2017-11-09","-28.95","31.7","38.0","MTUNZINI, SF",,,"  264",",,S","  140",",,S",,,"  200","H,,S"
"SF003044460","2017-11-10","-28.95","31.7","38.0","MTUNZINI, SF",,,"  282",",,S","  174",",,S",,,"  213","H,,S"
"SF003044460","2017-11-11","-28.95","31.7","38.0","MTUNZINI, SF",,,"  282",",,S","  180",",,S",,,"  205","H,,S"
"SF003044460","2017-11-12","-28.95","31.7","38.0","MTUNZINI, SF",,,"  318",",,S","  200",",,S",,,"  252","H,,S"
"SF003044460","2017-11-13","-28.95","31.7","38.0","MTUNZINI, SF",,,"  351",",,S","  219",",,S",,,"  267","H,,S"
"SF003044460","2017-11-14","-28.95","31.7","38.0","MTUNZINI, SF",,,"  359",",,S","  219",",,S",,,"  267","H,,S"
"SF003044460","2017-11-15","-28.95","31.7","38.0","MTUNZINI, SF","   20",",,S","  359",",,S","  158",",,S",,,"  193","H,,S"
"SF003044460","2017-11-16","-28.95","31.7","38.0","MTUNZINI, SF","   89",",,S","  242",",,S","  120",",,S",,,"  150","H,,S"
"SF003044460","2017-11-17","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  227",",,S","  104",",,S",,,"  181","H,,S"
"SF003044460","2017-11-18","-28.95","31.7","38.0","MTUNZINI, SF",,,"  309",",,S","  136",",,S",,,"  223","H,,S"
"SF003044460","2017-11-20","-28.95","31.7","38.0","MTUNZINI, SF",,,"  369",",,S","  195",",,S",,,"  277","H,,S"
"SF003044460","2017-11-21","-28.95","31.7","38.0","MTUNZINI, SF",,,"  369",",,S","  231",",,S",,,"  288","H,,S"
"SF003044460","2017-11-24","-28.95","31.7","38.0","MTUNZINI, SF",,,"  250",",,S","  173",",,S",,,"  207","H,,S"
"SF003044460","2017-11-25","-28.95","31.7","38.0","MTUNZINI, SF",,,"  250",",,S","  171",",,S",,,"  195","H,,S"
"SF003044460","2017-11-26","-28.95","31.7","38.0","MTUNZINI, SF",,,"  268",",,S","  138",",,S",,,"  212","H,,S"
"SF003044460","2017-11-27","-28.95","31.7","38.0","MTUNZINI, SF","   20",",,S","  268",",,S","  163",",,S",,,"  181","H,,S"
"SF003044460","2017-11-28","-28.95","31.7","38.0","MTUNZINI, SF","    0",",,S","  290",",,S","  160",",,S",,,"  223","H,,S"
"SF003044460","2017-11-29","-28.95","31.7","38.0","MTUNZINI, SF",,,"  290",",,S","  157",",,S",,,"  216","H,,S"
"SF003044460","2017-11-30","-28.95","31.7","38.0","MTUNZINI, SF",,,"  271",",,S","  184",",,S",,,"  222","H,,S"
